MaizeGDB: Details of Map Genetic 7
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
rpl15c	24.83		GRMZM2G024354	Chr7	8525160	8527464	Zm00001d018903	Chr7	8797832	8800021	Zm00001eb301010	chr7	8680236	8682534																	
GRMZM2G107408	25.92		GRMZM2G107408	Chr7	8681932	8684929	Zm00001d018906	Chr7	8961102	8964190	Zm00001eb301030	chr7	8844314	8846468																	
LOC100273543	25.94		GRMZM2G027603	Chr7	8687832	8695148	Zm00001d018907	Chr7	8969455	8977244	Zm00001eb301040	chr7	8851904	8860076																	
pco127742	25.98		GRMZM2G011742	Chr7	8705526	8709166	Zm00001d018911	Chr7	8985941	8989559	Zm00001eb301060	chr7	8868374	8872507																	
phd19	26.00		GRMZM2G412492	Chr7	8831484	8837242	Zm00001d018912	Chr7	9117216	9136917	Zm00001eb301070	chr7	8999636	9019410																	
cl5075_1b	26.02		GRMZM2G062911	Chr7	8854739	8860657	Zm00001d018914	Chr7	9145802	9146349	Zm00001eb301080	chr7	9024635	9028844																	
plt48	26.04		GRMZM2G089288	Chr7	8907142	8909536	Zm00001d018915	Chr7	9192674	9193818	Zm00001eb301090	chr7	9074965	9077682																	
ank49	26.08		GRMZM2G428859	Chr7	9102878	9106744	Zm00001d018918	Chr7	9396930	9400847	Zm00001eb301110	chr7	9279464	9283434																	
ank50	26.10		GRMZM2G114255	Chr7	9143959	9145836	Zm00001d018924	Chr7	9439993	9441906	Zm00001eb301120	chr7	9322454	9324478																	
pum13	26.40		GRMZM2G704349	Chr7	9195353	9199334	Zm00001d018925	Chr7	9481556	9491721	Zm00001eb301130	chr7	9364084	9374354																	
plt49	26.42		GRMZM2G046750	Chr7	9206238	9207523	Zm00001d018926	Chr7	9492440	9493719	Zm00001eb301140	chr7	9374949	9376234																	
fax1	26.50		GRMZM2G046529	Chr7	9209243	9212980	Zm00001d018927	Chr7	9495479	9499142	Zm00001eb301150	chr7	9377932	9381723																	
cl218_1	26.55		GRMZM2G004301	Chr7	9260420	9266065	Zm00001d018929	Chr7	9545989	9551619	Zm00001eb301160	chr7	9428502	9434146																	
cpp1	26.60		GRMZM2G153754	Chr7	9332269	9337505	Zm00001d018930	Chr7	9617295	9622711	Zm00001eb301170	chr7	9499587	9505414																	
lrx6	26.61		GRMZM2G153741	Chr7	9345721	9346697	Zm00001d018931	Chr7	9625026	9631617	Zm00001eb301190	chr7	9513338	9514369																	
GRMZM2G456059	26.63		GRMZM2G456059	Chr7	9350478	9372984	Zm00001d018935	Chr7	9652471	9658044	Zm00001eb301200	chr7	9534845	9540593																	
pco087551	26.65		GRMZM2G456086	Chr7	9373905	9377657	Zm00001d018936	Chr7	9658900	9661440	Zm00001eb301210	chr7	9541584	9545353																	
pco086679	26.90		GRMZM2G132568	Chr7	9547732	9551752	Zm00001d018938	Chr7	9823783	9828061	Zm00001eb301240	chr7	9700198	9704409																	
cl4529_1	26.94		GRMZM2G039280	Chr7	9594516	9600082	Zm00001d018939	Chr7	9874433	9879888	Zm00001eb301250	chr7	9750749	9756181																	
elip2	27.00		GRMZM2G425728	Chr7	9706644	9708137	Zm00001d018940	Chr7	9985533	9990001	Zm00001eb301260	chr7	9861706	9863039																	
Zm00001eb301270	27.02		GRMZM2G126006	Chr7	9710525	9711091	Zm00001d018940	Chr7	9985533	9990001	Zm00001eb301270	chr7	9865974	9866295																	
csu374a	28.00																														
hsftf4	28.00		GRMZM2G125969	Chr7	9712577	9716596	Zm00001d018941	Chr7	9991664	9995513	Zm00001eb301280	chr7	9867770	9871968																	
ppr374	28.03		GRMZM2G406746	Chr7	9799668	9802056	Zm00001d018943	Chr7	10079248	10083108	Zm00001eb301300	chr7	9955496	9959675																	
miR167e	28.05		zma-MIR167e	Chr7	9835378	9835496	zma-MIR167e	Chr7	10115799	10115917																					
TIDP2658	28.10		GRMZM2G070807	Chr7	9903065	9909646	Zm00001d018944	Chr7	10187196	10193403	Zm00001eb301310	chr7	10063422	10069781																	
GRMZM2G161035	28.18		GRMZM2G161035	Chr7	10113380	10118309	Zm00001d018953	Chr7	10400303	10405278	Zm00001eb301370	chr7	10280289	10281578																	
glp32	28.20		GRMZM2G161097	Chr7	10170663	10171849	Zm00001d018954	Chr7	10457752	10458921	Zm00001eb301380	chr7	10334052	10335241																	
gras92	28.24		GRMZM2G124449	Chr7	10182586	10183522	Zm00001d018956	Chr7	10470180	10470708	Zm00001eb301410	chr7	10346575	10346913																	
LOC100382075	28.29		GRMZM2G100403	Chr7	10292460	10296266	Zm00001d018957	Chr7	10573779	10577759	Zm00001eb301420	chr7	10450085	10454144																	
cl12883_1	28.31		GRMZM2G018074	Chr7	10370848	10373324	Zm00001d018959	Chr7	10648216	10650351	Zm00001eb301430	chr7	10524508	10527442																	
mmp18	28.35		GRMZM2G066290	Chr7	10518320	10522648	Zm00001d018961	Chr7	10795045	10799314	Zm00001eb301440	chr7	10671437	10675658																	
ppr375	28.50		GRMZM2G030263	Chr7	10562223	10565361	Zm00001d018963	Chr7	10840346	10842388	Zm00001eb301470	chr7	10711526	10720049																	
chn16	28.90		GRMZM2G328171	Chr7	10580269	10581393	Zm00001d018965	Chr7	10857482	10858405	Zm00001eb301490	chr7	10733581	10735052																	
chn7	29.00		GRMZM2G162359	Chr7	10656437	10658172	Zm00001d018966	Chr7	10934095	10935021	Zm00001eb301500	chr7	10810239	10811584																	
bhlh39	29.50		GRMZM2G162382	Chr7	10699275	10703311	Zm00001d018967	Chr7	10976782	10980428	Zm00001eb301520	chr7	10853195	10856841																	
tsa1	30.50		GRMZM5G841619	Chr7	10780313	10784254	Zm00001d018969	Chr7	11057172	11061083	Zm00001eb301540	chr7	10933582	10937576																	
Zm00001d018970	30.58		AC208337.2_FG003	Chr7	10791433	10797563	Zm00001d018970	Chr7	11068462	11072400	Zm00001eb301560	chr7	10948022	10948649																	
o2	30.60		GRMZM2G015534	Chr7	10798507	10801399	Zm00001d018971	Chr7	11075377	11078232	Zm00001eb301570	chr7	10951791	10954652																	
iaa32	30.70		GRMZM2G115357	Chr7	10975561	10976899	Zm00001d018973	Chr7	11248578	11249882	Zm00001eb301590	chr7	11123942	11126415																	
Zm00001d018975	30.76		AC211651.4_FG001	Chr7	11189395	11195454	Zm00001d018975	Chr7	11420492	11425524	Zm00001eb301610	chr7	11300712	11301977																	
met8	30.78		GRMZM2G334041	Chr7	11151804	11157815	Zm00001d018976	Chr7	11454051	11464836	Zm00001eb301620	chr7	11330988	11340450																	
met1	30.80		GRMZM2G333916	Chr7	11133095	11139492	Zm00001d018977	Chr7	11464692	11479268	Zm00001eb301630	chr7	11345780	11355693																	
IDP7461	30.82		GRMZM2G102075	Chr7	11340332	11342441	Zm00001d018979	Chr7	11577845	11579861	Zm00001eb301640	chr7	11454166	11456329																	
T6-7(6885)(7)	31.00																														
his1a	31.30		GRMZM2G401308	Chr7	11446087	11450539	Zm00001d018981	Chr7	11773225	11774574	Zm00001eb301680	chr7	11631053	11635264																	
IDP7626	31.32										Zm00001eb301690	chr7	11638435	11644726																	
mkkk26	31.33		GRMZM2G021416	Chr7	11575309	11578211	Zm00001d018983	Chr7	11819745	11822731	Zm00001eb301720	chr7	11680391	11683454																	
rbd1	31.34		GRMZM2G093815	Chr7	11492262	11493481	Zm00001d018984	Chr7	11870198	11870719	Zm00001eb301730	chr7	11723527	11731602																	
IDP2585	31.35																														
pco110259	31.40		AC148167.6_FG001	Chr7	11670462	11676398	Zm00001d018986	Chr7	12037670	12043615	Zm00001eb301750	chr7	11898363	11904413																	
IDP6849	31.41		GRMZM2G135062	Chr7	11804128	11808387	Zm00001d018987	Chr7	12164691	12175631	Zm00001eb301770	chr7	12025453	12036420																	
IDP8432	31.42		GRMZM5G893921	Chr7	11809552	11811683	Zm00001d018988	Chr7	12176848	12179227	Zm00001eb301780	chr7	12037699	12039832																	
IDP9061	31.43		GRMZM2G395357	Chr7	11903797	11905440					Zm00001eb301820	chr7	12132266	12133733																	
si946063b09b	31.44		GRMZM2G134550	Chr7	11924812	11959975	Zm00001d018989	Chr7	12246390	12247604	Zm00001eb301840	chr7	12151650	12153403																	
umc1632	31.50		GRMZM2G101024	Chr7	12253860	12254856	Zm00001d019002	Chr7	12662001	12662237	Zm00001eb301890	chr7	12504376	12514246																	
uce20	31.55		GRMZM2G433968	Chr7	12316378	12317898	Zm00001d019004	Chr7	12723105	12734239	Zm00001eb301900	chr7	12574838	12575970																	
Zm00001eb301910	31.56										Zm00001eb301910	chr7	12576109	12585694																	
meg13	31.58		GRMZM2G175912	Chr7	12484473	12485342	Zm00001d019019	Chr7	12903625	12904375	Zm00001eb302020	chr7	12755589	12756323																	
meg12	31.60		GRMZM2G175896	Chr7	12531786	12532621																									
meg4	31.70		GRMZM2G137959	Chr7	12591109	12591978	Zm00001d019024	Chr7	13007830	13008728																					
meg11	31.71		GRMZM2G181051	Chr7	12626477	12627199																									
meg2	31.72						Zm00001d019026	Chr7	13078376	13123031	Zm00001eb302040	chr7	12947667	12948391																	
meg10	31.73		GRMZM2G086827	Chr7	12673702	12674015					Zm00001eb302050	chr7	12967580	12968166																	
meg3	31.75		GRMZM2G344323	Chr7	12776201	12779156	Zm00001d019027	Chr7	13225864	13228929																					
meg9	31.75		GRMZM2G088896	Chr7	12676389	12677577																									
meg7	31.76		GRMZM2G116212	Chr7	13003435	13004149	Zm00001d019029	Chr7	13463976	13469499																					
meg6	31.77		GRMZM2G094054	Chr7	12709254	12710092	Zm00001d019030	Chr7	13540226	13541566	Zm00001eb302070	chr7	13030426	13031012																	
meg8	31.80		GRMZM2G123153	Chr7	12859255	12859461																									
meg1	31.85		GRMZM2G354335	Chr7	13073446	13074744	Zm00001d019030	Chr7	13540226	13541566	Zm00001eb302080	chr7	13393048	13393711																	
meg14	31.86		GRMZM2G145466	Chr7	13178054	13178841	Zm00001d019033	Chr7	13643510	13644343																					
trh2	31.87		GRMZM2G144653	Chr7	13181810	13184354	Zm00001d019034	Chr7	13647277	13649821	Zm00001eb302140	chr7	13499472	13502026																	
IDP6969	31.88		GRMZM2G150091	Chr7	13216517	13217691	Zm00001d019035	Chr7	13728526	13729624	Zm00001eb302150	chr7	13580752	13581815																	
LOC103633730	31.88						Zm00001d019036	Chr7	13729726	13737584	Zm00001eb302180	chr7	13588097	13589066																	
cl1948_1c	31.89		GRMZM2G398449	Chr7	13351785	13353335	Zm00001d019038	Chr7	13821245	13821708																					
si618066c08	31.89		GRMZM2G117369	Chr7	13405634	13414662	Zm00001d019040	Chr7	13875470	13884528	Zm00001eb302200	chr7	13727529	13736705																	
phd3	31.89		GRMZM2G097726	Chr7	13356454	13364295	Zm00001d019039	Chr7	13826135	13833785	Zm00001eb302190	chr7	13678280	13686002																	
umc1428	31.90		GRMZM6G285883	Chr7	12568476	12569538	Zm00001d019041	Chr7	13885254	13888500	Zm00001eb302210	chr7	13737047	13740713																	
LOC100501984	31.96		GRMZM2G003306	Chr7	13586915	13587835	Zm00001d019045	Chr7	14093201	14093758	Zm00001eb302250	chr7	13945446	13946263																	
pco144169	32.00		GRMZM2G158489	Chr7	13619373	13622439	Zm00001d019048	Chr7	14103892	14109913	Zm00001eb302280	chr7	13956167	13962022																	
GRMZM2G001956	32.34		GRMZM2G001956	Chr7	13843925	13847478	Zm00001d019052	Chr7	14293190	14296615	Zm00001eb302310	chr7	14188862	14192366																	
aldh21	32.40		GRMZM2G108076	Chr7	13860831	13862429	Zm00001d019054	Chr7	14302767	14311590	Zm00001eb302330	chr7	14198443	14207323																	
asg34a(msd)	33.00		GRMZM2G054267	Chr7	13967993	13969287	Zm00001d019057	Chr7	14373489	14374835	Zm00001eb302350	chr7	14269019	14270213																	
y8	34.00																														
dxs2	34.00		GRMZM2G493395	Chr7	14086686	14089909	Zm00001d019060	Chr7	14494700	14497925	Zm00001eb302370	chr7	14390493	14393714																	
fha21	35.48		GRMZM2G002894	Chr7	14331500	14346418	Zm00001d019061	Chr7	14732512	14747395	Zm00001eb302390	chr7	14628378	14643281																	
mha3	35.50		GRMZM2G104325	Chr7	14468797	14474919	Zm00001d019062	Chr7	14880511	14886995	Zm00001eb302400	chr7	14776556	14782388																	
sbt38	35.52		GRMZM2G448583	Chr7	14545961	14548661	Zm00001d019064	Chr7	14951783	14955710	Zm00001eb302410	chr7	14847796	14851723																	
iaa31	36.40		GRMZM2G149449	Chr7	9398079	9398800																									
sbt12	36.50		GRMZM5G836501	Chr7	14598174	14601701	Zm00001d019065	Chr7	15003334	15006861	Zm00001eb302430	chr7	14900359	14902880																	
sbt18	36.51		GRMZM5G830839	Chr7	14614573	14618458	Zm00001d019066	Chr7	15019727	15023612	Zm00001eb302440	chr7	14915750	14920331																	
LOC103633745	36.90		GRMZM2G028728	Chr7	15000209	15002795	Zm00001d019077	Chr7	15484509	15485434																					
GRMZM2G028129	36.92		GRMZM2G028129	Chr7	15013269	15015289	Zm00001d019078	Chr7	15495962	15497950	Zm00001eb302560	chr7	15391941	15394060																	
LOC103632085	36.96		GRMZM2G013065	Chr7	15083205	15085139	Zm00001d019079	Chr7	15547553	15566753	Zm00001eb302580	chr7	15443652	15462777																	
apx4	37.00		GRMZM2G316256	Chr7	15085776	15086381	Zm00001d019081	Chr7	15567291	15568030																					
pco066270	37.10		GRMZM2G162954	Chr7	15287196	15293958	Zm00001d019086	Chr7	15758772	15765508	Zm00001eb302640	chr7	15655086	15661650																	
IDP8417	37.12		GRMZM2G156692	Chr7	15327513	15334148	Zm00001d019087	Chr7	15808749	15815509	Zm00001eb302650	chr7	15704879	15711646																	
gta101a	37.13																														
ddt7	37.16		GRMZM2G458665	Chr7	15342731	15350796	Zm00001d019090	Chr7	15824177	15832175	Zm00001eb302670	chr7	15720067	15728421																	
cle38	37.20		GRMZM2G480050	Chr7	15467965	15468908	Zm00001d019092	Chr7	15921034	15921977	Zm00001eb302690	chr7	15816358	15817426																	
LOC103632090	37.22		GRMZM2G179090	Chr7	15480924	15483395	Zm00001d019093	Chr7	15933985	15936456	Zm00001eb302700	chr7	15830088	15835328																	
ereb153	37.30		GRMZM2G379652	Chr7	15671318	15672307	Zm00001d019096	Chr7	16182358	16183347	Zm00001eb302740	chr7	16078544	16079533																	
ereb166	37.50		GRMZM2G478965	Chr7	15838022	15839110	Zm00001d019098	Chr7	16383295	16384383	Zm00001eb302750	chr7	16279480	16280568																	
plt50	37.52		GRMZM2G170044	Chr7	16107156	16110012	Zm00001d019100	Chr7	16651548	16654382	Zm00001eb302760	chr7	16547843	16550699																	
cadtfr14	37.70		GRMZM2G152822	Chr7	16202771	16203691	Zm00001d019101	Chr7	16745486	16746406	Zm00001eb302780	chr7	16641784	16642370																	
Zm00001d019104	37.74		GRMZM2G457534	Chr7	16283200	16293424	Zm00001d019104	Chr7	16823188	16835309	Zm00001eb302800	chr7	16719441	16731666																	
rcm1	38.00																														
LOC100193726	38.00		GRMZM2G178618	Chr7	16344540	16352217	Zm00001d019106	Chr7	16899619	16907272	Zm00001eb302810	chr7	16795898	16803576																	
rps1	38.01		GRMZM5G895282	Chr7	16680018	16682350	Zm00001d019108	Chr7	17216464	17235345	Zm00001eb302830	chr7	17112712	17131706																	
LOC109940837	38.01		GRMZM2G478996	Chr7	16356277	16356774	Zm00001d019107	Chr7	16911354	16911851	Zm00001eb302820	chr7	16807683	16809182																	
Zm00001d019110	38.05		GRMZM2G369991	Chr7	16686172	16689362	Zm00001d019110	Chr7	17240759	17242303	Zm00001eb302840	chr7	17137107	17138283																	
ereb82	38.20		GRMZM2G019443	Chr7	17154984	17156006	Zm00001d019116	Chr7	17758679	17759647	Zm00001eb302890	chr7	17627390	17628887																	
IDP7869	38.28		GRMZM2G088469	Chr7	17190977	17193109	Zm00001d019117	Chr7	17793574	17795478	Zm00001eb302900	chr7	17662074	17664217																	
umc1401	38.30		GRMZM2G078595	Chr7	17265401	17266521	Zm00001d019120	Chr7	17888936	17889901	Zm00001eb302910	chr7	17757471	17759386																	
umc1986	38.33		GRMZM2G078656	Chr7	17302240	17303880	Zm00001d019123	Chr7	17937714	17949491	Zm00001eb302930	chr7	17794569	17806376																	
vp9	38.34		GRMZM2G454952	Chr7	17481578	17490013	Zm00001d019124	Chr7	18102825	18113402	Zm00001eb302940	chr7	17959666	17970883																	
pco103663	38.35		GRMZM2G125516	Chr7	17529648	17533581	Zm00001d019125	Chr7	18150927	18154824	Zm00001eb302950	chr7	18007891	18011829																	
si486032d01b	38.37		GRMZM2G025531	Chr7	17708098	17719138	Zm00001d019130	Chr7	18334524	18345408	Zm00001eb302980	chr7	18191331	18202397																	
stp17	38.38		GRMZM2G117146	Chr7	18078481	18080626	Zm00001d019138	Chr7	18719728	18721630	Zm00001eb303000	chr7	18576580	18578681																	
smt1	38.40		GRMZM2G122810	Chr7	18150408	18159227	Zm00001d019139	Chr7	18791758	18800979	Zm00001eb303010	chr7	18648819	18657144																	
pco130190	38.43		GRMZM2G094928	Chr7	18233221	18235350					Zm00001eb303030	chr7	18730242	18732565																	
Zm00001d019142	38.44		GRMZM2G094867	Chr7	18237830	18241809	Zm00001d019142	Chr7	18881097	18881873	Zm00001eb303040	chr7	18735042	18739086																	
cl50517_1c	38.46		GRMZM2G432642	Chr7	18436556	18440330	Zm00001d019145	Chr7	19093571	19096947	Zm00001eb303060	chr7	18951203	18954860																	
pco131882	38.48		GRMZM2G168149	Chr7	18484063	18486515	Zm00001d019147	Chr7	19140215	19142574	Zm00001eb303080	chr7	18997734	19000525																	
sgo1	38.50		GRMZM2G074082	Chr7	18531204	18535522	Zm00001d019148	Chr7	19180261	19184573	Zm00001eb303090	chr7	19037853	19042475																	
cesa4	38.55		GRMZM2G424832	Chr7	18620330	18626341	Zm00001d019149	Chr7	19277318	19283307	Zm00001eb303110	chr7	19134797	19140930																	
z1B1	38.59		AF546188.1_FG001	Chr7	18755936	18756661					Zm00001eb303130	chr7	19270462	19271476																	
zpl2b	38.60		AF546188.1_FG002	Chr7	18779575	18780300	Zm00001d019152	Chr7	19449024	19449954																					
AF546188.1_FG003	38.63		AF546188.1_FG003	Chr7	18789875	18790599	Zm00001d019153	Chr7	19459370	19460299	Zm00001eb303150	chr7	19304455	19305326																	
zp2	38.65		AF546188.1_FG005	Chr7	18865424	18866146	Zm00001d019155	Chr7	19535000	19535722	Zm00001eb303160	chr7	19379978	19395176																	
AF546188.1_FG006	38.66		AF546188.1_FG006	Chr7	18867732	18868453	Zm00001d019157	Chr7	19537308	19541144	Zm00001eb303160	chr7	19379978	19395176																	
de30	38.67		AF546188.1_FG007	Chr7	18877460	18878182	Zm00001d019158	Chr7	19547036	19547758	Zm00001eb303160	chr7	19379978	19395176																	
aga1	38.68		GRMZM2G340656	Chr7	19063721	19083475	Zm00001d019163	Chr7	19750770	19754324	Zm00001eb303190	chr7	19580549	19584098																	
aaa2	38.68		GRMZM2G325921	Chr7	18940654	18943011	Zm00001d019161	Chr7	19609892	19610678																					
Zm00001d019162	38.68		GRMZM2G025763	Chr7	18954749	18955697	Zm00001d019162	Chr7	19623986	19624830	Zm00001eb303180	chr7	19469057	19469937																	
Zm00001eb303170	38.68		GRMZM2G125130	Chr7	18923142	18925030					Zm00001eb303170	chr7	19438441	19439233																	
ost1	38.70		GRMZM2G462325	Chr7	19083049	19101243	Zm00001d019165	Chr7	19783137	19789350	Zm00001eb303210	chr7	19613986	19619157																	
embp1	38.70		GRMZM2G095078	Chr7	19265565	19270520	Zm00001d019166	Chr7	19967615	19972466	Zm00001eb303220	chr7	19797398	19802247																	
v5	38.80																														
mmp75	38.80																														
kpp1	38.95		GRMZM2G042627	Chr7	19331382	19358462	Zm00001d019169	Chr7	20089932	20104098	Zm00001eb303240	chr7	19919587	19933729																	
in1	39.00		GRMZM2G042733	Chr7	19360149	19366043	Zm00001d019170	Chr7	20105168	20111095	Zm00001eb303250	chr7	19934845	19941123																	
ipt4	39.05		GRMZM2G104559	Chr7	19429668	19430971	Zm00001d019171	Chr7	20132013	20133107	Zm00001eb303260	chr7	19961613	19963378																	
nrg16	39.07		AC235546.1_FG001	Chr7	19761619	19765853	Zm00001d019173	Chr7	20343147	20347941	Zm00001eb303290	chr7	20173017	20177886																	
pco126859b	39.08		GRMZM2G038313	Chr7	19501876	19506645	Zm00001d019182	Chr7	20580400	20585128	Zm00001eb303380	chr7	20410192	20415142																	
IDP7656	39.08		GRMZM2G038412	Chr7	19507872	19511834	Zm00001d019181	Chr7	20575192	20579125	Zm00001eb303370	chr7	20405098	20409173																	
LOC103633765	39.08		AC235546.1_FG002	Chr7	19658744	19659577	Zm00001d019176	Chr7	20445102	20462590	Zm00001eb303330	chr7	20275031	20291602																	
LOC103632122	39.08		GRMZM2G111216	Chr7	19634413	19636498	Zm00001d019177	Chr7	20467255	20469434	Zm00001eb303350	chr7	20297129	20299335																	
pdc5	39.08		GRMZM2G111250	Chr7	19641038	19642211	Zm00001d019176	Chr7	20445102	20462590	Zm00001eb303340	chr7	20291722	20292714																	
nudx21	39.08		GRMZM2G043275	Chr7	19593968	19604761	Zm00001d019180	Chr7	20498938	20509260	Zm00001eb303360	chr7	20328476	20339223	Zm00014a006917	chr7	21061529	21067807													
acpt8	39.09		GRMZM5G825609	Chr7	19976321	19977441	Zm00001d019186	Chr7	20833596	20834758	Zm00001eb303420	chr7	20663586	20664421																	
ppr377	39.09		GRMZM2G361615	Chr7	19835645	19843639	Zm00001d019185	Chr7	20695401	20704885	Zm00001eb303410	chr7	20526456	20533409																	
mads21	39.10		AC233912.1_FG001	Chr7	19993628	19995763	Zm00001d019189	Chr7	20850901	20853619	Zm00001eb303440	chr7	20680882	20683015																	
sdg101	39.13		AC233961.1_FG001	Chr7	20255014	20257584	Zm00001d019195	Chr7	21140414	21142984	Zm00001eb303540	chr7	20966131	20973836																	
Zm00001d019203	39.20		AC212570.3_FG002	Chr7	20742210	20744128	Zm00001d019203	Chr7	21638761	21643616																					
nactf4	39.23		GRMZM2G079632	Chr7	20903390	20905225	Zm00001d019207	Chr7	21927733	21929407	Zm00001eb303620	chr7	21757323	21759212																	
mads13	39.30		GRMZM2G472100	Chr7	21134716	21135537	Zm00001d019213	Chr7	22103625	22104431	Zm00001eb303660	chr7	21933432	21934238																	
mads75	39.32		GRMZM2G472096	Chr7	21145677	21146564	Zm00001d019214	Chr7	22114577	22115458	Zm00001eb303670	chr7	21944397	21945379																	
ereb64	39.50		GRMZM2G171569	Chr7	21160811	21162260	Zm00001d019216	Chr7	22130022	22130944	Zm00001eb303690	chr7	21959514	21961325																	
si946069e08	39.60		GRMZM2G031780	Chr7	21200138	21209290	Zm00001d019217	Chr7	22231048	22241642	Zm00001eb303700	chr7	22060522	22071604																	
glpdh5	39.70		GRMZM2G063258	Chr7	21283001	21287121	Zm00001d019218	Chr7	22313088	22317208	Zm00001eb303710	chr7	22142859	22147471																	
