MaizeGDB: Details of Map Genetic 9
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
umc1430	27.11		GRMZM2G156027	Chr9	13772118	13772955	Zm00001d045121	Chr9	13442481	13443247													
mha8	27.12		GRMZM2G455568	Chr9	13777074	13777439	Zm00001d045122	Chr9	13446264	13449337	Zm00001eb374840	chr9	15328289	15331981									
mybr130	27.16		GRMZM2G322637	Chr9	13911034	13912484	Zm00001d045123	Chr9	13588271	13591170	Zm00001eb374860	chr9	15470058	15473470									
mkkk31	27.18		GRMZM2G481005	Chr9	13918164	13923822	Zm00001d045124	Chr9	13598516	13604202	Zm00001eb374870	chr9	15480171	15486537									
LOC100283924	27.20		GRMZM2G481002	Chr9	13935597	13936123	Zm00001d045125	Chr9	13615872	13617735	Zm00001eb374880	chr9	15498400	15499271									
hpat3	27.26		GRMZM2G072550	Chr9	13998591	14006669	Zm00001d045127	Chr9	13680350	13689144	Zm00001eb374910	chr9	15562503	15571601									
dbptf3	27.30		GRMZM2G149132	Chr9	14021102	14026143	Zm00001d045128	Chr9	13703300	13708121	Zm00001eb374920	chr9	15585279	15590380									
LOC100279006	27.48		GRMZM2G047181	Chr9	14156149	14158800	Zm00001d045133	Chr9	13839542	13842192	Zm00001eb374980	chr9	15721781	15724487									
TIDP2976	27.50		GRMZM2G047138	Chr9	14160980	14163039	Zm00001d045134	Chr9	13844340	13846353	Zm00001eb374990	chr9	15726512	15728707									
IDP3817	27.52		GRMZM2G046669	Chr9	14206798	14208192	Zm00001d045135	Chr9	13890398	13891852	Zm00001eb375000	chr9	15772658	15774076									
LOC103637995	27.54		GRMZM2G128515	Chr9	14318120	14321708	Zm00001d045136	Chr9	13998548	14002065	Zm00001eb375010	chr9	15880845	15886064									
vpp6	28.00		GRMZM2G014240	Chr9	14328479	14333699	Zm00001d045139	Chr9	14008964	14014626	Zm00001eb375040	chr9	15891126	15896889									
tha5	29.00		GRMZM2G300408	Chr9	14541001	14542356	Zm00001d045144	Chr9	14222619	14223173	Zm00001eb375110	chr9	16104703	16106661									
gpm626	29.02		GRMZM2G000423	Chr9	14543729	14545527	Zm00001d045145	Chr9	14225302	14227109	Zm00001eb375120	chr9	16107395	16109281									
isu111b	29.15																						
cl40874_1	29.18		GRMZM2G023636	Chr9	14569237	14591580	Zm00001d045147	Chr9	14236136	14273814	Zm00001eb375140	chr9	16118280	16155956									
sudh8	29.20		GRMZM2G023760	Chr9	14624670	14625146	Zm00001d045148	Chr9	14306889	14307320	Zm00001eb375150	chr9	16189067	16189498									
gpm602a	29.46		GRMZM2G167156	Chr9	14826994	14831226	Zm00001d045153	Chr9	14539118	14542690	Zm00001eb375190	chr9	16421355	16424913									
bsdtf9	29.50		GRMZM2G167207	Chr9	14848000	14852986	Zm00001d045155	Chr9	14559471	14564663	Zm00001eb375210	chr9	16441576	16446729									
umc2130	29.90		GRMZM2G008152	Chr9	14910904	14913044	Zm00001d045158	Chr9	14623689	14625755	Zm00001eb375230	chr9	16505874	16507947									
g6	30.00																						
umc2219	30.00		GRMZM2G007957	Chr9	14912815	14916799	Zm00001d045159	Chr9	14625656	14628889	Zm00001eb375240	chr9	16508086	16511824									
LOC100194080	30.02		GRMZM2G007683	Chr9	14917553	14925590	Zm00001d045160	Chr9	14630323	14638218	Zm00001eb375250	chr9	16512525	16520562									
mybr19	30.90		GRMZM2G402156	Chr9	15055667	15056797	Zm00001d045162	Chr9	14780005	14781306	Zm00001eb375260	chr9	16662214	16663540									
IDP2570	31.00		GRMZM2G100873	Chr9	15062034	15062931	Zm00001d045163	Chr9	14786516	14794503													
Zm00001d045169	31.00		GRMZM2G093146	Chr9	15169195	15172733	Zm00001d045169	Chr9	14891848	14895367	Zm00001eb375270	chr9	16774050	16777553									
GRMZM2G328612	31.10		GRMZM2G328612	Chr9	15311147	15320329	Zm00001d045171	Chr9	15035401	15041372	Zm00001eb375320	chr9	16917285	16923660									
miR396b	31.42		zma-MIR396b	Chr9	15367441	15367576	zma-MIR396b	Chr9	15122740	15122875													
miR396h	31.42		zma-MIR396h	Chr9	15367459	15367582	zma-MIR396h	Chr9	15122758	15122881													
umc2336	31.43		GRMZM2G328168	Chr9	15371338	15372668	Zm00001d045174	Chr9	15127211	15128029													
pco125063	31.44		GRMZM2G029370	Chr9	15375115	15386731	Zm00001d045176	Chr9	15130427	15142041	Zm00001eb375380	chr9	17012687	17024427									
Zm00001d045180	31.44		GRMZM2G398736	Chr9	15591158	15592994	Zm00001d045180	Chr9	15322699	15324731	Zm00001eb375400	chr9	17205060	17207038									
pco101905	31.45		GRMZM5G831993	Chr9	15616261	15621246	Zm00001d045183	Chr9	15348748	15353756	Zm00001eb375430	chr9	17231057	17236114									
wakl54	31.49		GRMZM2G576752	Chr9	15911606	15915671	Zm00001d045190	Chr9	15650398	15654451	Zm00001eb375460	chr9	17532959	17537019									
hyp1	31.51		GRMZM2G304378	Chr9	15981191	15983094	Zm00001d045192	Chr9	15720802	15728927													
rnrl1	31.52		GRMZM2G304362	Chr9	15984255	15989534	Zm00001d045192	Chr9	15720802	15728927	Zm00001eb375490	chr9	17603750	17611545									
LOC100381687	31.54		GRMZM2G005209	Chr9	15997604	16000902	Zm00001d045193	Chr9	15736908	15740322	Zm00001eb375500	chr9	17619423	17622969									
wak51	31.56		GRMZM5G865595	Chr9	15622771	15624086	Zm00001d045185	Chr9	15355255	15356578	Zm00001eb375440	chr9	17236123	17238886									
uaz237a(prc)	31.60		GRMZM2G005080	Chr9	16001659	16002927	Zm00001d045194	Chr9	15741242	15741994	Zm00001eb375510	chr9	17623607	17624869									
cl499_1b	31.62		GRMZM2G030144	Chr9	16040794	16050905	Zm00001d045195	Chr9	15778735	15788930	Zm00001eb375520	chr9	17661248	17671554									
pco099315ae	31.64		GRMZM2G099355	Chr9	16114496	16124685	Zm00001d045199	Chr9	15852784	15862971	Zm00001eb375530	chr9	17735381	17745496									
iaa41	32.00		GRMZM2G001799	Chr9	16255609	16257497	Zm00001d045203	Chr9	15993040	15994740	Zm00001eb375570	chr9	17875099	17877655									
ereb122	32.10		GRMZM2G301860	Chr9	16258284	16259458	Zm00001d045204	Chr9	15996069	15996644	Zm00001eb375580	chr9	17878188	17879465									
fbxl1	32.60		GRMZM6G331380	Chr9	16292189	16292517	Zm00001d045205	Chr9	16041474	16043191	Zm00001eb375600	chr9	17924115	17934180									
omt2	32.78		GRMZM2G099363	Chr9	16325170	16327546	Zm00001d045206	Chr9	16076158	16081626	Zm00001eb375610	chr9	17958934	17960272									
rlk1	32.79		GRMZM2G099324	Chr9	16329195	16331954	Zm00001d045207	Chr9	16080083	16082452	Zm00001eb375620	chr9	17962512	17965678									
pipf1	32.79		GRMZM2G440198	Chr9	16333284	16334382	Zm00001d045208	Chr9	16083372	16084520													
cl4939_2	32.80						Zm00001d045209	Chr9	16085535	16085897	Zm00001eb375630	chr9	17968172	17968534									
LOC100285450	32.82		GRMZM2G074611	Chr9	16438526	16439622	Zm00001d045210	Chr9	16189893	16190775	Zm00001eb375640	chr9	18070460	18073413									
cchh147	32.83		GRMZM2G338056	Chr9	16485675	16486237	Zm00001d045211	Chr9	16236574	16237110	Zm00001eb375650	chr9	18119258	18119794									
bhlh125	32.85		GRMZM2G017349	Chr9	16492659	16496592	Zm00001d045212	Chr9	16243543	16247283	Zm00001eb375660	chr9	18125829	18130251									
GRMZM2G016930	32.87		GRMZM2G016930	Chr9	16498855	16504893	Zm00001d045213	Chr9	16249802	16255187	Zm00001eb375670	chr9	18132306	18138612									
pial1	32.89		GRMZM2G075582	Chr9	16661107	16682704	Zm00001d045215	Chr9	16402965	16423791	Zm00001eb375680	chr9	18285645	18309002									
sbt51	32.98		GRMZM2G529313	Chr9	16689512	16700900	Zm00001d045217	Chr9	16432976	16444587	Zm00001eb375700	chr9	18315507	18327286									
pdi5	33.00		GRMZM2G014076	Chr9	16724287	16729342	Zm00001d045218	Chr9	16468794	16473687	Zm00001eb375710	chr9	18351084	18355903									
pin12  	33.40		GRMZM2G160496	Chr9	16732113	16734511	Zm00001d045219	Chr9	16477975	16480410	Zm00001eb375720	chr9	18360531	18363207									
ccp37	33.42		GRMZM2G160447	Chr9	16743877	16746162	Zm00001d045221	Chr9	16490710	16492075	Zm00001eb375740	chr9	18373164	18374761									
ccp13	33.44		GRMZM2G460950	Chr9	16780574	16781594	Zm00001d045226	Chr9	16526592	16527612	Zm00001eb375750	chr9	18409307	18409803									
mads61	33.45		GRMZM2G531231	Chr9	16806164	16814207	Zm00001d045227	Chr9	16552677	16554919	Zm00001eb375760	chr9	18435112	18440472									
LOC118473279	33.96										Zm00001eb375790	chr9	18468942	18470417									
ccp12	34.00		GRMZM2G060090	Chr9	16820456	16856678					Zm00001eb375810	chr9	18494100	18495575									
pub31	34.02		GRMZM2G079284	Chr9	16909906	16910965	Zm00001d045230	Chr9	16630745	16636380	Zm00001eb375820	chr9	18538642	18544276									
zmm3	34.20		AC197699.3_FG001	Chr9	17021226	17024054	Zm00001d045231	Chr9	16728211	16735080	Zm00001eb375830	chr9	18635800	18643092									
fht14	34.23		AC197699.3_FG003	Chr9	17003556	17007789	Zm00001d045233	Chr9	16743641	16749848	Zm00001eb375840	chr9	18647682	18657775									
ccd10	34.23		AC197699.3_FG002	Chr9	17009540	17013430	Zm00001d045232	Chr9	16742278	16746086	Zm00001eb375850	chr9	18650181	18658040									
nrt19	34.27						Zm00001d045236	Chr9	16754568	16755436	Zm00001eb375870	chr9	18662305	18662955									
ccp38	34.75		GRMZM2G060090	Chr9	16820456	16856678	Zm00001d045228	Chr9	16561101	16562318	Zm00001eb375770	chr9	18443732	18445207									
Zm00001d045247	34.84		GRMZM2G149130	Chr9	17238944	17240948	Zm00001d045247	Chr9	16978801	16980805	Zm00001eb376010	chr9	18886725	18888714									
acx1	34.86		GRMZM5G864319	Chr9	17322355	17328641	Zm00001d045251	Chr9	17054118	17060422	Zm00001eb376020	chr9	18962006	18968292									
ufgt3	34.90		GRMZM2G063550	Chr9	17404371	17406567	Zm00001d045254	Chr9	17152491	17154297	Zm00001eb376040	chr9	19060329	19062254									
LOC100278185	34.94		GRMZM2G077964	Chr9	17446304	17453090	Zm00001d045256	Chr9	17203369	17209775	Zm00001eb376060	chr9	19117164	19117767									
mbd125	34.96		GRMZM2G090163	Chr7	7792295	7795887																	
zb8	35.00																						
T8-9(4453)(9)	35.00																						
ss1	35.00		GRMZM2G129451	Chr9	17640522	17651342	Zm00001d045261	Chr9	17401822	17412594	Zm00001eb376100	chr9	19309352	19320805									
ereb175	35.10		GRMZM2G429378	Chr9	17655509	17656456	Zm00001d045262	Chr9	17416763	17417710	Zm00001eb376110	chr9	19324629	19325718									
pco144884(661)	35.20		GRMZM2G071249	Chr9	17669887	17679026	Zm00001d045263	Chr9	17431232	17435429	Zm00001eb376120	chr9	19339094	19343364									
LOC100273960	35.22		GRMZM2G071249	Chr9	17669887	17679026	Zm00001d045264	Chr9	17435761	17437686	Zm00001eb376130	chr9	19343656	19347607									
LOC103638044	35.28		GRMZM2G130079	Chr9	17731053	17732110	Zm00001d045268	Chr9	17495380	17496111	Zm00001eb376150	chr9	19403190	19403985									
mrpa3	35.30		GRMZM2G111903	Chr9	17746515	17758407	Zm00001d045269	Chr9	17510977	17523858	Zm00001eb376160	chr9	19419057	19431789									
Zm00001eb376230	35.44										Zm00001eb376230	chr9	19519335	19522940									
glx4	35.50		GRMZM2G464295	Chr9	17881405	17884808	Zm00001d045348	Chr9	19266454	19278670	Zm00001eb376290	chr9	19597143	19597748									
pco138572	35.60		GRMZM2G020418	Chr9	17886818	17887975	Zm00001d045274	Chr9	17733993	17738928	Zm00001eb376330	chr9	19638320	19655478									
LOC103638046	35.62		GRMZM2G178558	Chr9	17831363	17834758	Zm00001d045276	Chr9	17745559	17748779	Zm00001eb376350	chr9	19648672	19651345									
bnlg244	35.65																						
cl549_1b	35.88		GRMZM5G893649	Chr9	18102979	18105523	Zm00001d045282	Chr9	17930725	17933275	Zm00001eb376390	chr9	19833628	19836367									
wrky118	35.90		GRMZM2G003551	Chr9	18108182	18111635	Zm00001d045283	Chr9	17935946	17939379	Zm00001eb376400	chr9	19838473	19842846									
cl8784_1e	35.92		GRMZM5G885592	Chr9	18164503	18181193	Zm00001d045288	Chr9	18011858	18027409	Zm00001eb376440	chr9	19917446	19918261									
cl6331_1f	35.93		GRMZM5G899123	Chr9	18216071	18228480	Zm00001d045293	Chr9	18062257	18076281	Zm00001eb376470	chr9	19978278	19979384									
LOC109942479	35.93		AC231745.1_FG006	Chr9	18198618	18200949	Zm00001d045291	Chr9	18043526	18047162	Zm00001eb376460	chr9	19949951	19950272									
IDP7833	35.94		AC231745.1_FG004	Chr9	18244858	18253253	Zm00001d045294	Chr9	18086090	18093029	Zm00001eb376480	chr9	19989105	19996549									
lacs5	35.96		GRMZM5G812228	Chr9	18314318	18321033	Zm00001d045295	Chr9	18154086	18160890	Zm00001eb376490	chr9	20057118	20064158									
hvp1	36.00		GRMZM5G852396	Chr9	18325419	18326021	Zm00001d045296	Chr9	18165498	18165851	Zm00001eb376510	chr9	20068328	20069154									
IDP4038	36.04		AC231745.1_FG003	Chr9	18336570	18338490	Zm00001d045298	Chr9	18176230	18178556	Zm00001eb376530	chr9	20079355	20081807									
vq46	36.40		GRMZM5G800535	Chr9	18541200	18541663	Zm00001d045299	Chr9	18337358	18337821	Zm00001eb376540	chr9	20240498	20240961									
Zm00001d045300	36.44						Zm00001d045300	Chr9	18401809	18402272	Zm00001eb376560	chr9	20304950	20305413									
znod1	36.80		GRMZM2G052562	Chr9	18630211	18632350	Zm00001d045302	Chr9	18529345	18531201	Zm00001eb376570	chr9	20432209	20434996									
bnlg1401	36.88																						
LOC109942418	36.98		GRMZM2G352601	Chr9	18619896	18620310	Zm00001d045304	Chr9	18541171	18542857	Zm00001eb376590	chr9	20444149	20446107									
pco131654	37.00						Zm00001d045305	Chr9	18542864	18546468	Zm00001eb376600	chr9	20445936	20450128									
mmp77	38.25		GRMZM2G105909	Chr9	18787927	18792127	Zm00001d045309	Chr9	18678409	18682507	Zm00001eb376630	chr9	20581735	20585861									
mpk2	38.30		GRMZM2G020216	Chr9	18879527	18885415	Zm00001d045310	Chr9	18782254	18788548	Zm00001eb376640	chr9	20685730	20691972									
Zm00001d045313	38.98		GRMZM2G405203	Chr9	18894557	18897788	Zm00001d045313	Chr9	18798784	18800901	Zm00001eb376660	chr9	20701198	20704533									
pza01272	39.00		GRMZM2G102596	Chr9	18903400	18906316	Zm00001d045315	Chr9	18806523	18809336	Zm00001eb376670	chr9	20704522	20712771									
l7	40.00																						
les8	40.00																						
v31	41.00																						
dhn2	41.00		GRMZM2G098750	Chr9	19026221	19027674	Zm00001d045321	Chr9	18926278	18927731	Zm00001eb376710	chr9	20829686	20831292									
pco067561b	41.00		GRMZM2G028552	Chr9	19028321	19032710	Zm00001d045322	Chr9	18928371	18933635	Zm00001eb376720	chr9	20831910	20837110									
dbb11	41.01		GRMZM2G028594	Chr9	19034863	19041148	Zm00001d045323	Chr9	18935792	18946869	Zm00001eb376730	chr9	20839309	20845781									
prf5	41.02		GRMZM5G877388	Chr9	19041804	19045538	Zm00001d045323	Chr9	18935792	18946869	Zm00001eb376740	chr9	20846686	20850490									
LOC100383730	41.04		GRMZM5G863550	Chr9	19048642	19056463	Zm00001d045324	Chr9	18949945	18957824	Zm00001eb376750	chr9	20853035	20861375									
pfk17	41.18		GRMZM2G443985	Chr9	19161826	19170955	Zm00001d045326	Chr9	19060453	19065712	Zm00001eb376780	chr9	20963923	20969251									
cys5	41.20		GRMZM2G443985	Chr9	19161826	19170955	Zm00001d045327	Chr9	19066419	19069385	Zm00001eb376790	chr9	20969937	20973027									
hug1	41.21		GRMZM2G103179	Chr9	19245738	19251666	Zm00001d045336	Chr9	19144565	19150503	Zm00001eb376850	chr9	21048095	21054027									
Zm00001d045335	41.21		GRMZM2G403151	Chr9	19238355	19245346	Zm00001d045335	Chr9	19137275	19144359	Zm00001eb376840	chr9	21039872	21045940									
IDP5912	41.22		GRMZM2G005522	Chr9	19293744	19295846	Zm00001d045338	Chr9	19192449	19193828	Zm00001eb376860	chr9	21095830	21097630									
si707083a08	41.23		GRMZM2G005461	Chr9	19296289	19297217	Zm00001d045339	Chr9	19196275	19199044	Zm00001eb376880	chr9	21099772	21102568									
cys6	41.24		GRMZM2G104269	Chr9	19331120	19333885	Zm00001d045340	Chr9	19216311	19218442	Zm00001eb376890	chr9	21119954	21121937									
cys7	41.26		GRMZM2G104237	Chr9	19336337	19340139	Zm00001d045341	Chr9	19221043	19224030	Zm00001eb376900	chr9	21124514	21127951									
LOC100279050	41.27						Zm00001d045342	Chr9	19222128	19227375	Zm00001eb376910	chr9	21127836	21130893									
cys3	41.28						Zm00001d045344	Chr9	19252513	19254098	Zm00001eb376930	chr9	21156037	21168630									
cys8	41.30						Zm00001d045347	Chr9	19263486	19265122	Zm00001eb376930	chr9	21156037	21168630									
cys4	41.40		GRMZM2G003289	Chr9	19364082	19366786	Zm00001d045350	Chr9	19284778	19286313	Zm00001eb376930	chr9	21156037	21168630									
cl34718_1	41.41						Zm00001d045351	Chr9	19286739	19288918	Zm00001eb376970	chr9	21188308	21192571									
nfa101a	41.42		GRMZM2G140051	Chr9	19400367	19404521	Zm00001d045352	Chr9	19291300	19295423	Zm00001eb376980	chr9	21194827	21198952									
pco136657	41.48		GRMZM2G061277	Chr9	19612450	19616518	Zm00001d045358	Chr9	19517757	19531682	Zm00001eb377040	chr9	21425624	21435126									
mkk2	41.50		GRMZM2G400470	Chr9	19617098	19621190	Zm00001d045359	Chr9	19532789	19536828	Zm00001eb377050	chr9	21436018	21440588									
Zm00001d045361	41.54		GRMZM2G094510	Chr9	19666684	19667362	Zm00001d045361	Chr9	19593649	19594014	Zm00001eb377070	chr9	21497077	21497896									
Zm00001d045372	41.86		GRMZM2G050971	Chr9	19928376	19931784	Zm00001d045372	Chr9	19992938	19996300	Zm00001eb377130	chr9	21772461	21775833									
pco095664	41.88		GRMZM2G051059	Chr9	19933043	19937043	Zm00001d045373	Chr9	19997595	20001594	Zm00001eb377150	chr9	21777076	21781133									
wrky39	41.90		AC193630.3_FG003	Chr9	19940858	19942697	Zm00001d045375	Chr9	20006174	20007083	Zm00001eb377160	chr9	21780973	21787760									
ereb33	41.92		GRMZM2G073982	Chr9	20121733	20123748	Zm00001d045378	Chr9	20099934	20101949	Zm00001eb377180	chr9	21935756	21937817									
mgs3	41.93		GRMZM2G323418	Chr9	20163896	20165966	Zm00001d000216	B73V4_ctg129	204285	205601	Zm00001eb377200	chr9	21995137	21996747									
LOC103638092	41.94		GRMZM2G028928	Chr9	20236213	20243502	Zm00001d000213	B73V4_ctg129	120508	127694	Zm00001eb377210	chr9	22073218	22080492									
sfp5	41.95		GRMZM2G444801	Chr9	20343120	20348157	Zm00001d000204	B73V4_ctg129	15011	19789	Zm00001eb377260	chr9	22180911	22186039									
hb145	41.95		GRMZM2G106683	Chr9	20313403	20321177	Zm00001d000205	B73V4_ctg129	44771	52582	Zm00001eb377250	chr9	22148333	22156167									
LOC103638093	41.95						Zm00001d000209	B73V4_ctg129	57550	60005	Zm00001eb377240	chr9	22141416	22143367									
xrcc1	41.97		GRMZM2G146490	Chr9	20440848	20447774	Zm00001d045381	Chr9	20209972	20216897	Zm00001eb377280	chr9	22280873	22287798									
LOC100191198	41.99		GRMZM2G173693	Chr9	20461057	20465142	Zm00001d045382	Chr9	20230899	20234937	Zm00001eb377290	chr9	22301714	22305830									
lo2	42.00																						
T7-9(4363)(9)	42.00																						
dxs3	42.00		GRMZM2G173641	Chr9	20471360	20476373	Zm00001d045383	Chr9	20241125	20246184	Zm00001eb377300	chr9	22312047	22317106									
sod16	42.02		GRMZM2G173628	Chr9	20476641	20478819	Zm00001d045384	Chr9	20246525	20250932	Zm00001eb377310	chr9	22317536	22319277									
Zm00001d045385	42.04		GRMZM2G173615	Chr9	20480161	20481178	Zm00001d045385	Chr9	20249988	20250656													
umc2019b	42.40		GRMZM2G173579	Chr9	20482975	20486854	Zm00001d045386	Chr9	20254761	20257061	Zm00001eb377330	chr9	22323579	22328071									
fat2	42.50		GRMZM5G829544	Chr9	20595102	20599326	Zm00001d045387	Chr9	20378245	20382973	Zm00001eb377350	chr9	22449263	22453994									
bub3	42.55		GRMZM5G899300	Chr9	20608590	20614721	Zm00001d045389	Chr9	20391918	20402487	Zm00001eb377380	chr9	22462910	22473472									
IDP7329	42.57						Zm00001d045390	Chr9	20402633	20404124	Zm00001eb377390	chr9	22473890	22474944									
LOC109939243	42.59		GRMZM2G147399	Chr9	20677133	20678372	Zm00001d045391	Chr9	20447064	20448408	Zm00001eb377400	chr9	22517820	22519213									
umc1698	42.60		GRMZM2G131421	Chr9	20705211	20706472	Zm00001d045392	Chr9	20480509	20481751	Zm00001eb377410	chr9	22551539	22552926									
nudx31	42.78		GRMZM2G404897	Chr9	20747007	20757689	Zm00001d045394	Chr9	20529059	20532218	Zm00001eb377430	chr9	22600231	22603437									
stp21	42.80		GRMZM2G404965	Chr9	20758340	20760407	Zm00001d045395	Chr9	20532612	20535038	Zm00001eb377440	chr9	22604110	22606260									
pub76	42.98		GRMZM2G433433	Chr9	20836070	20837779	Zm00001d045397	Chr9	20623494	20630674	Zm00001eb377470	chr9	22676877	22684446									
hb77	43.00		GRMZM2G134260	Chr9	20839231	20841005	Zm00001d045398	Chr9	20631978	20633771	Zm00001eb377480	chr9	22685840	22687613									
hb4	43.40		GRMZM2G106276	Chr9	20880508	20881839	Zm00001d045400	Chr9	20678179	20679403	Zm00001eb377500	chr9	22731992	22733558									
Zm00001d045408	43.45		GRMZM2G325939	Chr9	21137335	21140540	Zm00001d045408	Chr9	20934388	20935797	Zm00001eb377610	chr9	22988685	22989764									
GRMZM2G114098	44.50		GRMZM2G114098	Chr9	21591970	21597213	Zm00001d045417	Chr9	21411105	21416341	Zm00001eb377750	chr9	23442031	23447450									
msr3	44.70		GRMZM2G376918	Chr9	21688540	21693347	Zm00001d045418	Chr9	21506796	21511508	Zm00001eb377760	chr9	23540372	23542304									
cl10614_1b	45.00		GRMZM2G115156	Chr9	21725714	21732320	Zm00001d045421	Chr9	21566261	21572815	Zm00001eb377790	chr9	23597127	23603744									
saur72	45.04		GRMZM2G144421	Chr9	21822147	21823304	Zm00001d045423	Chr9	21633058	21633435	Zm00001eb377810	chr9	23663399	23664517									
arm50	45.98		GRMZM2G447455	Chr9	21886129	21901757	Zm00001d045425	Chr9	21679274	21695076	Zm00001eb377830	chr9	23710019	23726110									
baf1	46.00		GRMZM2G072274	Chr9	21976903	21978472	Zm00001d045427	Chr9	21786350	21787375	Zm00001eb377840	chr9	23817132	23818658									
AY105451	46.30		GRMZM2G148106	Chr9	22066396	22069582	Zm00001d045430	Chr9	21877799	21880928	Zm00001eb377860	chr9	23908730	23911916									
eno1	46.40		GRMZM2G064302	Chr9	22112240	22116928	Zm00001d045431	Chr9	21923413	21927989	Zm00001eb377870	chr9	23954465	23959087									
Zm00001eb377890	46.44		GRMZM5G891698	Chr9	22174424	22175473	Zm00001d045433	Chr9	21985593	21989322	Zm00001eb377890	chr9	24018052	24019569									
rps22a	46.68		GRMZM2G092296	Chr9	22666627	22668837	Zm00001d045448	Chr9	22516151	22518341	Zm00001eb378000	chr9	24535506	24537679									
umc2213	46.70		GRMZM5G830776	Chr9	22246072	22261846	Zm00001d045434	Chr9	22058783	22075336	Zm00001eb377900	chr9	24089663	24106381									
LOC100272330	46.84		GRMZM2G097313	Chr9	22489480	22493454	Zm00001d045445	Chr9	22317370	22321410	Zm00001eb377970	chr9	24348401	24352446									
ofp45	46.98		GRMZM5G847362	Chr9	22685607	22687081	Zm00001d045449	Chr9	22536034	22536339	Zm00001eb378010	chr9	24555390	24555893									
TB-9Sb(9)	47.00																						
eps1	47.00		GRMZM5G877500	Chr9	22689315	22692638	Zm00001d045450	Chr9	22538569	22542325	Zm00001eb378020	chr9	24558170	24561990									
tk1	47.02		GRMZM2G033208	Chr9	22790749	22795294	Zm00001d045451	Chr9	22640913	22645485	Zm00001eb378030	chr9	24660219	24664894									
