MaizeGDB: Details of Map Genetic 4
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Sequence
LOC103652750	20.11		GRMZM2G333774	Chr4	4497335	4497538					Zm00001d048774	Chr4	5284037	5285944	Zm00001eb166230	chr4	5528494	5530489																																																																									
Zm00001eb166250	20.11		GRMZM2G157057	Chr4	4605569	4607334					Zm00001d048776	Chr4	5380779	5382734	Zm00001eb166250	chr4	5624713	5627201																																																																									
Zm00001eb166210	20.11		GRMZM2G039580	Chr4	4483104	4484980					Zm00001d048771	Chr4	5258510	5260332	Zm00001eb166210	chr4	5502820	5505618																																																																									
Zm00001d048775	20.11		GRMZM5G862325	Chr4	4553312	4555170					Zm00001d048775	Chr4	5328661	5330696	Zm00001eb166240	chr4	5573009	5575682																																																																									
pco072771b	20.12		GRMZM5G831822	Chr4	4717493	4717867					Zm00001d048783	Chr4	5479500	5501595	Zm00001eb166340	chr4	5731200	5735711																																																																									
si614048f03b	20.12		GRMZM2G477113	Chr4	4724912	4727358					Zm00001d048784	Chr4	5509605	5511675	Zm00001eb166380	chr4	5753412	5756020																																																																									
LOC109945992	20.12		GRMZM5G891430	Chr4	4711520	4715552					Zm00001d048783	Chr4	5479500	5501595	Zm00001eb166320	chr4	5723699	5726131																																																																									
tubtf17	20.12		GRMZM2G089830	Chr4	4710562	4711362					Zm00001d048782	Chr4	5476678	5478607	Zm00001eb166300	chr4	5722066	5722866																																																																									
cl1019_1	20.13		GRMZM5G845021	Chr4	4740446	4742408					Zm00001d048785	Chr4	5524278	5526586	Zm00001eb166390	chr4	5769119	5771070																																																																									
bhlh38	20.14		GRMZM2G165188	Chr4	4752932	4754547					Zm00001d048786	Chr4	5537283	5538661	Zm00001eb166400	chr4	5781658	5783504																																																																									
GRMZM2G583593	20.14		GRMZM2G583593	Chr4	4752558	4752648																																																																																					
IDP483	20.15		GRMZM2G165208	Chr4	4758093	4759848					Zm00001d048787	Chr4	5542752	5544025																																																																													
cl5155_1	20.16		GRMZM2G165325	Chr4	4790782	4792150					Zm00001d048789	Chr4	5575118	5576450	Zm00001eb166410	chr4	5819215	5821030																																																																									
IDP4349	20.20										Zm00001d048792	Chr4	5628003	5632214	Zm00001eb166430	chr4	5874614	5885172																																																																									
psp1	20.22		GRMZM2G165383	Chr4	4855859	4860243					Zm00001d048794	Chr4	5640579	5644397	Zm00001eb166440	chr4	5884981	5888963																																																																									
pco142893	20.25		GRMZM2G165461	Chr4	4865881	4866960					Zm00001d048795	Chr4	5650242	5651052	Zm00001eb166450	chr4	5894733	5895568																																																																									
hipp34	20.80		GRMZM2G123996	Chr4	4912148	4914530					Zm00001d048799	Chr4	5692115	5694484	Zm00001eb166490	chr4	5936402	5938984																																																																									
Zm00001eb166520	20.86		GRMZM2G058340	Chr4	4992643	4997690					Zm00001d048800	Chr4	5743698	5747832	Zm00001eb166520	chr4	5991734	5992330																																																																									
umc1757	20.90		GRMZM5G877647	Chr4	5006417	5007575					Zm00001d048801	Chr4	5759011	5759400	Zm00001eb166540	chr4	6003288	6004588																																																																									
IDP3934	20.91		GRMZM2G058447	Chr4	5010887	5011985					Zm00001d048802	Chr4	5763281	5770165	Zm00001eb166550	chr4	6007762	6014667																																																																									
php20725a	20.93		GRMZM2G076435	Chr4	5044212	5046753					Zm00001d048804	Chr4	5796759	5799180	Zm00001eb166570	chr4	6035873	6043236																																																																									
az22z5	20.94		GRMZM2G088365	Chr4	5083079	5084155					Zm00001d048806	Chr4	5835517	5836317																																																																													
z1C1	20.94		GRMZM2G088273	Chr4	5079765	5080833									Zm00001eb166580	chr4	6076680	6077672																																																																									
Zm00001eb166590	20.94		GRMZM2G088441	Chr4	5094105	5094990					Zm00001d048807	Chr4	5846538	5847338	Zm00001eb166590	chr4	6091088	6091703																																																																									
LOC103652766	20.94		GRMZM2G388461	Chr4	5098147	5099103					Zm00001d048808	Chr4	5850648	5851046																																																																													
si614082c04a	20.95																																																																																										
az22z3	20.95		GRMZM2G044625	Chr4	5122439	5123472					Zm00001d048809	Chr4	5874886	5875686	Zm00001eb166600	chr4	6119406	6139139																																																																									
LOC103652768	20.95		GRMZM2G045387	Chr4	5127627	5128657					Zm00001d048810	Chr4	5880093	5880632	Zm00001eb166600	chr4	6119406	6139139																																																																									
LOC103652767	20.95		GRMZM2G346895	Chr4	5141270	5142076					Zm00001d048811	Chr4	5893639	5894445	Zm00001eb166600	chr4	6119406	6139139																																																																									
az22z4	20.96		GRMZM2G346897	Chr4	5145291	5146364					Zm00001d048812	Chr4	5897751	5898554	Zm00001eb166610	chr4	6142268	6143494																																																																									
P06679	20.97		GRMZM2G044152	Chr4	5157899	5159215					Zm00001d048813	Chr4	5909078	5909878	Zm00001eb166620	chr4	6153606	6154821																																																																									
abi60	20.98										Zm00001d048815	Chr4	5918117	5918815	Zm00001eb166640	chr4	6162714	6163412																																																																									
LOC103652771	20.98		GRMZM2G044104	Chr4	5154347	5155431					Zm00001d048814	Chr4	5912544	5913628	Zm00001eb166630	chr4	6157141	6158213																																																																									
Zm00001eb166650	20.99										Zm00001d048816	Chr4	5927153	5927953	Zm00001eb166650	chr4	6171666	6172835																																																																									
zpl1e	21.00																																																																																										
zp3	21.00		GRMZM2G160739	Chr4	5171933	5177135					Zm00001d048817	Chr4	5939853	5940653	Zm00001eb166660	chr4	6184377	6185368																																																																									
LOC100037758	21.02		GRMZM2G160739	Chr4	5171933	5177135					Zm00001d048818	Chr4	5943970	5944767	Zm00001eb166670	chr4	6188501	6189500																																																																									
LOC100281925	21.04		GRMZM2G161169	Chr4	5201672	5204080					Zm00001d048819	Chr4	5969504	5971918	Zm00001eb166680	chr4	6214016	6216534																																																																									
Zm00001d048822	21.96		GRMZM2G122873	Chr4	5241731	5244116					Zm00001d048822	Chr4	6009751	6012530	Zm00001eb166690	chr4	6254488	6257123																																																																									
tst4	21.98		GRMZM2G122869	Chr4	5244889	5249008					Zm00001d048823	Chr4	6012941	6019888	Zm00001eb166700	chr4	6257803	6264933																																																																									
TIDP2802	22.00		GRMZM5G835213	Chr4	5253223	5261670					Zm00001d048824	Chr4	6021398	6029788	Zm00001eb166710	chr4	6266105	6274355																																																																									
pco105901	23.00		GRMZM5G833660	Chr4	5264929	5267263					Zm00001d048825	Chr4	6033089	6035517																																																																													
sos1	24.00																																																																																										
si606071d07	24.00		GRMZM5G853191	Chr4	5310938	5311278					Zm00001d048831	Chr4	6084918	6088964	Zm00001eb166760	chr4	6330182	6333177																																																																									
IDP4086	24.02		GRMZM2G453672	Chr4	5371944	5375255					Zm00001d048832	Chr4	6126471	6129770	Zm00001eb166770	chr4	6370793	6374738																																																																									
zpl1f	25.00																																																																																										
gif2	25.00		GRMZM2G154169	Chr4	5380348	5385430					Zm00001d048833	Chr4	6134868	6138876	Zm00001eb166790	chr4	6379494	6383504																																																																									
umc2150	25.10		GRMZM2G453684	Chr4	5384013	5387754					Zm00001d048834	Chr4	6138916	6142254	Zm00001eb166800	chr4	6383467	6386904																																																																									
Zm00001eb166810	25.12		GRMZM2G154366	Chr4	5388431	5395746					Zm00001d048835	Chr4	6142931	6150296	Zm00001eb166810	chr4	6387574	6396591																																																																									
cki8	25.20		GRMZM2G154414	Chr4	5410267	5411691					Zm00001d048837	Chr4	6173083	6174482	Zm00001eb166830	chr4	6418311	6419217																																																																									
cl8264_2a	25.24		GRMZM2G154442	Chr4	5441547	5443977					Zm00001d048839	Chr4	6204800	6207117	Zm00001eb166840	chr4	6449504	6451747																																																																									
fea5	25.28		GRMZM2G154523	Chr4	5460337	5462342					Zm00001d048841	Chr4	6223611	6225506	Zm00001eb166850	chr4	6468246	6470220																																																																									
umc1943	25.28																																																																																										
mab9	25.28		GRMZM2G574887	Chr4	5470074	5471217					Zm00001d048843	Chr4	6233384	6234460	Zm00001eb166870	chr4	6477957	6479326																																																																									
zpl2a	25.30		GRMZM2G404459	Chr4	5521259	5523302					Zm00001d048847	Chr4	6292792	6293595	Zm00001eb166940	chr4	6537370	6538412																																																																									
z1A-3	25.40		GRMZM2G059620	Chr4	5548772	5561370					Zm00001d048848	Chr4	6333303	6334007	Zm00001eb166950	chr4	6577881	6599682																																																																									
uaz129	26.00		GRMZM2G059620	Chr4	5548772	5561370					Zm00001d048849	Chr4	6345101	6345805	Zm00001eb166950	chr4	6577881	6599682																																																																									
fl4	26.00		GRMZM2G353272	Chr4	5539880	5541152					Zm00001d048851	Chr4	6353980	6354684	Zm00001eb166950	chr4	6577881	6599682																																																																									
LOC100533150	26.00		GRMZM2G053120	Chr4	5544525	5545663					Zm00001d048850	Chr4	6349540	6350244	Zm00001eb166950	chr4	6577881	6599682																																																																									
P02859	26.02		GRMZM2G353268	Chr4	5535743	5536690					Zm00001d048852	Chr4	6358442	6359146	Zm00001eb166960	chr4	6603018	6604096																																																																									
LOC103655051	26.04		GRMZM2G018193	Chr4	5594840	5595805																																																																																					
ser2	26.10		GRMZM2G169160	Chr4	5670956	5682556					Zm00001d048856	Chr4	6442970	6454443	Zm00001eb166980	chr4	6687423	6699106																																																																									
LOC100192088	26.12		GRMZM2G011364	Chr4	5707710	5712354					Zm00001d048857	Chr4	6480130	6484794	Zm00001eb166990	chr4	6724635	6729492																																																																									
cyp49	26.22		GRMZM2G122477	Chr4	5846305	5848136					Zm00001d048864	Chr4	6626454	6627678	Zm00001eb167050	chr4	6871498	6872319																																																																									
Zm00001d048865	26.24		GRMZM2G122498	Chr4	5886831	5888711					Zm00001d048865	Chr4	6682746	6684566	Zm00001eb167060	chr4	6911221	6913147																																																																									
tps33	26.28		GRMZM2G445854	Chr4	5960251	5964861					Zm00001d048867	Chr4	6754451	6757643																																																																													
grf28	26.30		GRMZM2G145213	Chr4	5967057	5972575					Zm00001d048868	Chr4	6760654	6765415	Zm00001eb167080	chr4	6988286	6993951																																																																									
Zm00001eb167090	26.32		GRMZM2G166203	Chr4	5984350	5985726					Zm00001d048870	Chr4	6777461	6778828	Zm00001eb167090	chr4	7005791	7007517																																																																									
cpps4	26.50		AC218998.2_FG011	Chr4	6018555	6022307					Zm00001d048874	Chr4	6825874	6829872	Zm00001eb167120	chr4	7054264	7059063																																																																									
jac3	26.54		AC218998.2_FG007	Chr4	6074772	6078633					Zm00001d048876	Chr4	6865551	6879836	Zm00001eb167140	chr4	7094085	7108431																																																																									
LOC100280511	26.56		GRMZM5G867798	Chr4	6103394	6110202					Zm00001d048877	Chr4	6904359	6911302	Zm00001eb167150	chr4	7132852	7140339																																																																									
Zm00001d048886	26.94		AC212755.4_FG002	Chr4	6238138	6238800					Zm00001d048886	Chr4	7042659	7043321	Zm00001eb167190	chr4	7271048	7271970																																																																									
ppr219	26.98		GRMZM2G095924	Chr4	6373621	6375964					Zm00001d048888	Chr4	7174770	7176872	Zm00001eb167210	chr4	7403102	7405494																																																																									
lbd22	27.00		GRMZM2G095982	Chr4	6391031	6392616					Zm00001d048889	Chr4	7192147	7193388	Zm00001eb167220	chr4	7420567	7422195																																																																									
cle7	27.00		GRMZM2G372364	Chr4	7570324	7571104																																																																																					
acx3	27.45		GRMZM2G099666	Chr4	6408533	6413612					Zm00001d048890	Chr4	7209473	7214489	Zm00001eb167230	chr4	7438059	7443129																																																																									
nrg8	27.47		GRMZM2G099583	Chr4	6413519	6419448					Zm00001d048891	Chr4	7214533	7220415	Zm00001eb167240	chr4	7443251	7449070																																																																									
umc2636	27.50										Zm00001d048892	Chr4	7220930	7224183	Zm00001eb167250	chr4	7449467	7452768																																																																									
mads25	28.00		GRMZM2G099408	Chr4	6442913	6443786					Zm00001d048894	Chr4	7243833	7244576	Zm00001eb167270	chr4	7472418	7473161																																																																									
fbk2	28.04		GRMZM2G092101	Chr4	6536212	6539856					Zm00001d048898	Chr4	7335645	7336952	Zm00001eb167290	chr4	7563701	7567431																																																																									
bhlh187	28.10		GRMZM2G133675	Chr4	6601618	6606573					Zm00001d048901	Chr4	7400913	7405887	Zm00001eb167310	chr4	7629354	7634479																																																																									
IDP85	28.11		GRMZM2G133756	Chr4	6607258	6615309					Zm00001d048902	Chr4	7406497	7414671	Zm00001eb167320	chr4	7635020	7643244																																																																									
chn27	28.25		GRMZM2G133781	Chr4	6629624	6631469					Zm00001d048903	Chr4	7429245	7430150	Zm00001eb167340	chr4	7657537	7658988																																																																									
pmi2	28.38		GRMZM2G456471	Chr4	6856951	6862740					Zm00001d048907	Chr4	7659035	7664153	Zm00001eb167360	chr4	7872387	7878174																																																																									
GRMZM2G157241	28.40		GRMZM2G157241	Chr4	7012345	7013228					Zm00001d048913	Chr4	7813587	7814192	Zm00001eb167410	chr4	8027347	8028311																																																																									
GRMZM2G157247	28.50		GRMZM2G157247	Chr4	7020204	7022982					Zm00001d048914	Chr4	7821533	7824209	Zm00001eb167430	chr4	8035299	8038137																																																																									
gpm549	28.60		GRMZM2G132162	Chr4	7176902	7177549					Zm00001d048920	Chr4	7985199	7985836	Zm00001eb167480	chr4	8199122	8199769																																																																									
Zm00001d048923	28.62		GRMZM2G403652	Chr4	7256112	7261065					Zm00001d048923	Chr4	8097437	8102524	Zm00001eb167510	chr4	8311373	8316600																																																																									
umc2742	28.63		GRMZM2G403636	Chr4	7265355	7269838					Zm00001d048924	Chr4	8107106	8111257	Zm00001eb167520	chr4	8320790	8325151																																																																									
si605010h05b	28.64		GRMZM2G426415	Chr4	7316321	7318702					Zm00001d048925	Chr4	8119414	8120922	Zm00001eb167530	chr4	8333244	8335422																																																																									
GRMZM2G122706	28.65		GRMZM2G122706	Chr4	7435182	7442704					Zm00001d048926	Chr4	8239499	8247021	Zm00001eb167550	chr4	8453296	8461149																																																																									
LOC100278205	28.67		GRMZM2G124385	Chr4	8000947	8001779																																																																																					
pmei50	28.70		AC194254.3_FG004	Chr4	7930927	7931776																																																																																					
Zm00001d048936	28.90		GRMZM2G119698	Chr4	8777035	8778417					Zm00001d048936	Chr4	9618917	9619330	Zm00001eb167600	chr4	9801433	9801846																																																																									
si486027g02b	28.95		GRMZM2G027021	Chr4	9490258	9499898					Zm00001d048944	Chr4	10376067	10385318	Zm00001eb167660	chr4	10558730	10567957																																																																									
Zm00001d048945	28.97		GRMZM2G039983	Chr4	9594061	9597440					Zm00001d048945	Chr4	10445794	10449110	Zm00001eb167670	chr4	10628206	10631757																																																																									
