MaizeGDB: Details of Map Genetic 6
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Sequence
pco068646	17.67		GRMZM2G166537	Chr6	22666048	22670183	Zm00001d035318	Chr6	21027078	21031220	Zm00001eb264730	chr6	30312936	30317616													
grf26	17.67		GRMZM2G335240	Chr6	22558299	22558756	Zm00001d035316	Chr6	20920294	20923478																	
Zm00001d035312	17.67		GRMZM2G060373	Chr6	22305061	22306652	Zm00001d035312	Chr6	20659538	20661422																	
gpm537	17.68		GRMZM2G143788	Chr6	22917534	22921312	Zm00001d035321	Chr6	21256645	21260184	Zm00001eb264760	chr6	30543096	30546738													
wrky62	17.69		GRMZM2G143765	Chr6	22907413	22912048	Zm00001d035323	Chr6	21265695	21270357	Zm00001eb264780	chr6	30548698	30556909													
LOC103629157	17.69		GRMZM2G456441	Chr6	23112090	23112856	Zm00001d035326	Chr6	21497929	21498475	Zm00001eb264810	chr6	30788742	30813152													
ppr335	17.70		GRMZM2G154743	Chr6	23357204	23360249	Zm00001d035333	Chr6	21731801	21733345	Zm00001eb264840	chr6	31017998	31021315													
vtc2	17.71		GRMZM2G057186	Chr6	23723529	23727896	Zm00001d035337	Chr6	22131705	22136034	Zm00001eb264880	chr6	31418214	31422627													
prx62	17.71		GRMZM2G081928	Chr6	23524018	23525540	Zm00001d035336	Chr6	21911375	21912966	Zm00001eb264870	chr6	31197929	31199589													
IDP301	17.74																										
cdo1173c	17.78																										
T1-6(5495)(6)	17.80																										
knox5	17.80		GRMZM5G832409	Chr6	24181173	24192653	Zm00001d035439	Chr6	25561769	25573225	Zm00001eb264920	chr6	31936208	31936993													
lip15	17.86		GRMZM2G448607	Chr6	24280540	24281904	Zm00001d035440	Chr6	25657757	25658164	Zm00001eb264930	chr6	32025001	32025621													
gsh1	17.86		GRMZM2G111579	Chr6	24549311	24554370	Zm00001d035445	Chr6	25930825	25935845	Zm00001eb264980	chr6	32298243	32303351													
cl155_1	17.86		GRMZM2G119583	Chr6	24318397	24320624	Zm00001d035443	Chr6	25695036	25697069	Zm00001eb264960	chr6	32062430	32064745													
cel15	17.86		AC203408.4_FG003	Chr6	24316282	24317788	Zm00001d035442	Chr6	25692879	25694442	Zm00001eb264950	chr6	32060283	32061840													
metp1	17.88		GRMZM2G036908	Chr6	24607855	24611639	Zm00001d035447	Chr6	25987801	25991237	Zm00001eb265000	chr6	32355224	32358690													
LOC103630934	17.91		GRMZM2G160853	Chr6	24742162	24747624	Zm00001d035450	Chr6	26190346	26193493	Zm00001eb265020	chr6	32557726	32561172													
c3h68	17.93		AC206666.2_FG004	Chr6	25335834	25336534	Zm00001d035455	Chr6	26712933	26714735	Zm00001eb265040	chr6	33080077	33082500													
thx5	18.00		GRMZM2G016637	Chr6	25703021	25704825	Zm00001d035457	Chr6	27101237	27102244	Zm00001eb265100	chr6	33466978	33469979													
upl7	18.10		GRMZM2G380619	Chr6	26220866	26228231	Zm00001d035461	Chr6	27593378	27604272	Zm00001eb265140	chr6	33964101	33968310													
GRMZM2G500141	18.14		GRMZM2G500141	Chr6	26374619	26375592																					
fht13	18.18						Zm00001d035462	Chr6	27973065	27977307	Zm00001eb265150	chr6	34319837	34324529													
LOC103630943	18.19		GRMZM2G076768	Chr6	26655401	26659358	Zm00001d035465	Chr6	28058154	28062105	Zm00001eb265170	chr6	34402970	34408688													
mybr63	18.25		GRMZM2G447745	Chr6	26908013	26915169	Zm00001d035470	Chr6	28271626	28278463	Zm00001eb265240	chr6	34617017	34626197													
uaz6b	18.30		GRMZM2G130477	Chr6	26965250	26967051	Zm00001d035473	Chr6	28367590	28369394	Zm00001eb265250	chr6	34714479	34716347													
pco061330a	18.32		GRMZM2G381051	Chr6	27107998	27111960	Zm00001d035475	Chr6	28512487	28520162	Zm00001eb265270	chr6	34858547	34863487													
bnl6.29a	18.33		GRMZM2G381076	Chr6	27111945	27115702	Zm00001d035476	Chr6	28516750	28525006	Zm00001eb265280	chr6	34863018	34866280													
LOC100281724	18.36		GRMZM2G381086	Chr6	27118138	27120944					Zm00001eb265290	chr6	34868689	34872255													
wakl32	18.37		GRMZM2G075286	Chr6	27332926	27336569	Zm00001d035479	Chr6	28766136	28769667	Zm00001eb265310	chr6	35112349	35116085													
cyp81	18.38		GRMZM2G067338	Chr6	27414307	27415703	Zm00001d035480	Chr6	28848312	28852083																	
IDP7762	18.39		GRMZM2G013801	Chr6	27449601	27461305	Zm00001d035481	Chr6	28892826	28895114	Zm00001eb265350	chr6	35240256	35241469													
IDP8038	18.43		GRMZM2G031688	Chr6	27494329	27498332					Zm00001eb265380	chr6	35272401	35278037													
tcptf32	18.50		GRMZM2G031905	Chr6	27463599	27465214	Zm00001d035482	Chr6	28896924	28897511																	
phd12	19.00		GRMZM2G455664	Chr6	27533651	27548861	Zm00001d035487	Chr6	28937404	28984699	Zm00001eb265410	chr6	35283172	35331023													
iqd15	19.20		GRMZM5G826979	Chr6	27901390	27905494	Zm00001d035492	Chr6	29354372	29358451	Zm00001eb265430	chr6	35700758	35704862													
LOC100502440	19.28		GRMZM2G582041	Chr6	28072525	28072616	Zm00001d035496	Chr6	29547936	29556968	Zm00001eb265480	chr6	35891936	35894765													
lbd28	19.30		GRMZM2G165805	Chr6	28091948	28093028	Zm00001d035498	Chr6	29567724	29568516	Zm00001eb265490	chr6	35905285	35906499													
pco100488	19.34		GRMZM2G020091	Chr6	28129059	28173452	Zm00001d035501	Chr6	29604686	29608198	Zm00001eb265510	chr6	35942343	35946112													
IDP3799	19.36		GRMZM2G053397	Chr6	28224104	28231439	Zm00001d035503	Chr6	29659076	29671285	Zm00001eb265520	chr6	35996738	36004107													
pmpm6	19.40						Zm00001d035505	Chr6	29708148	29709035	Zm00001eb265530	chr6	36045957	36046917													
umc2312	19.42		GRMZM2G313448	Chr6	28142374	28146547	Zm00001d035506	Chr6	29709357	29715541	Zm00001eb265540	chr6	36047039	36053253													
upl6	19.45		GRMZM2G124297	Chr6	28465725	28477137	Zm00001d035509	Chr6	29933027	29939615	Zm00001eb265580	chr6	36270751	36275818													
ereb81	19.50		GRMZM2G416701	Chr6	29008639	29012194	Zm00001d035512	Chr6	30481710	30486777	Zm00001eb265610	chr6	36819572	36824639													
cchh26	19.52		GRMZM2G050939	Chr6	29281533	29285348	Zm00001d035514	Chr6	30749990	30753788	Zm00001eb265630	chr6	37088146	37091627													
si707090d09a	19.53		GRMZM2G050842	Chr6	29285522	29300829	Zm00001d035515	Chr6	30753913	30769215	Zm00001eb265640	chr6	37091673	37107158													
gpm453	19.54		GRMZM2G140998	Chr6	29349820	29355463	Zm00001d035519	Chr6	30807740	30811745	Zm00001eb265650	chr6	37145613	37149612													
pco093770(474)	19.56		GRMZM2G024576	Chr6	29635178	29640901	Zm00001d035526	Chr6	31115181	31121906	Zm00001eb265660	chr6	37453003	37459823													
e2f22	19.57		GRMZM2G086401	Chr6	29985820	29990354	Zm00001d035534	Chr6	31463453	31467628	Zm00001eb265700	chr6	37801433	37804081													
wox3a	19.58		GRMZM2G122537	Chr6	30106417	30108536	Zm00001d035535	Chr6	31587838	31589288	Zm00001eb265710	chr6	37925713	37927851													
Zm00001d035537	19.60		GRMZM2G122595	Chr6	30112034	30117840	Zm00001d035537	Chr6	31597878	31599173	Zm00001eb265720	chr6	37935945	37937154													
cl9636_1d	19.62		GRMZM2G122628	Chr6	30126243	30130416	Zm00001d035538	Chr6	31606612	31609526	Zm00001eb265730	chr6	37944956	37950373													
GRMZM2G072606	19.65		GRMZM2G072606	Chr6	31034453	31035279																					
RS2Z35	19.70		GRMZM2G099186	Chr6	31411941	31415710	Zm00001d035551	Chr6	32902155	32905929	Zm00001eb265810	chr6	39240429	39244243													
RS2Z37B	19.72		GRMZM2G099317	Chr6	31415832	31420079	Zm00001d035552	Chr6	32906724	32909899	Zm00001eb265820	chr6	39244009	39248412													
IDP778	19.74		GRMZM2G099619	Chr6	31420602	31423013	Zm00001d035553	Chr6	32910876	32913020	Zm00001eb265830	chr6	39249098	39251534													
LOC103629209	19.75		GRMZM2G344781	Chr6	31500674	31508279	Zm00001d035554	Chr6	32996240	33002953																	
mcj2	19.76		GRMZM2G002630	Chr6	31567089	31568921	Zm00001d035558	Chr6	33061939	33063666	Zm00001eb265850	chr6	39343977	39401990													
Zm00001d035556	19.77		GRMZM2G416105	Chr6	31540526	31541615	Zm00001d035556	Chr6	33036109	33036831	Zm00001eb265860	chr6	39374236	39375514													
mcj3	19.80		GRMZM2G112238	Chr6	31600723	31602236	Zm00001d035559	Chr6	33094851	33096433	Zm00001eb265880	chr6	39433273	39434690													
mcj6	19.90		GRMZM2G163406	Chr6	31868238	31869912	Zm00001d035562	Chr6	33367726	33369350	Zm00001eb265890	chr6	39480961	39707782													
mcj4	19.90		GRMZM2G025959	Chr6	31648566	31650417	Zm00001d035560	Chr6	33142628	33144237	Zm00001eb265890	chr6	39480961	39707782													
jac1	20.00		GRMZM2G050412	Chr6	31707695	31709328	Zm00001d035561	Chr6	33193521	33195150	Zm00001eb265900	chr6	39531848	39533707													
LOC103630979	20.12		GRMZM2G479746	Chr6	32536987	32553408	Zm00001d035570	Chr6	34068043	34075550	Zm00001eb266010	chr6	40413445	40413729													
umc1229	20.18		GRMZM2G094581	Chr6	32890894	32893725	Zm00001d035574	Chr6	34421939	34431541	Zm00001eb266020	chr6	40760384	40770049													
pco075566	20.19		GRMZM2G161285	Chr6	32961090	32970227	Zm00001d035578	Chr6	34503115	34512232	Zm00001eb266050	chr6	40841812	40850734													
nudix22	20.20		GRMZM5G886561	Chr6	33247230	33251119	Zm00001d035579	Chr6	34690701	34694611	Zm00001eb266060	chr6	41029133	41033091													
idl5	20.25		GRMZM2G700893	Chr6	33230637	33231179					Zm00001eb266070	chr6	41049336	41049894													
IDP7587	20.27						Zm00001d035585	Chr6	34898520	34900929	Zm00001eb266110	chr6	41236707	41239614													
gpm883	20.30		GRMZM2G120008	Chr6	33618175	33618576					Zm00001eb266150	chr6	41484205	41484606													
Zm00001d035588	20.31		GRMZM2G420882	Chr6	33620889	33623851	Zm00001d035588	Chr6	35148537	35151188	Zm00001eb266160	chr6	41486887	41489885													
LOC103630989	20.34		GRMZM2G160390	Chr6	33867713	33868327	Zm00001d035590	Chr6	35399137	35405862	Zm00001eb266210	chr6	41737879	41738384													
LOC103629220	20.35		GRMZM2G160356	Chr6	33872652	33874293	Zm00001d035590	Chr6	35399137	35405862	Zm00001eb266220	chr6	41739524	41744189													
IDP4328	20.36		GRMZM2G147804	Chr6	34122458	34124481	Zm00001d035592	Chr6	35639437	35640924	Zm00001eb266240	chr6	41977566	41979637													
GRMZM2G403003	20.38		GRMZM2G403003	Chr6	34217827	34222343	Zm00001d035593	Chr6	35734296	35738812	Zm00001eb266250	chr6	42072906	42077666													
dhar3	20.40		GRMZM2G035502	Chr6	34430158	34433252	Zm00001d035595	Chr6	35975616	35978715	Zm00001eb266260	chr6	42306363	42309498													
pco117817	20.41		GRMZM2G034724	Chr6	34438653	34440618	Zm00001d035597	Chr6	35983967	35985927	Zm00001eb266290	chr6	42314702	42316811													
exo1	20.42		GRMZM2G034598	Chr6	34442305	34456206	Zm00001d035598	Chr6	35987763	36000363	Zm00001eb266300	chr6	42318401	42331903													
LOC100280126	20.44		GRMZM5G828024	Chr6	34531981	34534243	Zm00001d035601	Chr6	36080326	36100552	Zm00001eb266330	chr6	42395165	42431392													
GRMZM2G334574	20.45		GRMZM2G334574	Chr6	34602576	34604844	Zm00001d035603	Chr6	36123335	36125771	Zm00001eb266340	chr6	42454011	42456416													
myb62	20.46		GRMZM2G013581	Chr6	34825413	34826773	Zm00001d035604	Chr6	36325267	36326373	Zm00001eb266360	chr6	42655721	42657418													
myb21	20.47		GRMZM2G305856	Chr6	34889113	34891065	Zm00001d035605	Chr6	36427345	36428954	Zm00001eb266370	chr6	42757910	42760236													
znf5	20.48		GRMZM2G001205	Chr6	35061725	35062778	Zm00001d035609	Chr6	36618623	36619219	Zm00001eb266420	chr6	42934254	42935294													
gpm642	20.50		GRMZM2G137930	Chr6	35680636	35684873	Zm00001d035616	Chr6	37235178	37239054	Zm00001eb266490	chr6	43542923	43546827													
Zm00001eb266530	20.51		GRMZM2G448458	Chr6	35731329	35732485	Zm00001d035619	Chr6	37337273	37337746	Zm00001eb266530	chr6	43644838	43645636													
LOC100274856	20.52		GRMZM2G035741	Chr6	35892962	35896635	Zm00001d035628	Chr6	37505306	37508965	Zm00001eb266560	chr6	43774984	43778867													
adf4	20.53		GRMZM2G037140	Chr6	35896141	35897813	Zm00001d035629	Chr6	37509032	37510146	Zm00001eb266570	chr6	43778235	43779873													
chx12	20.60		GRMZM2G025611	Chr6	36133481	36154667	Zm00001d035631	Chr6	37793506	37814621	Zm00001eb266600	chr6	44063214	44084539													
acr23	20.64		GRMZM2G109821	Chr6	36088959	36102914	Zm00001d035634	Chr6	37855733	37858713	Zm00001eb266620	chr6	44125631	44128662													
cl32957_1d	20.74		GRMZM2G400716	Chr6	36379744	36384089	Zm00001d035642	Chr6	38113593	38114574	Zm00001eb266670	chr6	44380714	44384433													
elo6	21.20		GRMZM2G106042	Chr6	36622295	36624883	Zm00001d035649	Chr6	38354047	38355769	Zm00001eb266720	chr6	44623084	44625719													
dof3	21.38		GRMZM2G179069	Chr6	36946638	36948605	Zm00001d035651	Chr6	38682464	38684890	Zm00001eb266750	chr6	44952608	44955091													
ank44	21.38		GRMZM2G069162	Chr6	37899831	37903342	Zm00001d035657	Chr6	39658985	39661441	Zm00001eb266800	chr6	45929244	45932774													
cl5949_-4b	21.38		GRMZM2G383019	Chr6	37176736	37180456					Zm00001eb266770	chr6	45188930	45192144													
mtl6	21.39		GRMZM2G130173	Chr6	38085751	38086440	Zm00001d035662	Chr6	39843896	39844782	Zm00001eb266840	chr6	46114646	46114987													
mtl5	21.39		GRMZM2G430807	Chr6	38070649	38072014	Zm00001d035659	Chr6	39829333	39830358	Zm00001eb266820	chr6	46099750	46106697													
rfa4	21.39		GRMZM2G076399	Chr6	38268350	38270759	Zm00001d035666	Chr6	40027149	40033684	Zm00001eb266880	chr6	46297563	46299615													
IDP3788	21.39		GRMZM2G590771	Chr6	38119467	38119890	Zm00001d035664	Chr6	39874420	39878122	Zm00001eb266860	chr6	46144825	46148313													
IDP680	21.40		GRMZM2G089688	Chr6	38405980	38408441	Zm00001d035669	Chr6	40164959	40167221	Zm00001eb266910	chr6	46435354	46437425													
gras57	21.40		GRMZM2G089662	Chr6	38410832	38413066	Zm00001d035670	Chr6	40169888	40172068	Zm00001eb266920	chr6	46438966	46441491													
si687015h06e	21.41		GRMZM2G029503	Chr6	38776520	38779314	Zm00001d035675	Chr6	40555845	40557916																	
gras60	21.41		GRMZM2G089636	Chr6	38422200	38424095	Zm00001d035671	Chr6	40181265	40183145	Zm00001eb266930	chr6	46451514	46452886													
uaz232b(sci)	21.42		GRMZM2G012806	Chr6	39091667	39092487	Zm00001d035681	Chr6	40865498	40868507	Zm00001eb267010	chr6	47126504	47127167													
si605061e03b	21.42		GRMZM2G012928	Chr6	39087615	39088302	Zm00001d035680	Chr6	40863632	40864319	Zm00001eb267000	chr6	47122351	47122966													
tps30	21.42		GRMZM2G451187	Chr6	39356547	39359968	Zm00001d035682	Chr6	40985292	40989041	Zm00001eb267020	chr6	47244066	47247744													
pum12	21.42		GRMZM2G012964	Chr6	39076857	39084279	Zm00001d035679	Chr6	40852837	40860379	Zm00001eb266980	chr6	47111504	47118977													
cybv13	21.43		GRMZM5G821787	Chr6	39463299	39463704	Zm00001d035685	Chr6	41091646	41097542	Zm00001eb267040	chr6	47350465	47351901													
ccp5	21.43		GRMZM2G066326	Chr6	39529235	39530882	Zm00001d035689	Chr6	41139965	41141457	Zm00001eb267050	chr6	47398615	47400153													
sci2	21.43		GRMZM2G096680	Chr6	39431501	39432324	Zm00001d035683	Chr6	41060728	41060943	Zm00001eb267030	chr6	47319217	47349865													
umc2056	21.44		GRMZM5G846339	Chr6	39839702	39843780	Zm00001d035696	Chr6	41488410	41492614	Zm00001eb267100	chr6	47746924	47751306													
mkkk28	21.44		GRMZM2G312970	Chr6	39821916	39827244	Zm00001d035695	Chr6	41471658	41476812	Zm00001eb267090	chr6	47730348	47735610													
leg1	21.45		GRMZM2G174883	Chr6	40050689	40052652	Zm00001d035700	Chr6	41696312	41698431	Zm00001eb267120	chr6	47954926	47957145													
trub4	21.45		GRMZM2G174716	Chr6	40026563	40031318	Zm00001d035698	Chr6	41672018	41676772	Zm00001eb267110	chr6	47930697	47935508													
cchh4	21.46		GRMZM2G175000	Chr6	40052653	40057169	Zm00001d035701	Chr6	41698476	41703037	Zm00001eb267130	chr6	47957157	47961758													
pco086002	21.48		GRMZM5G893252	Chr6	40215243	40220495	Zm00001d035702	Chr6	41777881	41783123	Zm00001eb267140	chr6	48036327	48041612													
LOC103631028	21.48		GRMZM2G017966	Chr6	40366469	40368354	Zm00001d035710	Chr6	41945282	41946535	Zm00001eb267190	chr6	48187117	48188733													
csu1187	21.49		GRMZM2G102737	Chr6	41107874	41110664	Zm00001d035717	Chr6	42705454	42708241	Zm00001eb267230	chr6	48947512	48950455													
act3	21.49		GRMZM2G104017	Chr6	41346514	41349595	Zm00001d035720	Chr6	42943938	42947112	Zm00001eb267260	chr6	49174287	49177349													
dnaJ59	21.49		GRMZM2G406268	Chr6	41348015	41352652	Zm00001d035721	Chr6	42946898	42949902	Zm00001eb267270	chr6	49177006	49180315													
rcc21	21.49		GRMZM2G402309	Chr6	41691097	41695070	Zm00001d035723	Chr6	43293215	43297233	Zm00001eb267290	chr6	49521590	49527519													
LOC103629276	21.49		GRMZM2G110378	Chr6	41395225	41398185	Zm00001d035722	Chr6	43059977	43062859	Zm00001eb267280	chr6	49290181	49293198													
LOC103629270	21.49		GRMZM2G454424	Chr6	40769482	40771985	Zm00001d035714	Chr6	42350002	42351952	Zm00001eb267210	chr6	48592102	48593939													
nced13	21.49		GRMZM2G362993	Chr6	41883060	41885829	Zm00001d035724	Chr6	43483863	43487030	Zm00001eb267300	chr6	49714152	49716346													
Zm00001eb267350	21.49		GRMZM2G479442	Chr6	42230815	42233197	Zm00001d035731	Chr6	43838390	43846359	Zm00001eb267350	chr6	50068701	50076600													
cl33591_1f	21.50		GRMZM2G402394	Chr6	42873773	42878235	Zm00001d035740	Chr6	44421442	44422816	Zm00001eb267400	chr6	50709668	50713945													
cl9685_1c	21.50		GRMZM2G028758	Chr6	42756274	42760255	Zm00001d035736	Chr6	44288172	44292160	Zm00001eb267380	chr6	50580143	50584120													
pco079415b	21.50		GRMZM2G018786	Chr6	42768367	42772291	Zm00001d035737	Chr6	44300291	44304215	Zm00001eb267390	chr6	50592243	50596175													
ago1a	21.50		GRMZM2G441583	Chr6	43253105	43261555	Zm00001d035747	Chr6	44780803	44789355	Zm00001eb267430	chr6	51072757	51081425													
pub10	21.55		GRMZM2G025214	Chr6	43780383	43786657	Zm00001d035751	Chr6	45350374	45356168	Zm00001eb267460	chr6	51610812	51614449													
pgip3	21.60		GRMZM2G025105	Chr6	43813330	43814445	Zm00001d035753	Chr6	45385591	45386616	Zm00001eb267480	chr6	51643650	51644863													
Zm00001d035756	21.60		GRMZM2G088531	Chr6	44066634	44067872	Zm00001d035756	Chr6	45647798	45648850	Zm00001eb267490	chr6	51905693	51907184													
umc2730	21.61		GRMZM2G043995	Chr6	44132816	44136614	Zm00001d035757	Chr6	45715257	45726111	Zm00001eb267510	chr6	51973487	51984389													
zp15	21.63		GRMZM2G086294	Chr6	44541825	44542774	Zm00001d035760	Chr6	46129120	46129656	Zm00001eb267570	chr6	52387328	52388325													
pco062079b	21.63		GRMZM2G092468	Chr6	44574028	44579096	Zm00001d035762	Chr6	46161567	46166532	Zm00001eb267590	chr6	52419922	52424962													
Zm00001d035761	21.63		GRMZM2G087570	Chr6	44543202	44546165	Zm00001d035761	Chr6	46130267	46133225	Zm00001eb267580	chr6	52388671	52391688													
vim103	21.64		GRMZM2G461447	Chr6	44751886	44756124	Zm00001d035764	Chr6	46349538	46353764	Zm00001eb267610	chr6	52597263	52602126													
Zm00001eb267630	21.68		GRMZM2G156881	Chr6	44759448	44760469	Zm00001d035766	Chr6	46356804	46358180	Zm00001eb267630	chr6	52605100	52606565													
Zm00001d035767	21.70		GRMZM2G136857	Chr6	44984304	44985947	Zm00001d035767	Chr6	46577784	46579578	Zm00001eb267640	chr6	52826145	52828055													
LOC103629308	21.78		GRMZM2G104377	Chr6	45774924	45789344	Zm00001d035773	Chr6	47324925	47339439	Zm00001eb267700	chr6	53560385	53575033													
perk8	21.79		GRMZM2G458548	Chr6	45869910	45873583	Zm00001d035774	Chr6	47428911	47432469	Zm00001eb267710	chr6	53664309	53668149													
Zm00001d035775	21.80						Zm00001d035775	Chr6	47635702	47641108	Zm00001eb267720	chr6	53871175	53876553													
sin1	22.00		GRMZM2G319104	Chr6	46506476	46518999	Zm00001d035776	Chr6	48040384	48053188	Zm00001eb267730	chr6	54275824	54289016													
hipp49	22.02		GRMZM2G008202	Chr6	46936593	46938715	Zm00001d035783	Chr6	48489279	48491246	Zm00001eb267770	chr6	54724837	54726841													
Zm00001d035787	22.03		GRMZM2G453619	Chr6	47412450	47414021	Zm00001d035787	Chr6	48971439	48972583	Zm00001eb267780	chr6	55204566	55209284													
pal12	22.05		GRMZM2G017671	Chr6	47690988	47694869	Zm00001d035789	Chr6	49258154	49261935	Zm00001eb267790	chr6	55493663	55497664													
drp1	22.10		GRMZM2G327051	Chr6	48566921	48568080	Zm00001d035791	Chr6	50126440	50127438	Zm00001eb267820	chr6	56358778	56359976													
Zm00001d035793	22.11		GRMZM2G397663	Chr6	48699974	48702289	Zm00001d035793	Chr6	50259401	50261715																	
GRMZM2G379053	22.12		GRMZM2G379053	Chr6	48708788	48711297	Zm00001d035794	Chr6	50312071	50313812																	
Zm00001d035801	22.13		GRMZM2G477256	Chr6	48976764	48978661	Zm00001d035801	Chr6	50589527	50590416	Zm00001eb267880	chr6	56822083	56822301													
pco131239	22.15		GRMZM2G700926	Chr6	49198843	49209831	Zm00001d035802	Chr6	50779463	50790449	Zm00001eb267900	chr6	57011852	57023016													
LOC103643094	22.20		GRMZM2G351125	scaffold_507	135418	139778	Zm00001d035812	Chr6	51702104	51706431	Zm00001eb267970	chr6	57933970	57938580													
mkkk29	22.23		GRMZM2G011070	scaffold_507	699679	715900	Zm00001d035817	Chr6	52272151	52289829	Zm00001eb268050	chr6	58504007	58521776													
