MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
GRMZM2G108898	26.04		GRMZM2G108898	Chr3	8265429	8269675	Zm00001d039533	Chr3	7446385	7450083	Zm00001eb121630	chr3	8207619	8212169									
dow1	26.10		GRMZM2G314898	Chr3	8300533	8304232	Zm00001d039535	Chr3	7479692	7482979	Zm00001eb121650	chr3	8241704	8245472									
Zm00001d039537	26.12		GRMZM2G314927	Chr3	8313288	8314107	Zm00001d039537	Chr3	7487245	7530464													
Zm00001eb121750	26.32		GRMZM2G015921	Chr3	8361551	8373201					Zm00001eb121750	chr3	8302276	8313973									
csu324b(cts)	26.98																						
hpc1	27.19		GRMZM2G353444	Chr3	8542106	8544078	Zm00001d039542	Chr3	7735746	7737263	Zm00001eb121780	chr3	8497640	8499737									
gts1	27.25		GRMZM2G048012	Chr3	8594070	8599931	Zm00001d039547	Chr3	7812566	7818795	Zm00001eb121810	chr3	8556384	8562556									
ppr20	27.26		GRMZM5G818978	Chr3	8603167	8604942	Zm00001d039548	Chr3	7821886	7823250	Zm00001eb121820	chr3	8565662	8567478									
Zm00001eb121850	27.32						Zm00001d039550	Chr3	7837407	7839030	Zm00001eb121850	chr3	8578634	8582463									
rfa11	27.34		GRMZM5G895730	Chr3	8702590	8705348	Zm00001d039554	Chr3	7930158	7933184	Zm00001eb121860	chr3	8661964	8665207									
npi249a	27.40		GRMZM2G111846	Chr3	8805663	8828573	Zm00001d039563	Chr3	8042762	8065502	Zm00001eb121880	chr3	8765868	8788993									
hsp18f	27.50		GRMZM2G083810	Chr3	8887555	8888747	Zm00001d039566	Chr3	8104720	8105217	Zm00001eb121900	chr3	8819782	8820963									
si946086a04	27.52		GRMZM2G083763	Chr3	8877397	8881709	Zm00001d039568	Chr3	8111485	8115811	Zm00001eb121920	chr3	8826836	8831116									
Zm00001eb121960	27.55		GRMZM2G589713	Chr3	8998203	8998670	Zm00001d039573	Chr3	8182308	8182853	Zm00001eb121960	chr3	8894088	8894896									
IDP7678	27.58		GRMZM2G144668	Chr3	8980485	8982638	Zm00001d039575	Chr3	8204808	8206696	Zm00001eb121990	chr3	8916825	8918744									
uaz277(201)	27.60		GRMZM2G144615	Chr3	8976808	8980087	Zm00001d039576	Chr3	8207193	8209232	Zm00001eb122000	chr3	8919090	8922401									
LOC100284312	27.98		GRMZM2G158228	Chr3	9037860	9042655	Zm00001d039578	Chr3	8255397	8262495	Zm00001eb122020	chr3	8967244	8972194									
phd34	28.00		GRMZM2G158194	Chr3	9045175	9047443	Zm00001d039579	Chr3	8262683	8264981	Zm00001eb122030	chr3	8974161	8977003									
cl20838_1a	28.02		GRMZM2G099466	Chr3	9067633	9071076	Zm00001d039580	Chr3	8286007	8288201	Zm00001eb122040	chr3	8997957	9001378									
ca5p15	28.30		GRMZM2G099461	Chr3	9072834	9073771	Zm00001d039581	Chr3	8291514	8292125	Zm00001eb122050	chr3	9003086	9004207									
wrky45	29.00		GRMZM2G151444	Chr3	9237045	9244979	Zm00001d039584	Chr3	8455756	8463632	Zm00001eb122090	chr3	9167569	9175589									
lim66	31.20																						
gi2	31.40		GRMZM5G844173	Chr3	9306265	9317285	Zm00001d039589	Chr3	8521898	8533430	Zm00001eb122110	chr3	9233897	9245310									
nudx6	31.46		GRMZM2G062186	Chr3	9332180	9333225	Zm00001d039592	Chr3	8548416	8548952	Zm00001eb122150	chr3	9260201	9260897									
mus2	31.50		GRMZM2G110212	Chr3	9425062	9436121	Zm00001d039596	Chr3	8649713	8661900	Zm00001eb122180	chr3	9361539	9373866									
flz13	31.52						Zm00001d039597	Chr3	8669243	8671574	Zm00001eb122190	chr3	9380774	9384030									
A0A1D6MJB1	31.52		GRMZM2G142413	Chr3	9463310	9465481	Zm00001d039598	Chr3	8673429	8679636	Zm00001eb122200	chr3	9385180	9391589									
lrx13	31.53						Zm00001d039600	Chr3	8723887	8725695	Zm00001eb122210	chr3	9435446	9438427									
Zm00001eb122220	31.53						Zm00001d039606	Chr3	8775583	8780670	Zm00001eb122220	chr3	9470819	9476078									
GRMZM2G363554	31.54		GRMZM2G363554	Chr3	9581838	9583728	Zm00001d039607	Chr3	8849004	8850470	Zm00001eb122240	chr3	9544124	9546235									
si606069f05a	31.55		GRMZM2G363535	Chr3	9584466	9593150	Zm00001d039608	Chr3	8850882	8860079	Zm00001eb122250	chr3	9546098	9555473									
pco078628	31.56		GRMZM2G132519	Chr3	9708092	9710720	Zm00001d039611	Chr3	9001419	9004068	Zm00001eb122260	chr3	9696740	9699326									
dek5	31.60		GRMZM2G083374	Chr3	9771491	9806346	Zm00001d039612	Chr3	9050686	9081730	Zm00001eb122270	chr3	9746003	9777132									
pco120183	31.75		GRMZM2G083418	Chr3	9808777	9811667	Zm00001d039613	Chr3	9084078	9086850	Zm00001eb122280	chr3	9779407	9782194									
cl17715_1a	31.77		GRMZM2G083518	Chr3	9812439	9817566	Zm00001d039614	Chr3	9087885	9092751	Zm00001eb122290	chr3	9783184	9788102									
LOC103649670	31.95		GRMZM2G305900	Chr3	9856005	9857959	Zm00001d039615	Chr3	9134058	9135428	Zm00001eb122300	chr3	9829261	9831034									
Zm00001d039616	31.96		GRMZM2G421604	Chr3	9866357	9870086	Zm00001d039616	Chr3	9143670	9147316	Zm00001eb122330	chr3	9839021	9842667									
iaa8	31.97		GRMZM2G004696	Chr3	10076687	10080041	Zm00001d039624	Chr3	9366940	9370004	Zm00001eb122410	chr3	10062219	10065595									
si687042f02	31.97		GRMZM2G028637	Chr3	10095533	10099048	Zm00001d039625	Chr3	9377677	9380955	Zm00001eb122420	chr3	10072802	10076295									
Zm00001d039630	32.08		GRMZM2G418753	Chr3	10268277	10270059	Zm00001d039630	Chr3	9559243	9561046													
gl13	32.10		GRMZM2G118243	Chr3	10276457	10286585	Zm00001d039631	Chr3	9567326	9577428	Zm00001eb122470	chr3	10262628	10272956									
Zm00001d039632	32.12		GRMZM2G429964	Chr3	10322789	10326254	Zm00001d039632	Chr3	9613563	9616820	Zm00001eb122480	chr3	10308925	10309311									
Zm00001d039633	32.14		GRMZM2G430013	Chr3	10348481	10350198	Zm00001d039633	Chr3	9624091	9640996	Zm00001eb122490	chr3	10308943	10319637									
d1	32.35		GRMZM2G036340	Chr3	10455337	10457618	Zm00001d039634	Chr3	9745656	9748061	Zm00001eb122500	chr3	10440993	10443340									
bzr6	32.39		GRMZM5G868061	Chr3	10517485	10518461	Zm00001d039635	Chr3	9812399	9813375	Zm00001eb122520	chr3	10507638	10508780									
glk14	32.40		GRMZM2G348238	Chr3	10524574	10526809	Zm00001d039637	Chr3	9819488	9821687	Zm00001eb122550	chr3	10514637	10517128									
cl3734_1b	32.41		GRMZM2G113626	Chr3	10612900	10613589	Zm00001d039638	Chr3	9873989	9877437	Zm00001eb122560	chr3	10569254	10572857									
Zm00001d039642	32.43		GRMZM2G178209	Chr3	10681728	10684112	Zm00001d039642	Chr3	9977323	9980023	Zm00001eb122610	chr3	10672744	10675487									
LOC100281698	32.43		GRMZM2G479038	Chr3	10690423	10692428	Zm00001d039643	Chr3	9986629	9988206	Zm00001eb122620	chr3	10681696	10683755									
LOC100281803	32.43		GRMZM2G338465	Chr3	10849505	10851238	Zm00001d039644	Chr3	10158507	10159904	Zm00001eb122630	chr3	10830992	10832903									
rte3	32.45		GRMZM2G051753	Chr3	10940297	10946516	Zm00001d039647	Chr3	10279429	10286500	Zm00001eb122660	chr3	10952187	10959287									
Zm00001d039650	32.48		GRMZM2G138750	Chr3	11218171	11221842	Zm00001d039650	Chr3	10539593	10543488	Zm00001eb122680	chr3	11212309	11216964									
mrpa7	32.50		GRMZM5G830695	Chr3	11403408	11407172	Zm00001d039653	Chr3	10752207	10756034	Zm00001eb122690	chr3	11424922	11428913									
si606055f01	32.60		GRMZM2G037386	Chr3	11451222	11453979	Zm00001d039654	Chr3	10773612	10776369	Zm00001eb122700	chr3	11446430	11449247									
GRMZM2G061830	32.70		GRMZM2G061830	Chr3	11535354	11540445	Zm00001d039656	Chr3	10861809	10866922	Zm00001eb122720	chr3	11534564	11539919									
bzip6	32.80		GRMZM2G039828	Chr3	11637318	11638804	Zm00001d039658	Chr3	10933798	10935205	Zm00001eb122740	chr3	11606501	11608777									
cesa3	33.00		GRMZM2G039454	Chr3	11648913	11655958	Zm00001d039660	Chr3	10945251	10952016	Zm00001eb122750	chr3	11618198	11625220									
LOC103649687	33.02		GRMZM2G336437	Chr3	11656487	11660545	Zm00001d039661	Chr3	10953007	10953435	Zm00001eb122760	chr3	11625961	11629540									
cl3994_1a	33.70		GRMZM2G096240	Chr3	11901107	11904525	Zm00001d039663	Chr3	11198572	11201977	Zm00001eb122780	chr3	11871477	11874775									
cl3994_1b	33.80		GRMZM2G098335	Chr3	12031159	12039337	Zm00001d039664	Chr3	11337018	11344782	Zm00001eb122810	chr3	12009914	12017559									
pco140096	33.82		GRMZM2G054387	Chr3	12138021	12139123	Zm00001d039667	Chr3	11442638	11443719	Zm00001eb122820	chr3	12115507	12116604									
pgl13	33.84		GRMZM2G054410	Chr3	12139293	12141446	Zm00001d039668	Chr3	11443869	11446022	Zm00001eb122830	chr3	12116541	12118860									
LOC100283138	33.86		GRMZM2G054509	Chr3	12167058	12168404	Zm00001d039669	Chr3	11471850	11472899	Zm00001eb122840	chr3	12144618	12146085									
mmp79	34.83																						
pld1	36.00		GRMZM2G054559	Chr3	12195404	12200349	Zm00001d039670	Chr3	11500060	11504969	Zm00001eb122860	chr3	12172967	12177906									
pco129398a	36.04		GRMZM2G066440	Chr3	12288829	12295190	Zm00001d039673	Chr3	11568307	11574682	Zm00001eb122880	chr3	12241151	12247750									
mmp115b	36.06		GRMZM2G066413	Chr3	12295520	12298243	Zm00001d039674	Chr3	11575059	11577604	Zm00001eb122890	chr3	12247947	12250520									
pco126676	36.10		GRMZM2G010693	Chr3	12429859	12434725	Zm00001d039678	Chr3	11696624	11701476	Zm00001eb122920	chr3	12369197	12374399									
ppr161	36.12		GRMZM2G414913	Chr3	12500970	12503083	Zm00001d039679	Chr3	11768181	11769740	Zm00001eb122930	chr3	12440700	12442956									
ppr162	36.14		GRMZM2G318571	Chr3	12518894	12519750	Zm00001d039680	Chr3	11779457	11781199	Zm00001eb122940	chr3	12451976	12454232									
Zm00001eb122960	36.18		GRMZM2G150962	Chr3	12536526	12541740	Zm00001d039682	Chr3	11808671	11813842	Zm00001eb122960	chr3	12481700	12486815									
rafs1	36.33		GRMZM2G150906	Chr3	12571385	12575346	Zm00001d039685	Chr3	11843728	11847491	Zm00001eb122980	chr3	12516654	12520440									
pco127654b	36.34		GRMZM2G150838	Chr3	12576931	12581127	Zm00001d039686	Chr3	11849125	11853356	Zm00001eb122990	chr3	12522044	12526277									
Zm00001eb123000	36.36		GRMZM2G094224	Chr3	12612506	12613649	Zm00001d039687	Chr3	11887224	11888369	Zm00001eb123000	chr3	12557932	12561336									
tar2	36.60		GRMZM2G066345	Chr3	12650515	12654190	Zm00001d039691	Chr3	11918669	11922644	Zm00001eb123040	chr3	12591587	12595652									
GRMZM2G319167	36.90		GRMZM2G319167	Chr3	12781959	12784112	Zm00001d039693	Chr3	12049978	12088417	Zm00001eb123050	chr3	12723037	12761475									
ra2	37.00		AC233943.1_FG002	Chr3	12890068	12890853	Zm00001d039694	Chr3	12158280	12159065	Zm00001eb123060	chr3	12830057	12832763									
Zm00001d039695	37.02		GRMZM2G033126	Chr3	12984348	12997162	Zm00001d039695	Chr3	12253982	12281366	Zm00001eb123070	chr3	12950232	12954433									
h1	38.00																						
cyp24	38.00		GRMZM2G023952	Chr3	13075767	13077940	Zm00001d039697	Chr3	12344885	12347351	Zm00001eb123090	chr3	13017850	13020597									
cyp48	38.18		GRMZM2G158342	Chr3	13109108	13110869	Zm00001d039698	Chr3	12378113	12379918	Zm00001eb123110	chr3	13051081	13053063									
Zm00001eb123120	38.19										Zm00001eb123120	chr3	13133783	13134212									
myb20	38.20		GRMZM2G052377	Chr3	13212794	13213981	Zm00001d039700	Chr3	12503835	12504977	Zm00001eb123130	chr3	13176780	13178157									
atg18c	38.22		GRMZM2G069177	Chr3	13319540	13323979	Zm00001d039703	Chr3	12596468	12600760	Zm00001eb123160	chr3	13269495	13273862									
ring174	38.23		GRMZM5G890843	Chr3	13397179	13400400	Zm00001d039706	Chr3	12674400	12677866	Zm00001eb123170	chr3	13347029	13351068									
npi276a	38.24		GRMZM2G459861	Chr3	13469022	13471843	Zm00001d039709	Chr3	12747718	12750928	Zm00001eb123190	chr3	13419940	13423310									
Zm00001d039711	38.28		GRMZM5G858165	Chr3	13491526	13493381	Zm00001d039711	Chr3	12758934	12763812	Zm00001eb123210	chr3	13431090	13436275									
bnl8.35a	38.35																						
tip4c	38.52		GRMZM2G146627	Chr3	13536786	13539654	Zm00001d039713	Chr3	12824022	12826924	Zm00001eb123230	chr3	13496243	13499135									
Zm00001d039718	38.54		GRMZM5G804783	Chr3	13689176	13693187	Zm00001d039718	Chr3	12973562	12977694	Zm00001eb123270	chr3	13645764	13649953									
slp1	38.55		GRMZM5G877259	Chr3	13693791	13699134	Zm00001d039719	Chr3	12978279	12981269	Zm00001eb123280	chr3	13650488	13653725									
pub66	38.58		GRMZM2G347102	Chr3	13705868	13707243	Zm00001d039722	Chr3	12988064	12989439													
si660063f11	39.00		GRMZM2G333623	Chr3	13766250	13778154	Zm00001d039729	Chr3	13049177	13066499	Zm00001eb123340	chr3	13721382	13738737									
LOC103649716	39.02		GRMZM2G016232	Chr3	13959415	13961037	Zm00001d039733	Chr3	13212197	13212828	Zm00001eb123370	chr3	13883794	13885226									
anx8	39.14		GRMZM2G031040	Chr3	14233402	14235276	Zm00001d039739	Chr3	13454894	13456467	Zm00001eb123400	chr3	14127165	14128985									
prh137	39.20		GRMZM2G003096	Chr3	14343677	14346989	Zm00001d039745	Chr3	13650821	13654113	Zm00001eb123430	chr3	14323074	14326493									
Zm00001d039748	39.25		GRMZM5G826700	Chr3	14406666	14407298	Zm00001d039748	Chr3	13694033	13694665	Zm00001eb123470	chr3	14366268	14367190									
smh5	39.33		GRMZM2G163291	Chr3	14476929	14481586	Zm00001d039750	Chr3	13772095	13776752	Zm00001eb123510	chr3	14444415	14449138									
gpm697	39.70		GRMZM2G379929	Chr3	14849060	14852943	Zm00001d039758	Chr3	14110160	14141200	Zm00001eb123540	chr3	14782468	14813431									
Zm00001d039763	39.74		GRMZM2G434155	Chr3	14871302	14872667	Zm00001d039763	Chr3	14143865	14145214	Zm00001eb123560	chr3	14816104	14818058									
bhlh104	39.75		GRMZM2G088443	Chr3	14937168	14939315	Zm00001d039764	Chr3	14220288	14222436	Zm00001eb123570	chr3	14891930	14894847									
ralf4	39.77		GRMZM2G383303	Chr3	14951026	14951377					Zm00001eb123580	chr3	14906314	14906735									
ralf1	39.79		GRMZM2G088371	Chr3	14976988	14977593	Zm00001d039766	Chr3	14260432	14260656	Zm00001eb123590	chr3	14932737	14932961									
cl716_1	40.00		GRMZM5G862219	Chr3	15048628	15056529	Zm00001d039768	Chr3	14322487	14330117	Zm00001eb123620	chr3	14994539	15002634									
ring175	40.20		GRMZM2G165044	Chr3	15062485	15066506	Zm00001d039769	Chr3	14333996	14339635	Zm00001eb123630	chr3	15006277	15012070									
LOC100284765	40.22		GRMZM2G177242	Chr3	15069944	15071380	Zm00001d039770	Chr3	14342781	14343560	Zm00001eb123640	chr3	15015008	15016149									
si606071g07a	40.28		GRMZM2G133718	Chr3	15179172	15194483	Zm00001d039772	Chr3	14469749	14484983	Zm00001eb123670	chr3	15142080	15157313									
cnr8	40.69		GRMZM2G334628	Chr3	15220879	15230827	Zm00001d039776	Chr3	14514622	14517814	Zm00001eb123690	chr3	15186650	15190286									
LOC103651775	40.70		GRMZM2G334628	Chr3	15220879	15230827	Zm00001d039778	Chr3	14522399	14523095	Zm00001eb123700	chr3	15191278	15193703									
si605040a11a	40.72		GRMZM2G040587	Chr3	15237353	15242747	Zm00001d039780	Chr3	14530210	14536258	Zm00001eb123710	chr3	15203059	15208453									
tubtf19	40.77		GRMZM2G477203	Chr3	15305929	15310399	Zm00001d039784	Chr3	14600793	14605179	Zm00001eb123760	chr3	15273543	15280227									
glk69	40.79						Zm00001d039785	Chr3	14614435	14617037	Zm00001eb123770	chr3	15287130	15289372									
phi243966	40.80						Zm00001d039786	Chr3	14617725	14618667	Zm00001eb123780	chr3	15290038	15291008									
si486078e04	40.80		GRMZM2G102196	Chr3	15432637	15441261	Zm00001d039787	Chr3	14736642	14747309	Zm00001eb123790	chr3	15408971	15419667									
AC206350.3_FG005	40.80		AC206350.3_FG005	Chr3	15441632	15442720	Zm00001d039788	Chr3	14747663	14748751	Zm00001eb123800	chr3	15419726	15421184									
LOC103651777	40.80		GRMZM2G401606	Chr3	15443687	15446272	Zm00001d039789	Chr3	14749718	14752303	Zm00001eb123820	chr3	15423344	15424718									
cl33689_1a	40.81		GRMZM2G147293	Chr3	15613397	15614595	Zm00001d039794	Chr3	14892452	14893286	Zm00001eb123840	chr3	15564560	15565394									
his301	40.81		GRMZM2G401581	Chr3	15447726	15449051	Zm00001d039790	Chr3	14754274	14754684	Zm00001eb123830	chr3	15426193	15427212									
saur34	40.82		GRMZM2G102047	Chr3	15481841	15482123	Zm00001d039791	Chr3	14788097	14788336													
Zm00001eb123870	40.82		GRMZM2G445261	Chr3	15724894	15726447	Zm00001d039795	Chr3	15022780	15024252	Zm00001eb123870	chr3	15695141	15696147									
cl9888_1a	40.83		GRMZM2G065430	Chr3	15755049	15760246	Zm00001d039797	Chr3	15052497	15053205	Zm00001eb123900	chr3	15725244	15729972									
IDP7850	40.83		GRMZM2G378717	Chr3	16316432	16321804	Zm00001d039816	Chr3	15640787	15654396	Zm00001eb124020	chr3	16311355	16327632									
chsk1	40.83		GRMZM2G463574	Chr3	16573593	16577181	Zm00001d039822	Chr3	15911040	15915529	Zm00001eb124060	chr3	16582524	16588370	Zm00014a001903	chr3	16914450	16917073					
Zm00001eb124010	40.83		GRMZM2G025817	Chr3	16266997	16269879	Zm00001d039815	Chr3	15591786	15594122	Zm00001eb124010	chr3	16264303	16265045									
Zm00001d039799	40.83		GRMZM2G065471	Chr3	15871857	15873164	Zm00001d039799	Chr3	15169209	15170228	Zm00001eb123910	chr3	15841327	15842852									
Zm00001eb123930	40.83		GRMZM2G016720	Chr3	15905316	15906179	Zm00001d039802	Chr3	15215409	15216272	Zm00001eb123930	chr3	15887565	15888880									
Zm00001eb124030	40.83		GRMZM2G102822	Chr3	16432255	16433155	Zm00001d039817	Chr3	15766859	15768054	Zm00001eb124030	chr3	16439651	16440868									
Zm00001eb124040	40.83		GRMZM2G387828	Chr3	16476743	16477633	Zm00001d039818	Chr3	15811454	15812643	Zm00001eb124040	chr3	16484227	16485407									
his2b7	40.83		GRMZM2G163939	Chr3	16571066	16572748	Zm00001d039821	Chr3	15909790	15910239	Zm00001eb124070	chr3	16582524	16583269									
gbf2	40.83		GRMZM2G101646	Chr3	16039348	16040366	Zm00001d039805	Chr3	15349457	15350327	Zm00001eb123950	chr3	16021652	16022966									
ppr164	40.83		GRMZM2G028718	Chr3	16095588	16108860	Zm00001d039808	Chr3	15427029	15432943	Zm00001eb123970	chr3	16090658	16105425									
umc1425	40.84		AC190933.3_FG004	Chr3	16622724	16624527					Zm00001eb124110	chr3	16633157	16633725									
IDP697	40.84		GRMZM2G463580	Chr3	16580753	16584193	Zm00001d039824	Chr3	15918978	15922548	Zm00001eb124080	chr3	16591800	16594493									
smr11	40.84		GRMZM2G140032	Chr3	16654677	16655507	Zm00001d039827	Chr3	15992310	15992768	Zm00001eb124120	chr3	16665066	16665950									
Zm00001eb124150	40.85		GRMZM2G176446	Chr3	16864298	16866251	Zm00001d039833	Chr3	16203110	16205064	Zm00001eb124150	chr3	16875694	16878095									
pco076728	40.86		GRMZM2G156816	Chr3	17009952	17012282	Zm00001d039837	Chr3	16287892	16290203	Zm00001eb124170	chr3	16960715	16963068									
npi446	40.95																						
hct7	41.00		AC215260.3_FG003	Chr3	17028296	17029723	Zm00001d039840	Chr3	16366920	16369185	Zm00001eb124190	chr3	17039767	17042048									
pco115104	41.40		AC215260.3_FG001	Chr3	17124394	17124921	Zm00001d039842	Chr3	16468276	16468803	Zm00001eb124210	chr3	17141158	17143748									
umc2000	41.73																						
cl58476_1	41.80		GRMZM2G162622	Chr3	17182935	17184351	Zm00001d039845	Chr3	16527096	16527461													
Zm00001d039847	41.88		AC219043.3_FG003	Chr3	17190638	17191048	Zm00001d039847	Chr3	16534683	16535093	Zm00001eb124260	chr3	17207435	17208711									
IDP6793	41.90		GRMZM2G162527	Chr3	17191199	17194774	Zm00001d039848	Chr3	16535244	16539074	Zm00001eb124270	chr3	17207530	17211955									
umc1608	42.00		GRMZM5G871336	Chr3	17266854	17271395	Zm00001d039851	Chr3	16611925	16616740	Zm00001eb124290	chr3	17284296	17289664									
ggt1	42.00		GRMZM2G451327	Chr3	17442021	17443895	Zm00001d039856	Chr3	16786916	16799630	Zm00001eb124350	chr3	17463772	17472789									
hcd1	42.00		GRMZM2G151087	Chr3	17438267	17441684	Zm00001d039856	Chr3	16786916	16799630	Zm00001eb124340	chr3	17459845	17463262									
GRMZM5G839422	42.00		GRMZM5G839422	Chr3	17291735	17297668	Zm00001d039852	Chr3	16634991	16640993	Zm00001eb124300	chr3	17307877	17313896									
mtl3	42.01		GRMZM2G099340	Chr3	17614009	17614990	Zm00001d039859	Chr3	16955374	16956401	Zm00001eb124380	chr3	17628281	17628742									
LOC100192707	42.01		GRMZM2G541193	Chr3	17616180	17622799	Zm00001d039860	Chr3	16957506	16980111	Zm00001eb124390	chr3	17630405	17653262									
tpi4	42.02		GRMZM2G030784	Chr3	17832286	17836567	Zm00001d039865	Chr3	17163334	17167131	Zm00001eb124410	chr3	17825161	17828978									
nced10	42.02																						
si683008g10a	42.05		GRMZM2G100898	Chr3	17928019	17933818	Zm00001d039867	Chr3	17266726	17272686	Zm00001eb124430	chr3	17928614	17934389									
umc1965	42.10		GRMZM2G100881	Chr3	17949070	17955477	Zm00001d039871	Chr3	17287896	17294429	Zm00001eb124450	chr3	17949777	17956279									
LOC100276757	42.14		GRMZM2G384090	Chr3	18032578	18034994	Zm00001d039878	Chr3	17379356	17380994	Zm00001eb124500	chr3	18041191	18043330									
cl9762_1a	42.15		GRMZM2G085713	Chr3	18034280	18037979	Zm00001d039879	Chr3	17381216	17384469	Zm00001eb124510	chr3	18043626	18046364									
pco145718b	42.20		GRMZM2G037134	Chr3	18187207	18191551	Zm00001d039881	Chr3	17540895	17545272	Zm00001eb124530	chr3	18193093	18197492									
LOC100286211	42.24		AC233872.1_FG003	Chr3	18228180	18230298	Zm00001d039883	Chr3	17590735	17593442	Zm00001eb124560	chr3	18242881	18245540									
LOC100193742	42.26		GRMZM5G836162	Chr3	18236410	18240944	Zm00001d039884	Chr3	17599025	17603565	Zm00001eb124570	chr3	18251244	18255715									
LOC103649787	42.30		GRMZM2G092668	Chr3	18325492	18330700	Zm00001d039886	Chr3	17688942	17693135	Zm00001eb124580	chr3	18341389	18345288									
Zm00001d039889	42.34		GRMZM2G701362	Chr3	18639402	18640833	Zm00001d039889	Chr3	17989959	17990890	Zm00001eb124600	chr3	18642195	18642908									
miR393b	42.36		zma-MIR393b	Chr3	18647140	18647247	zma-MIR393b	Chr3	17997197	17997304													
ugt3	42.98		GRMZM2G055446	Chr3	18826726	18828132	Zm00001d039891	Chr3	18182217	18183569	Zm00001eb124620	chr3	18834186	18836141									
myb81	43.00		GRMZM2G020772	Chr3	19005064	19007583	Zm00001d039893	Chr3	18371543	18374234	Zm00001eb124630	chr3	19023966	19026661									
pco063875	43.05		GRMZM2G044552	Chr3	19255236	19258408	Zm00001d039899	Chr3	18636392	18639644	Zm00001eb124670	chr3	19279283	19287126									
cl50999_-1	43.06		GRMZM2G045392	Chr3	19263962	19269671	Zm00001d039901	Chr3	18645159	18650625	Zm00001eb124690	chr3	19287936	19293615									
ereb233	43.07						Zm00001d039907	Chr3	18927896	18929032	Zm00001eb124740	chr3	19549253	19550940									
skd1	43.07		GRMZM2G088834	Chr3	19461658	19470533	Zm00001d039904	Chr3	18861813	18870713	Zm00001eb124730	chr3	19483306	19493273									
flr17	43.08		GRMZM2G022897	Chr3	19770162	19785650	Zm00001d039911	Chr3	19172631	19188173	Zm00001eb124780	chr3	19794268	19809842									
LOC542610	43.08		GRMZM2G327564	Chr3	19677747	19678708	Zm00001d039908	Chr3	19082590	19083063	Zm00001eb124750	chr3	19703810	19704834									
LOC100382383	43.08		GRMZM2G320521	Chr3	19762669	19764751	Zm00001d039910	Chr3	19165400	19166920	Zm00001eb124770	chr3	19786943	19789264									
mads54	43.10		GRMZM2G320549	Chr3	19792210	19807087	Zm00001d039913	Chr3	19194748	19210804	Zm00001eb124790	chr3	19816426	19832549									
