MaizeGDB: Details of Map Genetic 1
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
php20537b	17.78		GRMZM2G089056	Chr1	6914659	6919235					Zm00001d027504	Chr1	6907596	6912220	Zm00001eb002440	chr1	6860587	6865501																	
LOC103631588	17.80		GRMZM2G089092	Chr1	6922162	6925587					Zm00001d027505	Chr1	6915078	6918536	Zm00001eb002450	chr1	6868157	6871764																	
bnlg1014	20.70		GRMZM2G020548	Chr1	7034342	7040091					Zm00001d027506	Chr1	7028338	7034080	Zm00001eb002460	chr1	6981387	6987213																	
GRMZM2G109566	20.71		GRMZM2G109566	Chr1	7069663	7073822					Zm00001d027508	Chr1	7064043	7068106	Zm00001eb002470	chr1	7017011	7021170																	
nlp7	20.72		GRMZM2G109509	Chr1	7079807	7085736					Zm00001d027510	Chr1	7075161	7079887	Zm00001eb002490	chr1	7027155	7033202																	
cat2	20.76		GRMZM2G090568	Chr1	7153870	7156146					Zm00001d027511	Chr1	7144392	7146668	Zm00001eb002510	chr1	7097393	7099916																	
cl457_2a	20.80		GRMZM2G090738	Chr1	7157856	7162079					Zm00001d027512	Chr1	7148372	7152568	Zm00001eb002520	chr1	7101389	7105705																	
phm6238	20.82		GRMZM2G057158	Chr1	7186197	7191995					Zm00001d027514	Chr1	7177670	7183179	Zm00001eb002530	chr1	7130513	7136524																	
IDP8147	20.85		GRMZM2G040887	Chr1	7237111	7257507					Zm00001d027515	Chr1	7238508	7259024	Zm00001eb002540	chr1	7181045	7201561																	
cl61826_1	20.89		GRMZM2G071349	Chr1	7295695	7296464					Zm00001d027517	Chr1	7297900	7300800	Zm00001eb002560	chr1	7240404	7243288																	
ygl1	20.90		GRMZM2G007441	Chr1	7308073	7309722	Zm00007a00019471	chr1	6859831	6861111	Zm00001d027518	Chr1	7311454	7312602																					
ccl30	20.91		GRMZM2G096020	Chr1	7336740	7343360					Zm00001d027519	Chr1	7339915	7346200	Zm00001eb002570	chr1	7282397	7288752																	
expa6	20.93		GRMZM2G095968	Chr1	7353116	7355434					Zm00001d027520	Chr1	7356309	7358599	Zm00001eb002590	chr1	7298972	7300989																	
Zm00001eb002610	20.95		GRMZM2G099598	Chr1	7391605	7396327					Zm00001d027523	Chr1	7394984	7399582	Zm00001eb002610	chr1	7337514	7342201																	
chn22	20.96		GRMZM2G099454	Chr1	7398292	7402945					Zm00001d027524	Chr1	7401558	7403097	Zm00001eb002620	chr1	7344153	7348877																	
IDP4043	20.97		GRMZM2G092719	Chr1	7451481	7453677					Zm00001d027527	Chr1	7457235	7459538	Zm00001eb002640	chr1	7399951	7402416																	
chn32	20.97		GRMZM2G099454	Chr1	7398292	7402945					Zm00001d027525	Chr1	7404965	7406223	Zm00001eb002620	chr1	7344153	7348877																	
Zm00001eb002650	20.99		GRMZM2G359710	Chr1	7479471	7483276					Zm00001d027528	Chr1	7486177	7489708	Zm00001eb002650	chr1	7430966	7432307																	
nactf53	21.00		GRMZM2G059428	Chr1	7483453	7485519					Zm00001d027530	Chr1	7490367	7492305	Zm00001eb002660	chr1	7432853	7434882																	
Zm00001eb002680	21.03		GRMZM2G110345	Chr1	7555923	7560929					Zm00001d027532	Chr1	7558685	7564087	Zm00001eb002680	chr1	7501227	7506747																	
Zm00001eb002690	21.04		GRMZM2G410991	Chr1	7561362	7564513					Zm00001d027533	Chr1	7564459	7567651	Zm00001eb002690	chr1	7506984	7509465																	
ccl15	21.06		GRMZM2G110616	Chr1	7563704	7565914					Zm00001d027534	Chr1	7566776	7568986	Zm00001eb002700	chr1	7509171	7511704																	
ccl8	21.10		GRMZM2G465806	Chr1	7592784	7597178					Zm00001d027535	Chr1	7598105	7602501	Zm00001eb002720	chr1	7540589	7545110																	
sat4	21.14		GRMZM2G048740	Chr1	7681771	7696208					Zm00001d027536	Chr1	7686285	7701265	Zm00001eb002740	chr1	7638621	7653175																	
gst11	21.20		GRMZM2G119499	Chr1	7819661	7821095					Zm00001d027539	Chr1	7844326	7845737	Zm00001eb002780	chr1	7779715	7781456																	
gst12	21.30		GRMZM2G096269	Chr1	7854954	7856758					Zm00001d027540	Chr1	7878334	7879915	Zm00001eb002790	chr1	7813648	7815428																	
gst58	21.40		GRMZM2G096247	Chr1	7858766	7859978					Zm00001d027541	Chr1	7882159	7883359	Zm00001eb002800	chr1	7817539	7818734																	
gst10	21.40		GRMZM2G096153	Chr1	7861824	7863470					Zm00001d027542	Chr1	7885525	7886863	Zm00001eb002810	chr1	7820676	7822238																	
miR171e	21.48		zma-MIR171e	Chr1	7950197	7950322					zma-MIR171e	Chr1	7976712	7976837																					
ank2	21.50		GRMZM2G092481	Chr1	7960810	7964689					Zm00001d027544	Chr1	7978897	7991204	Zm00001eb002820	chr1	7915951	7926608																	
bhlh35	21.58		GRMZM2G173372	Chr1	7991271	7993431					Zm00001d027546	Chr1	8017653	8019823	Zm00001eb002830	chr1	7953030	7955203																	
smt2	21.59		GRMZM2G075701	Chr1	8025216	8027013					Zm00001d027548	Chr1	8046302	8047417	Zm00001eb002850	chr1	7981349	7983158																	
pht10	21.59		GRMZM2G075870	Chr1	8032558	8034556					Zm00001d027549	Chr1	8053530	8055161	Zm00001eb002860	chr1	7988607	7990762																	
gst31	21.60		GRMZM2G475059	Chr1	8107800	8109879					Zm00001d027557	Chr1	8129042	8130156	Zm00001eb002950	chr1	8064330	8065482																	
dnaj101	21.60		GRMZM2G176499	Chr1	8098893	8101547					Zm00001d027556	Chr1	8119828	8122747	Zm00001eb002940	chr1	8055025	8058183																	
aco12	22.00		GRMZM2G176397	Chr1	8131181	8143070					Zm00001d027558	Chr1	8152458	8164250	Zm00001eb002960	chr1	8087643	8099716																	
Zm00001eb002980	22.04		GRMZM2G176144	Chr1	8208009	8214743					Zm00001d027567	Chr1	8234878	8235877	Zm00001eb002980	chr1	8170576	8171343																	
gras93	22.06		GRMZM2G176124	Chr1	8225063	8226664					Zm00001d027569	Chr1	8246625	8247566	Zm00001eb002990	chr1	8180977	8183283																	
prh101	22.08		AC155624.2_FG006	Chr1	8260041	8264449					Zm00001d027570	Chr1	8280558	8285255	Zm00001eb003000	chr1	8216041	8220640																	
prh95	22.10		GRMZM5G833774	Chr1	8266754	8270578					Zm00001d027571	Chr1	8286848	8291232	Zm00001eb003010	chr1	8222270	8226801																	
prh97	22.12		GRMZM5G891266	Chr1	8278662	8284461					Zm00001d027572	Chr1	8302347	8308349	Zm00001eb003020	chr1	8237799	8243846																	
ommp1	22.30		GRMZM2G018417	Chr1	8306859	8347066					Zm00001d027578	Chr1	8363014	8365720	Zm00001eb003070	chr1	8298052	8307439																	
cl3927_1a	22.50		GRMZM2G018579	Chr1	8347283	8348889					Zm00001d027581	Chr1	8372150	8373610	Zm00001eb003080	chr1	8307488	8310461																	
mgt10	22.51		GRMZM2G018706	Chr1	8348905	8351557					Zm00001d027582	Chr1	8373817	8376354	Zm00001eb003090	chr1	8308330	8311889																	
LOC103644413	22.58		GRMZM2G068336	Chr1	8422317	8424207																													
cki3	22.60		GRMZM2G157510	Chr1	8442682	8446230					Zm00001d027585	Chr1	8485866	8489268	Zm00001eb003110	chr1	8421233	8424781																	
bzr9	22.70		GRMZM2G152172	Chr1	8453673	8455727					Zm00001d027587	Chr1	8496660	8498315	Zm00001eb003120	chr1	8431970	8434160																	
TIDP3353	22.86		GRMZM2G009014	Chr1	8510046	8514842					Zm00001d027588	Chr1	8552388	8557230	Zm00001eb003130	chr1	8488013	8492319																	
umc1948	22.91		GRMZM2G172758	Chr1	8531138	8532984					Zm00001d027589	Chr1	8572245	8574091	Zm00001eb003140	chr1	8507769	8509626																	
php20603	22.93		GRMZM2G172751	Chr1	8533004	8536769					Zm00001d027590	Chr1	8573955	8577898	Zm00001eb003150	chr1	8508665	8513447																	
prc3	23.00		GRMZM2G472167	Chr1	8552957	8556040					Zm00001d027593	Chr1	8596506	8599611	Zm00001eb003170	chr1	8532021	8535132																	
IDP65a	23.10		GRMZM2G171181	Chr1	8612132	8615308					Zm00001d027595	Chr1	8661846	8665065	Zm00001eb003180	chr1	8597480	8600656																	
si687077f10a	23.11		GRMZM2G171324	Chr1	8617191	8621894					Zm00001d027596	Chr1	8666871	8671854	Zm00001eb003190	chr1	8602409	8607605																	
cct101	23.15		GRMZM2G474258	Chr1	8628195	8630977					Zm00001d027598	Chr1	8677635	8679500	Zm00001eb003210	chr1	8613269	8616306																	
cl309_1	23.18		GRMZM2G323830	Chr1	8651403	8653430					Zm00001d027599	Chr1	8701300	8702856	Zm00001eb003230	chr1	8636709	8642534																	
TIDP3460	23.20		GRMZM2G062946	Chr1	8735652	8737767					Zm00001d027601	Chr1	8774248	8775855	Zm00001eb003240	chr1	8709369	8711596																	
IDP7821	23.25		GRMZM2G057694	Chr1	8782481	8816588					Zm00001d027605	Chr1	8853746	8854381	Zm00001eb003300	chr1	8782852	8790018																	
Zm00001d027606	23.27		GRMZM2G066805	Chr1	8874142	8876689					Zm00001d027606	Chr1	8916341	8917933	Zm00001eb003310	chr1	8851179	8853759																	
pdlp1	23.30		GRMZM2G066860	Chr1	8877557	8880470					Zm00001d027607	Chr1	8919684	8921767	Zm00001eb003320	chr1	8854892	8857756																	
Zm00001eb003330	23.32		GRMZM2G046888	Chr1	8937549	8940006					Zm00001d027610	Chr1	8979876	8981567	Zm00001eb003330	chr1	8914927	8917458																	
gts4	23.38		GRMZM2G046932	Chr1	8967225	8971750					Zm00001d027612	Chr1	9008951	9013386	Zm00001eb003350	chr1	8944150	8949254																	
pco082302	23.40		GRMZM2G047002	Chr1	8973597	8975454					Zm00001d027613	Chr1	9015345	9016646	Zm00001eb003360	chr1	8950876	8952733																	
pco098394	23.50		GRMZM2G149257	Chr1	9045050	9047916					Zm00001d027618	Chr1	9112947	9115668	Zm00001eb003420	chr1	9048595	9051295																	
amyb2	23.60		GRMZM2G450125	Chr1	9051958	9054939					Zm00001d027619	Chr1	9119707	9122688	Zm00001eb003440	chr1	9055141	9058547																	
ring4	23.63		GRMZM2G041899	Chr1	9117737	9120290					Zm00001d027621	Chr1	9160553	9163106	Zm00001eb003450	chr1	9096081	9099284																	
ring5	23.65		GRMZM2G355846	Chr1	9183020	9187455					Zm00001d027622	Chr1	9228763	9233305	Zm00001eb003460	chr1	9164434	9168992																	
myb120	23.80		GRMZM2G054111	Chr1	9210655	9212108					Zm00001d027623	Chr1	9256393	9258054	Zm00001eb003470	chr1	9192133	9193586																	
cl4845_1	23.86		GRMZM5G823004	Chr1	9293846	9297105					Zm00001d027624	Chr1	9341530	9344789	Zm00001eb003480	chr1	9277279	9280548																	
mrpa4	24.05		GRMZM5G820122	Chr1	9298049	9301828					Zm00001d027625	Chr1	9346098	9353496	Zm00001eb003490	chr1	9282197	9289488																	
sbt54	24.07		GRMZM2G107686	Chr1	9391155	9393608					Zm00001d027627	Chr1	9451166	9453547	Zm00001eb003520	chr1	9386888	9389574																	
IDP8218	24.08		GRMZM2G107679	Chr1	9419289	9423795					Zm00001d027628	Chr1	9479223	9480967	Zm00001eb003530	chr1	9412266	9419447																	
umc1484	24.10		GRMZM2G107532	Chr1	9428005	9432250					Zm00001d027630	Chr1	9488000	9492140	Zm00001eb003540	chr1	9423681	9428283																	
IDP1437a	25.00		GRMZM2G170567	Chr1	9517706	9536311					Zm00001d027633	Chr1	9547625	9612900	Zm00001eb003550	chr1	9483547	9565925																	
LOC118471899	25.06		GRMZM2G415390	Chr1	9575044	9576171									Zm00001eb003590	chr1	9573057	9573905																	
LOC103644420	25.06										Zm00001d027636	Chr1	9637254	9638102																					
gpm125	25.10		GRMZM2G332548	Chr1	9749306	9752079									Zm00001eb003650	chr1	9770696	9773193																	
Zm00001d027645	25.12		GRMZM2G009818	Chr1	9800492	9804655					Zm00001d027645	Chr1	9880364	9883905	Zm00001eb003660	chr1	9816090	9819649																	
gtf1	25.14		GRMZM2G178571	Chr1	9906778	9917383					Zm00001d027646	Chr1	9986510	9996961	Zm00001eb003670	chr1	9922122	9932704																	
Zm00001eb003680	25.18		GRMZM2G062933	Chr1	9950628	9953202					Zm00001d027647	Chr1	10028217	10030507	Zm00001eb003680	chr1	9963642	9966321																	
ank3	25.20		GRMZM2G062841	Chr1	9984329	9987526					Zm00001d027648	Chr1	10061602	10064837	Zm00001eb003690	chr1	9997481	10000557																	
ring6	25.22		GRMZM2G062724	Chr1	10027911	10032255					Zm00001d027649	Chr1	10105590	10109563	Zm00001eb003700	chr1	10041312	10045344																	
tip1	25.27										Zm00001d027652	Chr1	10150836	10152891	Zm00001eb003730	chr1	10086538	10088673																	
IDP847	25.70		GRMZM2G038485	Chr1	10086892	10088127					Zm00001d027655	Chr1	10257667	10258752	Zm00001eb003750	chr1	10193332	10194462																	
lls1	25.72		GRMZM2G339563	Chr1	10090835	10095173					Zm00001d027656	Chr1	10261506	10265855	Zm00001eb003760	chr1	10197232	10201491																	
mmp93	25.74		GRMZM2G087918	Chr1	10220690	10229909					Zm00001d027659	Chr1	10349113	10358254	Zm00001eb003780	chr1	10284767	10294120																	
LOC103644425	25.78		GRMZM2G439049	Chr1	10380358	10385979					Zm00001d027665	Chr1	10492323	10572503	Zm00001eb003810	chr1	10427630	10507897																	
Zm00001d027666	25.79										Zm00001d027666	Chr1	10573120	10573190																					
pilncr1	25.80		GRMZM2G086179	Chr1	10434486	10435027					Zm00001d022669	Chr1	10576061	10576673	Zm00001eb003820	chr1	10511453	10512069																	
citt1	25.81		GRMZM2G028521	Chr1	10540341	10544903					Zm00001d027667	Chr1	10614579	10622700	Zm00001eb003830	chr1	10549979	10558095																	
mam2	25.83										Zm00001d027671	Chr1	10681229	10686519	Zm00001eb003840	chr1	10616565	10622381																	
XP_020400651.1	25.84		GRMZM2G142938	Chr1	10485352	10486120					Zm00001d027672	Chr1	10687116	10690173	Zm00001eb003850	chr1	10622440	10625585																	
Zm00001eb003860	25.86		GRMZM2G150925	Chr1	10582296	10584297					Zm00001d027673	Chr1	10752127	10754142	Zm00001eb003860	chr1	10672311	10674525																	
Zm00001eb003870	25.88		GRMZM2G150915	Chr1	10585972	10587500					Zm00001d027674	Chr1	10755659	10757365	Zm00001eb003870	chr1	10675981	10677669																	
cl20312_1a	25.89		GRMZM2G150867	Chr1	10588900	10591791					Zm00001d027675	Chr1	10758933	10761622	Zm00001eb003880	chr1	10679227	10681893																	
Zm00001eb003890	25.89		GRMZM2G043799	Chr1	10672430	10677847					Zm00001d027676	Chr1	10854296	10857324	Zm00001eb003890	chr1	10774523	10779546																	
Zm00001eb003900	25.89		GRMZM2G329159	Chr1	10691916	10695297					Zm00001d027677	Chr1	10875911	10878329	Zm00001eb003900	chr1	10795528	10798665																	
lbd1	25.90		GRMZM2G092483	Chr1	10818799	10819994					Zm00001d027678	Chr1	10986933	10988125	Zm00001eb003910	chr1	10907217	10908561																	
rtcs1	25.92		GRMZM2G092542	Chr1	10824798	10826042					Zm00001d027679	Chr1	10992938	10994177	Zm00001eb003920	chr1	10913208	10914536																	
pco140232	25.95		GRMZM2G092578	Chr1	10843023	10847782					Zm00001d027680	Chr1	11011198	11015865	Zm00001eb003930	chr1	10931611	10936195																	
si687004d10	25.97		GRMZM2G139834	Chr1	10897955	10900349					Zm00001d027682	Chr1	11066056	11069126	Zm00001eb003960	chr1	10986206	10988709																	
Zm00001eb003940	25.97														Zm00001eb003940	chr1	10985266	10986096																	
Zm00001d022672	25.97										Zm00001d022672	Chr1	11071717	11073237																					
cl15737_-2	25.98		GRMZM2G358279	Chr1	10958964	10963240					Zm00001d027683	Chr1	11126731	11130713	Zm00001eb003970	chr1	11046929	11051293																	
ring7	25.98		GRMZM2G056786	Chr1	10969158	10970735					Zm00001d027684	Chr1	11137397	11138338	Zm00001eb003980	chr1	11055704	11058858																	
ereb95	25.99		AC198979.4_FG009	Chr1	10988032	10988424					Zm00001d027687	Chr1	11155935	11156159	Zm00001eb004020	chr1	11075805	11076645																	
ring8	25.99		GRMZM2G056804	Chr1	10976281	10977368					Zm00001d027685	Chr1	11144189	11145097	Zm00001eb004000	chr1	11064107	11065807																	
umc1222	26.00		GRMZM2G056870	Chr1	10989939	10997425					Zm00001d027688	Chr1	11158115	11165247	Zm00001eb004030	chr1	11078505	11085350																	
Zm00001d027691	26.02		GRMZM2G370985	Chr1	11053446	11057141					Zm00001d027691	Chr1	11207688	11225217																					
GRMZM2G112728	26.20		GRMZM2G112728	Chr1	11107901	11112061					Zm00001d027694	Chr1	11299491	11303586	Zm00001eb004050	chr1	11194545	11198830																	
grx15	26.22		GRMZM2G413315	Chr1	11112985	11113433					Zm00001d027695	Chr1	11304567	11304881	Zm00001eb004060	chr1	11199762	11200076																	
LOC100277440	26.38		GRMZM2G112640	Chr1	11167222	11174106					Zm00001d027699	Chr1	11358826	11365515	Zm00001eb004090	chr1	11254074	11260817																	
pht9	26.40		GRMZM2G070087	Chr1	11209543	11211528					Zm00001d027700	Chr1	11409287	11410861	Zm00001eb004100	chr1	11304260	11306250																	
Zm00001eb004120	26.44		GRMZM2G100707	Chr1	11237674	11244082					Zm00001d027701	Chr1	11432184	11438681	Zm00001eb004120	chr1	11327287	11334068																	
Zm00001eb004130	26.48		GRMZM2G401342	Chr1	11295303	11298152					Zm00001d027702	Chr1	11490592	11492813	Zm00001eb004130	chr1	11387155	11387466																	
hagtf1	26.50		AC209858.4_FG004	Chr1	11299653	11300336					Zm00001d027703	Chr1	11493216	11495046	Zm00001eb004140	chr1	11388592	11390370																	
Zm00001d027705	26.53		AC209858.4_FG003	Chr1	11358212	11361067					Zm00001d027705	Chr1	11553987	11554837																					
LOC100501489	26.54		AC209858.4_FG002	Chr1	11389756	11395748					Zm00001d027706	Chr1	11584062	11590167	Zm00001eb004160	chr1	11479203	11485535																	
umc2595	26.56		GRMZM2G703490	Chr1	11398464	11401324					Zm00001d027707	Chr1	11591119	11595660	Zm00001eb004170	chr1	11486189	11491069																	
hipp2	26.58		GRMZM2G086163	Chr1	11473518	11475645					Zm00001d027708	Chr1	11664783	11666908	Zm00001eb004180	chr1	11559724	11562557																	
e2f19	26.60		GRMZM2G086072	Chr1	11479832	11487112					Zm00001d027709	Chr1	11671171	11678446	Zm00001eb004190	chr1	11566533	11573834																	
prx44	26.62		GRMZM2G122816	Chr1	11523362	11525233					Zm00001d027710	Chr1	11715889	11717774	Zm00001eb004200	chr1	11611294	11613230																	
ccl16	26.64		GRMZM2G122787	Chr1	11527023	11532534					Zm00001d027711	Chr1	11719840	11725110	Zm00001eb004210	chr1	11615310	11620571																	
rsua1	27.08		GRMZM2G315806	Chr1	11687866	11691260					Zm00001d027714	Chr1	11881252	11887552	Zm00001eb004240	chr1	11776626	11783053																	
arm51	27.09		GRMZM2G445783	Chr1	11787880	11791202					Zm00001d027715	Chr1	11952380	11984542	Zm00001eb004250	chr1	11847885	11880702																	
expa12	27.11		GRMZM2G173826	Chr1	11848501	11849541					Zm00001d027717	Chr1	12042589	12043629	Zm00001eb004260	chr1	11938116	11939457																	
larp11	27.44		GRMZM2G140339	Chr1	11908440	11941521					Zm00001d027719	Chr1	12103775	12105421	Zm00001eb004290	chr1	11999339	12034402																	
Zm00001d027720	27.47		GRMZM2G141624	Chr1	11941661	11942839					Zm00001d027720	Chr1	12139063	12139619	Zm00001eb004300	chr1	12034631	12035191																	
zbl1	27.48		GRMZM2G141636	Chr1	11944059	11949856					Zm00001d027721	Chr1	12140948	12146615	Zm00001eb004310	chr1	12036472	12042381																	
nod1	27.50		GRMZM2G027821	Chr1	11979866	11984789					Zm00001d027722	Chr1	12170863	12175121	Zm00001eb004320	chr1	12066478	12071483																	
LOC100216600	27.54		GRMZM5G813886	Chr1	11984982	11991283					Zm00001d027723	Chr1	12176198	12182441	Zm00001eb004340	chr1	12071464	12078408																	
nudx1	27.63		GRMZM2G000737	Chr1	12087169	12094867					Zm00001d027725	Chr1	12285452	12287041	Zm00001eb004360	chr1	12181024	12182613																	
Zm00001eb004370	27.64		GRMZM2G000749	Chr1	12096519	12104576					Zm00001d027726	Chr1	12288610	12296582	Zm00001eb004370	chr1	12184201	12192434																	
gpm584	27.68		GRMZM2G300801	Chr1	12138275	12140019					Zm00001d027727	Chr1	12330534	12331811	Zm00001eb004390	chr1	12225905	12227916																	
LOC100193503	27.70		GRMZM2G000823	Chr1	12143635	12148243					Zm00001d027728	Chr1	12335763	12340666	Zm00001eb004400	chr1	12231188	12236708																	
Zm00001d027729	27.71		GRMZM2G075958	Chr1	12149050	12150530					Zm00001d027729	Chr1	12340668	12342288	Zm00001eb004410	chr1	12235692	12237894																	
ect14	27.73		GRMZM2G076062	Chr1	12162857	12167581					Zm00001d027731	Chr1	12354762	12359640	Zm00001eb004420	chr1	12250196	12255463																	
sbt59	27.74		GRMZM2G377780	Chr1	12173132	12183477					Zm00001d027732	Chr1	12364471	12371991	Zm00001eb004430	chr1	12259826	12270517																	
IDP8388	27.76		GRMZM2G076423	Chr1	12183183	12186732					Zm00001d027734	Chr1	12374888	12378539	Zm00001eb004440	chr1	12269760	12274137																	
ofp2	28.00		GRMZM2G096252	Chr1	12208463	12209068					Zm00001d027739	Chr1	12400468	12401019	Zm00001eb004460	chr1	12295693	12296799																	
npi579b	28.05																																		
rab30	28.50		GRMZM2G472236	Chr1	12246354	12247358					Zm00001d027740	Chr1	12442621	12443983	Zm00001eb004470	chr1	12338113	12339599																	
ppr7	28.50		GRMZM2G169747	Chr1	12247810	12249451					Zm00001d027741	Chr1	12444329	12446126	Zm00001eb004480	chr1	12339919	12341874																	
umc1723a	28.51		GRMZM2G472266	Chr1	12251709	12253267					Zm00001d027742	Chr1	12448970	12449458	Zm00001eb004490	chr1	12343656	12345162																	
mkkk34	28.52		GRMZM2G038982	Chr1	12306749	12314352					Zm00001d027743	Chr1	12502776	12510591	Zm00001eb004500	chr1	12398256	12406197																	
sfp4	28.53		GRMZM2G154211	Chr1	12350236	12355974					Zm00001d027749	Chr1	12546659	12552109	Zm00001eb004550	chr1	12441876	12448043																	
umc157a(chn)	28.54																																		
nmat2	28.55		GRMZM2G154119	Chr1	12426351	12428905					Zm00001d027751	Chr1	12621185	12624879	Zm00001eb004560	chr1	12516663	12520623																	
bhlh110	28.56		GRMZM2G452996	Chr1	12462798	12465171					Zm00001d027753	Chr1	12658925	12661298	Zm00001eb004600	chr1	12553686	12555464																	
IDP3918b	28.57		GRMZM2G154036	Chr1	12479609	12485653					Zm00001d027755	Chr1	12675736	12681850	Zm00001eb004630	chr1	12571270	12577450																	
gpm556	28.58		GRMZM2G165998	Chr1	12513231	12517880					Zm00001d027756	Chr1	12708983	12713231	Zm00001eb004660	chr1	12616876	12620960																	
