MaizeGDB: Details of Map Genetic 5
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
iaa19	18.75		GRMZM2G152796	Chr5	4201092	4202519	Zm00001d013071	Chr5	4310449	4311941	Zm00001eb212890	chr5	4486886	4488378																					
pco092396	18.77		GRMZM2G152751	Chr5	4198647	4200056	Zm00001d013072	Chr5	4313552	4316490	Zm00001eb212900	chr5	4489394	4492992																					
bhlh159	18.80		GRMZM2G004356	Chr5	4217936	4222849	Zm00001d013073	Chr5	4321102	4333658	Zm00001eb212930	chr5	4505931	4510166																					
ohp2	19.00		GRMZM2G007063	Chr5	4253958	4257719	Zm00001d013074	Chr5	4364088	4367769	Zm00001eb212940	chr5	4540530	4541551																					
IDP7211	19.25		GRMZM2G305254	Chr5	4258352	4267562	Zm00001d013075	Chr5	4368506	4377766	Zm00001eb212950	chr5	4544953	4554161																					
gpm217b	19.50		GRMZM2G007695	Chr5	4269184	4271800	Zm00001d013076	Chr5	4379338	4381854	Zm00001eb212960	chr5	4555704	4560287																					
miR167c	19.74		zma-MIR167c	Chr5	4304401	4304532	zma-MIR167c	Chr5	4414244	4414375																									
umc2783	19.80		GRMZM2G099474	Chr5	4312463	4317205	Zm00001d013079	Chr5	4422306	4427048	Zm00001eb213000	chr5	4598752	4603506																					
lrx5	19.82		GRMZM2G099491	Chr5	4322359	4324006	Zm00001d013080	Chr5	4432208	4433838	Zm00001eb213010	chr5	4608374	4610327																					
ppr13	20.00		GRMZM2G099604	Chr5	4335522	4337752	Zm00001d013081	Chr5	4445501	4447321	Zm00001eb213020	chr5	4621197	4623904																					
jpsb239a	20.93																																		
lim407	21.28																																		
Zm00001d013082	22.49		GRMZM2G099615	Chr5	4345266	4349315	Zm00001d013082	Chr5	4455062	4455903	Zm00001eb213050	chr5	4631521	4635514																					
xrn3	22.51		GRMZM2G099630	Chr5	4351432	4366692	Zm00001d013083	Chr5	4461282	4476568	Zm00001eb213060	chr5	4637728	4653134																					
cl35478_1d	22.52		GRMZM2G099736	Chr5	4369262	4370896	Zm00001d013084	Chr5	4479886	4480765	Zm00001eb213070	chr5	4656340	4657219																					
AY109733	22.55		GRMZM2G130544	Chr5	4423400	4425941	Zm00001d013086	Chr5	4528425	4530419	Zm00001eb213080	chr5	4709194	4711278																					
hagtf21	22.56		GRMZM2G431445	Chr5	4426539	4427138	Zm00001d013087	Chr5	4531531	4532118	Zm00001eb213090	chr5	4711386	4713178																					
plt45	22.56		GRMZM2G130454	Chr5	4430426	4431606	Zm00001d013089	Chr5	4535409	4536527	Zm00001eb213110	chr5	4716222	4717441																					
LOC103627969	22.56		GRMZM2G130536	Chr5	4427920	4428755	Zm00001d013088	Chr5	4532993	4533650	Zm00001eb213100	chr5	4713424	4714573																					
IDP4253	22.57		GRMZM2G306062	Chr5	4469647	4473724	Zm00001d013090	Chr5	4574326	4579214	Zm00001eb213120	chr5	4755114	4760108																					
IDP5934	22.57		GRMZM2G007246	Chr5	4480677	4481811	Zm00001d013091	Chr5	4586216	4587199	Zm00001eb213130	chr5	4763659	4768054																					
umc1478	22.58		GRMZM2G007260	Chr5	4495639	4500519	Zm00001d013092	Chr5	4601112	4605969	Zm00001eb213140	chr5	4782245	4786576																					
mab17	22.60		GRMZM2G166049	Chr5	4571239	4574942	Zm00001d013094	Chr5	4676461	4680208	Zm00001eb213160	chr5	4857241	4861099																					
IDP4011	22.61		GRMZM5G897818	Chr5	4575072	4579307	Zm00001d013095	Chr5	4680234	4684555	Zm00001eb213170	chr5	4860996	4865419																					
ao2	22.62		GRMZM5G899851	Chr5	4589117	4593360	Zm00001d013098	Chr5	4694181	4700885	Zm00001eb213190	chr5	4875355	4881629																					
pdcb29	22.62		AC159612.1_FG007	Chr5	4583377	4584977	Zm00001d013097	Chr5	4688274	4690690	Zm00001eb213180	chr5	4869210	4871268																					
vq26	22.67		GRMZM2G124290	Chr5	4620048	4620867	Zm00001d013104	Chr5	4717463	4718011	Zm00001eb213230	chr5	4898320	4899046																					
cdpk18	22.70		GRMZM2G027351	Chr5	4651758	4655735	Zm00001d013105	Chr5	4762654	4766640	Zm00001eb213240	chr5	4943370	4947560																					
fla12	22.71		GRMZM2G027825	Chr5	4665570	4669406	Zm00001d013108	Chr5	4776323	4780168	Zm00001eb213260	chr5	4957251	4960866																					
cdpk10	22.72		GRMZM2G320506	Chr5	4670693	4674066	Zm00001d013109	Chr5	4781512	4784720	Zm00001eb213280	chr5	4962354	4965862																					
dnaJ46	22.73		GRMZM2G028218	Chr5	4684604	4688560	Zm00001d013111	Chr5	4796152	4799203	Zm00001eb213310	chr5	4976950	4980219																					
IDP2588	22.74		GRMZM2G460096	Chr5	4874093	4877478	Zm00001d013117	Chr5	4988264	4989368	Zm00001eb213390	chr5	5169002	5169437																					
IDP7691	22.74										Zm00001eb213400	chr5	5169955	5170269																					
iqd14	22.74		GRMZM2G028813	Chr5	4760065	4765836	Zm00001d013112	Chr5	4870603	4876553	Zm00001eb213320	chr5	5051526	5057483																					
Zm00001d013114	22.74		GRMZM2G029270	Chr5	4768588	4770982	Zm00001d013114	Chr5	4879308	4880263	Zm00001eb213360	chr5	5060615	5061160																					
LOC103625822	22.74		AC155496.2_FG009	Chr5	4777614	4787374	Zm00001d013116	Chr5	4888300	4898134	Zm00001eb213380	chr5	5069213	5078937																					
Zm00001eb213330	22.74		GRMZM2G029101	Chr5	4766048	4768096	Zm00001d013113	Chr5	4876757	4878827	Zm00001eb213330	chr5	5057665	5059713																					
tcptf44	22.75		GRMZM2G089361	Chr5	4945651	4947211	Zm00001d013119	Chr5	5078404	5079549	Zm00001eb213430	chr5	5253457	5260883																					
LOC100382689	22.75		GRMZM2G089448	Chr5	4918380	4920036	Zm00001d013118	Chr5	5048884	5049726	Zm00001eb213420	chr5	5229468	5231207																					
rcd1	22.75		AC191251.3_FG005	Chr5	4975864	4996645	Zm00001d013120	Chr5	5101330	5122110	Zm00001eb213450	chr5	5282267	5303073																					
cl10169_-1	22.76		GRMZM2G159291	Chr5	5025863	5032416	Zm00001d013126	Chr5	5155184	5157905	Zm00001eb213510	chr5	5335747	5338901																					
gbptf26	22.76						Zm00001d013125	Chr5	5151482	5154146	Zm00001eb213500	chr5	5332377	5335235																					
bhlh60	22.77		GRMZM2G016756	Chr5	5102185	5106027	Zm00001d013130	Chr5	5228815	5231062	Zm00001eb213550	chr5	5409568	5412367																					
Zm00001d013127	22.77		GRMZM2G336783	Chr5	5056681	5061060	Zm00001d013127	Chr5	5181668	5187630	Zm00001eb213530	chr5	5362800	5368493																					
Zm00001d013133	22.78		GRMZM5G839640	Chr5	5188197	5188793	Zm00001d013133	Chr5	5314706	5314963	Zm00001eb213560	chr5	5495383	5496001																					
cl1155_2a	22.79																																		
dek36	22.80		GRMZM5G892151	Chr5	5205807	5208368	Zm00001d013136	Chr5	5332065	5334626	Zm00001eb213580	chr5	5509419	5515687																					
rpi2	22.80		GRMZM5G874903	Chr5	5199805	5201856	Zm00001d013135	Chr5	5325997	5328420	Zm00001eb213570	chr5	5506895	5509303																					
gbptf19	22.81		GRMZM5G868875	Chr5	5211419	5213711	Zm00001d013138	Chr5	5339098	5339871	Zm00001eb213600	chr5	5518644	5520936																					
adf6	22.83		GRMZM2G130678	Chr5	5246397	5249772	Zm00001d013141	Chr5	5373242	5376614	Zm00001eb213630	chr5	5554015	5557587																					
saur47	22.83		GRMZM2G130675	Chr5	5250207	5250629	Zm00001d013142	Chr5	5377049	5377345	Zm00001eb213640	chr5	5557765	5558356																					
cl9981_3b	22.84						Zm00001d013150	Chr5	5449442	5452282	Zm00001eb213700	chr5	5630332	5633306																					
Zm00001eb213670	22.84		GRMZM2G085646	Chr5	5287242	5288719	Zm00001d013146	Chr5	5414767	5415465	Zm00001eb213670	chr5	5595554	5596843																					
Zm00001eb213690	22.84		GRMZM2G377555	Chr5	5322235	5323434	Zm00001d013149	Chr5	5448371	5448622	Zm00001eb213690	chr5	5628700	5629887																					
nactf74	22.85		GRMZM2G112548	Chr5	5328429	5329897	Zm00001d013151	Chr5	5453473	5454938	Zm00001eb213710	chr5	5634332	5636060																					
iaa20	22.88		AC195340.3_FG004	Chr5	5379304	5384290	Zm00001d013154	Chr5	5503823	5508576	Zm00001eb213730	chr5	5684870	5690577																					
AC195340.3_FG002	22.98		AC195340.3_FG002	Chr5	5425210	5428042	Zm00001d013156	Chr5	5551025	5559268	Zm00001eb213750	chr5	5732024	5740286																					
tua3	23.00		AC195340.3_FG001	Chr5	5434731	5437116	Zm00001d013159	Chr5	5560312	5563194	Zm00001eb213760	chr5	5741315	5744545																					
Zm00001d013162	23.02						Zm00001d013162	Chr5	5620258	5624485	Zm00001eb213770	chr5	5801118	5805367																					
LOC100273612	23.04						Zm00001d013163	Chr5	5642010	5643323	Zm00001eb213780	chr5	5821965	5824764																					
myb12	23.50		GRMZM2G104789	Chr5	5492315	5496291	Zm00001d013164	Chr5	5673628	5677335	Zm00001eb213800	chr5	5854700	5858635																					
IDP6906	23.52		GRMZM2G351716	Chr5	5550045	5553034	Zm00001d013165	Chr5	5729274	5729903	Zm00001eb213810	chr5	5908014	5911101																					
IDP9123	23.54		GRMZM2G050741	Chr5	5553409	5556457	Zm00001d013166	Chr5	5730416	5733371	Zm00001eb213820	chr5	5910220	5914480																					
rab28	24.00		GRMZM2G091535	Chr5	5622016	5622902	Zm00001d013169	Chr5	5800736	5801750	Zm00001eb213850	chr5	5981874	5982721																					
bzip55	24.50		GRMZM2G386273	Chr5	5632236	5633262	Zm00001d013172	Chr5	5811446	5811943	Zm00001eb213880	chr5	5992564	5993123																					
Zm00001d013175	24.58		GRMZM2G438400	Chr5	5755829	5756398	Zm00001d013175	Chr5	5935831	5936304	Zm00001eb213910	chr5	6116868	6117558																					
IDP4768	24.60		GRMZM2G137847	Chr5	5778692	5782409	Zm00001d013176	Chr5	5958612	5962414	Zm00001eb213920	chr5	6139733	6143453																					
IDP8647	24.62		GRMZM2G052476	Chr5	5796835	5800894	Zm00001d013177	Chr5	5976767	5980828	Zm00001eb213930	chr5	6157855	6161958																					
Zm00001d013178	24.66		GRMZM2G052467	Chr5	5801644	5803015	Zm00001d013178	Chr5	5981955	5982515	Zm00001eb213950	chr5	6162702	6164073																					
aos5	25.00		GRMZM2G033098	Chr5	5915470	5917535	Zm00001d013185	Chr5	6100495	6102030	Zm00001eb214000	chr5	6281478	6283691																					
glk64	25.06						Zm00001d013187	Chr5	6107064	6112875	Zm00001eb214030	chr5	6288131	6294410																					
umc1766	25.70		GRMZM6G182520	scaffold_288	1500	2578	Zm00001d013193	Chr5	6175373	6176670	Zm00001eb214110	chr5	6356519	6358047																					
cl35669_1	25.72		GRMZM2G114634	Chr5	5933678	5937461	Zm00001d013196	Chr5	6191202	6194942	Zm00001eb214130	chr5	6372317	6376150																					
Zm00001eb214150	25.96		GRMZM2G152029	Chr5	6042174	6055072	Zm00001d013199	Chr5	6337532	6344646	Zm00001eb214150	chr5	6518704	6520220																					
dof24	26.00		GRMZM2G084130	Chr5	6118778	6119924	Zm00001d013200	Chr5	6348722	6349831	Zm00001eb214170	chr5	6529760	6531209																					
opst2	26.30		GRMZM2G171435	Chr5	6137623	6144585	Zm00001d013201	Chr5	6396505	6403575	Zm00001eb214180	chr5	6577539	6584709																					
glk8	26.40		GRMZM2G171468	Chr5	6146192	6148391	Zm00001d013202	Chr5	6405099	6407194	Zm00001eb214190	chr5	6586228	6588436																					
si606037c03	26.50		GRMZM2G171588	Chr5	6163552	6173774	Zm00001d013204	Chr5	6420558	6432756	Zm00001eb214210	chr5	6602479	6613922																					
mkkk8	26.52		GRMZM2G034877	Chr5	6285932	6309405	Zm00001d013206	Chr5	6552474	6575932	Zm00001eb214220	chr5	6733871	6757193																					
Zm00001eb214230	26.54		GRMZM2G035103	Chr5	6321178	6322741	Zm00001d013208	Chr5	6587631	6588425	Zm00001eb214230	chr5	6768747	6770103																					
cl37809_1	28.00		GRMZM2G035223	Chr5	6335510	6337561	Zm00001d013209	Chr5	6600234	6603655	Zm00001eb214240	chr5	6781101	6783830																					
prx11	28.04		GRMZM2G176085	Chr5	6363429	6365180	Zm00001d013212	Chr5	6625547	6627076	Zm00001eb214260	chr5	6806751	6808329																					
cka4	28.92		GRMZM2G141903	Chr5	6381908	6387449	Zm00001d013217	Chr5	6646735	6652139	Zm00001eb214290	chr5	6827959	6833405																					
dnaJ47	28.94		GRMZM2G141940	Chr5	6387645	6390756	Zm00001d013218	Chr5	6652580	6655595	Zm00001eb214300	chr5	6833640	6836782																					
ank36	28.96		GRMZM2G077404	Chr5	6433873	6439246	Zm00001d013219	Chr5	6702456	6707820	Zm00001eb214310	chr5	6883711	6889118																					
prh83	28.98		GRMZM2G377904	Chr5	6442413	6445177	Zm00001d013220	Chr5	6711124	6713605	Zm00001eb214320	chr5	6892027	6894932																					
cl4541_1b	29.00		GRMZM2G077088	Chr5	6446456	6448630	Zm00001d013221	Chr5	6715039	6717199	Zm00001eb214330	chr5	6896275	6898463																					
gsl10	29.02		GRMZM2G077034	Chr5	6450008	6451004	Zm00001d013222	Chr5	6718595	6719557	Zm00001eb214350	chr5	6900090	6900481																					
asd1	29.04		GRMZM2G076885	Chr5	6451817	6459254	Zm00001d013223	Chr5	6720508	6727876	Zm00001eb214360	chr5	6901764	6909099																					
LOC109939512	29.06		GRMZM2G394668	Chr5	6526439	6530889	Zm00001d013224	Chr5	6750563	6755399	Zm00001eb214370	chr5	6931735	6936557																					
cyp67	29.08		GRMZM2G095185	Chr5	6531692	6536581	Zm00001d013228	Chr5	6770365	6773482	Zm00001eb214380	chr5	6937315	6955308																					
Zm00001d013226	29.48		GRMZM2G394688	Chr5	6534245	6536581	Zm00001d013226	Chr5	6759253	6760962	Zm00001eb214400	chr5	6953015	6956515																					
ben1	29.50		GRMZM2G090432	Chr5	6548812	6551287	Zm00001d013230	Chr5	6781804	6783662	Zm00001eb214410	chr5	6962520	6965269																					
cyp62	29.52		GRMZM2G312069	Chr5	6510806	6513056	Zm00001d013231	Chr5	6795974	6799658	Zm00001eb214420	chr5	6978893	6980899																					
GRMZM2G009837	29.98		GRMZM2G009837	Chr5	6514925	6519482	Zm00001d013232	Chr5	6801751	6806306	Zm00001eb214440	chr5	6983016	6987589																					
T5-6(5622)(5)	30.00																																		
T5-6(6522)(5)	30.00																																		
IDP2389	30.00						Zm00001d013234	Chr5	6839140	6839745	Zm00001eb214450	chr5	7020408	7021013																					
orc5	30.70		GRMZM2G089556	Chr5	6552930	6555038	Zm00001d013238	Chr5	6855758	6858257	Zm00001eb214490	chr5	7036578	7039527																					
wrky141	30.80		GRMZM2G089696	Chr5	6581302	6584182	Zm00001d013240	Chr5	6868133	6870925	Zm00001eb214510	chr5	7048706	7052179																					
IDP7704	30.90		GRMZM5G808610	Chr5	6677605	6680544	Zm00001d013242	Chr5	6934017	6937646	Zm00001eb214530	chr5	7116022	7119326																					
cngc10	30.91		GRMZM5G858887	Chr5	6680983	6686547	Zm00001d013243	Chr5	6938133	6943851	Zm00001eb214540	chr5	7119431	7125393																					
GRMZM5G818068	30.92		GRMZM5G818068	Chr5	6688949	6689593	Zm00001d013244	Chr5	6946098	6946742	Zm00001eb214550	chr5	7127227	7128227																					
cl298_3	30.93		GRMZM5G862540	Chr5	6694299	6697188	Zm00001d013245	Chr5	6952560	6954002	Zm00001eb214560	chr5	7130644	7135745																					
LOC103627979	30.94		GRMZM2G030821	Chr5	6782408	6784082	Zm00001d013246	Chr5	7063277	7064951	Zm00001eb214570	chr5	7244621	7246295																					
mmp224	30.95		GRMZM2G086287	Chr5	6808765	6813595	Zm00001d013247	Chr5	7088991	7093966	Zm00001eb214580	chr5	7270345	7275217																					
pdcb30	30.99		GRMZM2G088797	Chr5	6836866	6844734	Zm00001d013250	Chr5	7116921	7125593	Zm00001eb214620	chr5	7298448	7306569																					
pza02462	31.00		GRMZM2G072658	Chr5	6866349	6870062	Zm00001d013251	Chr5	7132169	7135357	Zm00001eb214630	chr5	7313438	7318612																					
mta2	31.02		GRMZM2G072315	Chr5	6874095	6876011	Zm00001d013252	Chr5	7138252	7143092	Zm00001eb214650	chr5	7322553	7324477																					
mrpa20	31.03		GRMZM2G072071	Chr5	6885431	6891243	Zm00001d013254	Chr5	7152543	7158397	Zm00001eb214670	chr5	7333848	7339790																					
cobl4	31.04		GRMZM2G071970	Chr5	6914003	6917632	Zm00001d013256	Chr5	7181062	7184784	Zm00001eb214720	chr5	7362407	7366104																					
Zm00001eb214700	31.04		GRMZM2G371935	Chr5	6907374	6911741	Zm00001d013255	Chr5	7174468	7178983	Zm00001eb214700	chr5	7356297	7358442																					
zmm31	31.05		GRMZM2G071620	Chr5	6925447	6932461	Zm00001d013258	Chr5	7193149	7199073	Zm00001eb214740	chr5	7374462	7380892																					
cybv8	31.05		GRMZM2G071745	Chr5	6920391	6922073	Zm00001d013257	Chr5	7187559	7188963	Zm00001eb214730	chr5	7368939	7370530																					
zmm15	31.18		GRMZM2G553379	Chr5	6993294	7011505	Zm00001d013259	Chr5	7240613	7258833	Zm00001eb214750	chr5	7421920	7440267																					
ccp19	31.19		GRMZM2G130053	Chr5	7119675	7121677	Zm00001d013261	Chr5	7367302	7368587	Zm00001eb214780	chr5	7548153	7550213																					
phyC2	31.20		GRMZM2G129889	Chr5	7129937	7134953	Zm00001d013262	Chr5	7372367	7382139	Zm00001eb214800	chr5	7558415	7563454																					
spo1	31.20		GRMZM2G129913	Chr5	7125276	7129809	Zm00001d013262	Chr5	7372367	7382139	Zm00001eb214790	chr5	7553723	7558287																					
cl25984_1	31.21		GRMZM2G432176	Chr5	7144813	7148418	Zm00001d013264	Chr5	7392182	7395500	Zm00001eb214830	chr5	7573502	7576895																					
hipp39	31.21		GRMZM2G129865	Chr5	7140188	7141900	Zm00001d013263	Chr5	7387191	7388959	Zm00001eb214820	chr5	7568586	7570897																					
mybr106	31.22		GRMZM2G129817	Chr5	7149223	7161457	Zm00001d013265	Chr5	7397790	7408662	Zm00001eb214840	chr5	7579207	7585831																					
tlk2	31.26		GRMZM2G172132	Chr5	7231744	7248155	Zm00001d013267	Chr5	7487430	7504034	Zm00001eb214860	chr5	7668940	7685318																					
LOC103625882	31.27		GRMZM2G172043	Chr5	7248417	7253254	Zm00001d013268	Chr5	7504215	7508052	Zm00001eb214870	chr5	7685666	7690077																					
gla3	31.28		GRMZM2G473711	Chr5	7263570	7266166	Zm00001d013269	Chr5	7519465	7521714	Zm00001eb214880	chr5	7700640	7703382																					
amt10	32.00		GRMZM2G473697	Chr5	7268892	7270371	Zm00001d013270	Chr5	7524464	7526227	Zm00001eb214890	chr5	7705704	7707739																					
IDP3964	32.02		GRMZM2G172011	Chr5	7271843	7275859	Zm00001d013271	Chr5	7527476	7531518	Zm00001eb214900	chr5	7708952	7713100																					
npi282a	32.33																																		
hcf108	33.00																																		
bip3	33.40		GRMZM2G471196	Chr5	7364184	7366162					Zm00001eb214940	chr5	7794462	7796634																					
IDP3830	33.42		GRMZM2G460396	Chr5	7367257	7375474	Zm00001d013276	Chr5	7615288	7624824	Zm00001eb214950	chr5	7796812	7806382																					
Zm00001eb214960	33.44		GRMZM2G087435	Chr5	7450560	7451828	Zm00001d013277	Chr5	7694323	7698777	Zm00001eb214960	chr5	7879189	7880241																					
phd25	33.80		GRMZM2G087482	Chr5	7451874	7467413	Zm00001d013278	Chr5	7698694	7714914	Zm00001eb214970	chr5	7879946	7896477																					
rps27c	34.00		GRMZM2G132121	Chr5	7529197	7531742	Zm00001d013282	Chr5	7809349	7811556	Zm00001eb214990	chr5	7990958	7993024																					
phm3137	34.02		GRMZM2G131998	Chr5	7531913	7535454	Zm00001d013283	Chr5	7811744	7815276	Zm00001eb215000	chr5	7993188	7996746																					
IDP9046	34.04		GRMZM2G014441	Chr5	7581515	7583419	Zm00001d013287	Chr5	7898532	7900299	Zm00001eb215010	chr5	8079820	8081940																					
mkkk53	34.06		GRMZM2G014618	Chr5	7595319	7597188	Zm00001d013288	Chr5	7911998	7914451	Zm00001eb215020	chr5	8093563	8095990																					
miR167b	34.40		zma-MIR167b	Chr5	7696799	7696925	zma-MIR167b	Chr5	7976369	7976495																									
psa3	34.49		GRMZM2G051403	Chr5	7706026	7707915	Zm00001d013295	Chr5	7990163	7991833	Zm00001eb215070	chr5	8171541	8173534																					
rz630f(sat)	34.50		GRMZM2G051270	Chr5	7710238	7714213	Zm00001d013296	Chr5	7994244	7998113	Zm00001eb215080	chr5	8175723	8179594																					
GRMZM2G050833	34.56		GRMZM2G050833	Chr5	7732517	7734614	Zm00001d013300	Chr5	8016323	8018515	Zm00001eb215110	chr5	8197914	8200011																					
sag4	34.64		GRMZM2G077295	Chr5	7783728	7787569	Zm00001d013301	Chr5	8064917	8072039	Zm00001eb215130	chr5	8249675	8253552																					
iaa21	34.65		GRMZM2G077356	Chr5	7780495	7783441	Zm00001d013302	Chr5	8065262	8071957	Zm00001eb215120	chr5	8246507	8249318																					
wrky113	34.80		GRMZM2G147880	Chr5	7879528	7883985	Zm00001d013307	Chr5	8180118	8184577	Zm00001eb215190	chr5	8344232	8348733																					
miR166f	34.85																																		
LOC541869	34.86		GRMZM6G870163	Chr5	7794311	7796085	Zm00001d013309	Chr5	8293227	8293556	Zm00001eb215210	chr5	8454650	8457959																					
dhs1	34.87		GRMZM6G028994	scaffold_281	999	4796	Zm00001d013310	Chr5	8294262	8298162	Zm00001eb215220	chr5	8458328	8462469																					
Zm00001eb215270	34.89		GRMZM2G317614	Chr5	7993591	7997319	Zm00001d013313	Chr5	8353604	8353870	Zm00001eb215270	chr5	8517901	8518167																					
vps1	34.90		GRMZM2G023858	Chr5	8007214	8021382	Zm00001d013314	Chr5	8362786	8378035	Zm00001eb215280	chr5	8527403	8542361																					
pco127416b	34.92		GRMZM2G057129	Chr5	8145266	8148166	Zm00001d013317	Chr5	8499054	8501834	Zm00001eb215290	chr5	8663306	8666164																					
cel14	34.92		GRMZM2G110735	Chr5	8270396	8274138	Zm00001d013319	Chr5	8617116	8620509	Zm00001eb215310	chr5	8781205	8784982																					
LOC100382446	34.92		GRMZM2G010801	Chr5	8279105	8293834	Zm00001d013320	Chr5	8625328	8628769	Zm00001eb215320	chr5	8788819	8793132																					
Zm00001d013318	34.92		GRMZM2G312738	Chr5	8185472	8196608	Zm00001d013318	Chr5	8523175	8534336	Zm00001eb215300	chr5	8688392	8698561																					
cl22280_2b	34.93		GRMZM2G100478	Chr5	8341623	8343239	Zm00001d013323	Chr5	8681850	8682794	Zm00001eb215350	chr5	8845941	8847448																					
gpm51	34.94		GRMZM2G100391	Chr5	8344954	8348199	Zm00001d013325	Chr5	8686466	8687585	Zm00001eb215380	chr5	8850644	8852558																					
pco096436a	34.95		GRMZM2G401026	Chr5	8352984	8354307	Zm00001d013326	Chr5	8693104	8693826	Zm00001eb215400	chr5	8857397	8858490																					
