MaizeGDB: Details of Map Genetic 10
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
nactf181	31.70										Zm00001d023485	Chr10	7108509	7109597	Zm00001eb407310	chr10	7009724	7010812																					
nactf175	31.72										Zm00001d023486	Chr10	7151684	7152772	Zm00001eb407320	chr10	7052873	7053961																					
nactf138	31.74		AC187843.3_FG010	Chr10	7351910	7353040					Zm00001d023487	Chr10	7166123	7167250	Zm00001eb407330	chr10	7067312	7068439																					
nactf147	31.78														Zm00001eb407350	chr10	7116364	7117446																					
nactf151a	31.80										Zm00001d023489	Chr10	7236367	7237497	Zm00001eb407360	chr10	7137700	7138830																					
nactf173	31.82		AC187843.3_FG001	Chr10	7372885	7374956					Zm00001d023490	Chr10	7259002	7260132	Zm00001eb407370	chr10	7160336	7161466																					
nactf151	31.84		AC191279.2_FG001	Chr10	7317400	7318281					Zm00001d023491	Chr10	7286763	7287893	Zm00001eb407380	chr10	7188100	7189230																					
nactf164	32.98		GRMZM2G326663	Chr10	7398153	7400662					Zm00001d023493	Chr10	7325567	7328076	Zm00001eb407430	chr10	7228287	7229414																					
umc2749	33.00		GRMZM2G024499	Chr10	7402747	7431503					Zm00001d023494	Chr10	7330123	7346042	Zm00001eb407440	chr10	7231464	7247318																					
IDP4088	33.48		GRMZM2G178449	Chr10	7658128	7659518					Zm00001d023503	Chr10	7547566	7564253	Zm00001eb407500	chr10	7448906	7465685																					
cbl6	33.50		GRMZM2G010093	Chr10	7732074	7735779					Zm00001d023504	Chr10	7631028	7634680	Zm00001eb407510	chr10	7532370	7536016																					
cbl7	33.52		GRMZM2G033680	Chr10	7869640	7874007					Zm00001d023506	Chr10	7802956	7806695	Zm00001eb407520	chr10	7688482	7692205																					
bzip10	33.54		GRMZM2G136266	Chr10	7921801	7925637					Zm00001d023507	Chr10	7855627	7859481	Zm00001eb407530	chr10	7741122	7745001																					
acr27	33.54		GRMZM2G465833	Chr10	8089095	8101773					Zm00001d023510	Chr10	8017877	8030334	Zm00001eb407550	chr10	7903340	7915870																					
Zm00001d023513	33.55		GRMZM2G343437	Chr10	8359295	8361689					Zm00001d023513	Chr10	8284989	8287040	Zm00001eb407590	chr10	8169923	8172508																					
umc2592	33.56		GRMZM2G153409	Chr10	8452981	8456530					Zm00001d023514	Chr10	8362888	8366417	Zm00001eb407610	chr10	8248161	8251722																					
salt1	33.80		GRMZM2G142891	Chr10	8609826	8611615					Zm00001d023516	Chr10	8543363	8544872	Zm00001eb407630	chr10	8428423	8429881																					
saur75	33.82		GRMZM2G346110	Chr10	8664565	8665075					Zm00001d023518	Chr10	8597735	8598124	Zm00001eb407640	chr10	8477921	8483399																					
cl2951_1c	33.84		GRMZM2G167999	Chr10	8708992	8717055					Zm00001d023520	Chr10	8642170	8650259	Zm00001eb407650	chr10	8527279	8535432																					
tubtf14	35.50		GRMZM2G001272	Chr10	8789860	8796975					Zm00001d023523	Chr10	8711082	8725025	Zm00001eb407680	chr10	8595888	8603354																					
thx39	35.60		GRMZM2G301122	Chr10	8801629	8804020					Zm00001d023523	Chr10	8711082	8725025	Zm00001eb407690	chr10	8604413	8610334																					
Zm00001d023524	35.62		GRMZM2G301124	Chr10	8804532	8807116					Zm00001d023524	Chr10	8725582	8728026	Zm00001eb407700	chr10	8610601	8616553																					
aasr1	35.88		GRMZM2G136910	Chr10	8852553	8853933					Zm00001d023529	Chr10	8781222	8782218	Zm00001eb407710	chr10	8666596	8667422																					
IDP4406	35.88		GRMZM2G438176	Chr10	8856644	8859229					Zm00001d023530	Chr10	8784875	8791186	Zm00001eb407720	chr10	8670093	8676399																					
ftcl1	35.89		GRMZM2G001904	Chr10	9142799	9147733					Zm00001d023534	Chr10	9078177	9084700	Zm00001eb407750	chr10	8963822	8970461																					
ereb28	35.90		GRMZM2G544539	Chr10	9217173	9219426					Zm00001d023535	Chr10	9153462	9156390	Zm00001eb407760	chr10	9039902	9042078																					
oy1	36.00		GRMZM2G419806	Chr10	9225307	9229786					Zm00001d023536	Chr10	9162610	9167073	Zm00001eb407780	chr10	9048237	9052716																					
dnaJ94	36.11		GRMZM2G118316	Chr10	9366054	9382922					Zm00001d023537	Chr10	9330103	9346965	Zm00001eb407790	chr10	9189670	9206858																					
isu85b	36.20																																						
lacs11	36.20		GRMZM2G118286	Chr10	9383491	9407372					Zm00001d023538	Chr10	9347497	9371362	Zm00001eb407800	chr10	9207175	9231217																					
gata7	36.30		GRMZM2G118214	Chr10	9409405	9411344					Zm00001d023539	Chr10	9373447	9375293	Zm00001eb407810	chr10	9232979	9235197																					
gata33	36.40		GRMZM2G048850	Chr10	9477435	9478816					Zm00001d023540	Chr10	9446733	9447398	Zm00001eb407820	chr10	9306320	9307764																					
gata8	36.50		GRMZM2G324131	Chr10	9535048	9537066					Zm00001d023541	Chr10	9501110	9503125	Zm00001eb407830	chr10	9360717	9363199																					
vpp4	37.00		GRMZM2G028432	Chr10	9542117	9544172					Zm00001d023542	Chr10	9508219	9510847	Zm00001eb407840	chr10	9367906	9370640																					
LOC100273549	37.02		GRMZM2G443495	Chr10	9583429	9592124					Zm00001d023543	Chr10	9578670	9587339	Zm00001eb407860	chr10	9413956	9418541																					
Zm00001d023548	37.04		GRMZM2G002950	Chr10	9785051	9792596					Zm00001d023548	Chr10	9788866	9793987	Zm00001eb407920	chr10	9620630	9621360																					
cl6826_3c	37.08		GRMZM5G856076	Chr10	9846411	9847129					Zm00001d023552	Chr10	9848878	9850164																									
nbs81	37.09		GRMZM2G381429	Chr10	9907952	9921133					Zm00001d023553	Chr10	9909774	9929107	Zm00001eb407940	chr10	9744099	9760530																					
nbs54	37.10		AC204407.3_FG004	Chr10	9897263	9899632					Zm00001d023553	Chr10	9909774	9929107	Zm00001eb407930	chr10	9740690	9743607																					
LOC732742	37.20		GRMZM2G068710	Chr10	10140592	10148973					Zm00001d023557	Chr10	10159149	10163913	Zm00001eb407990	chr10	9990275	9995077																					
cchh35	37.22		GRMZM2G068710	Chr10	10140592	10148973					Zm00001d023558	Chr10	10165237	10166640	Zm00001eb408000	chr10	9995938	9998637																					
fba1	37.30		GRMZM2G046284	Chr10	10198909	10200857					Zm00001d023559	Chr10	10215795	10217698	Zm00001eb408010	chr10	10046907	10048855																					
cdpk46	37.32		GRMZM2G347226	Chr10	10201845	10206275					Zm00001d023560	Chr10	10218734	10222557	Zm00001eb408020	chr10	10049844	10054259																					
LOC103640842	37.34		GRMZM2G475170	Chr10	10248617	10251368					Zm00001d023562	Chr10	10266212	10266655	Zm00001eb408030	chr10	10094246	10097767																					
wakl55	37.94		GRMZM2G475197	Chr10	10249465	10252301					Zm00001d023563	Chr10	10266970	10269800	Zm00001eb408050	chr10	10098049	10101108																					
IDP3794	37.98		GRMZM2G093950	Chr10	10284633	10290839					Zm00001d023564	Chr10	10303268	10309476	Zm00001eb408070	chr10	10134279	10140618																					
tcptf12	38.00		GRMZM2G093895	Chr10	10294382	10296488					Zm00001d023565	Chr10	10313565	10314782	Zm00001eb408080	chr10	10144156	10146296																					
Zm00001d023568	38.01		AC233898.1_FG003	Chr10	10452307	10452669					Zm00001d023568	Chr10	10478274	10478636	Zm00001eb408110	chr10	10309034	10309809																					
Zm00001d023569	38.02		AC233898.1_FG001	Chr10	10479960	10483486					Zm00001d023569	Chr10	10505770	10506456	Zm00001eb408130	chr10	10336569	10337982																					
K7TXJ5	38.03		GRMZM2G132273	Chr10	10557291	10558185					Zm00001d023570	Chr10	10554846	10555370	Zm00001eb408140	chr10	10385867	10386733																					
LOC103640849	38.04		GRMZM2G433481	Chr10	10567084	10567884					Zm00001d023573	Chr10	10564307	10567240	Zm00001eb408170	chr10	10395688	10396794																					
LOC100382329	38.06		GRMZM2G320023	Chr10	10546467	10547538					Zm00001d023575	Chr10	10581468	10581998	Zm00001eb408210	chr10	10412394	10413278																					
LOC100501115	38.07		GRMZM2G026231	Chr10	10587839	10592556					Zm00001d023576	Chr10	10618705	10623956	Zm00001eb408220	chr10	10449801	10455235																					
cl9586_1b	38.08		GRMZM2G103662	Chr10	10619120	10622136					Zm00001d023579	Chr10	10649401	10652209	Zm00001eb408250	chr10	10480605	10483347																					
aldh25	38.10		GRMZM2G103546	Chr10	10623559	10627575					Zm00001d023580	Chr10	10653743	10657726	Zm00001eb408260	chr10	10484939	10488963																					
phm15331	38.20																																						
apx11	38.30		GRMZM2G014397	Chr10	10731115	10736548					Zm00001d023582	Chr10	10762553	10767953	Zm00001eb408280	chr10	10593745	10599001																					
IDP1458	38.40		GRMZM2G005848	Chr10	10791222	10808920					Zm00001d023583	Chr10	10822456	10840261	Zm00001eb408290	chr10	10653522	10671454																					
hdac8	38.42		GRMZM5G807054	Chr10	10811717	10823442					Zm00001d023585	Chr10	10842932	10846069	Zm00001eb408300	chr10	10674139	10685969																					
umc2069	38.45		GRMZM5G803992	Chr10	10825169	10831179					Zm00001d023587	Chr10	10856361	10862386	Zm00001eb408310	chr10	10687519	10693797																					
zip11	38.47		GRMZM5G813470	Chr10	10887771	10892040					Zm00001d023590	Chr10	10919905	10924168	Zm00001eb408330	chr10	10751024	10755533																					
aaap64	38.49		GRMZM2G076593	Chr10	11087001	11089279					Zm00001d023592	Chr10	11123676	11125741	Zm00001eb408350	chr10	10954954	10957199																					
aaap65	38.50		GRMZM2G433162	Chr10	11200703	11203045					Zm00001d023593	Chr10	11236321	11238707	Zm00001eb408360	chr10	11067243	11069685																					
aaap66	38.51		GRMZM2G157168	Chr10	11319479	11321410					Zm00001d023596	Chr10	11356944	11358687	Zm00001eb408380	chr10	11187366	11189668																					
mips5	38.53		GRMZM2G392513	Chr10	11408729	11421794					Zm00001d023601	Chr10	11489755	11502863	Zm00001eb408420	chr10	11321611	11331049																					
aaap67	38.54		GRMZM2G413943	Chr10	11606866	11611321					Zm00001d023603	Chr10	11677284	11678915	Zm00001eb408430	chr10	11508098	11513323																					
TIDP3704	38.55		GRMZM2G122053	Chr10	11727115	11728957					Zm00001d023604	Chr10	11808463	11810324	Zm00001eb408440	chr10	11625427	11627331																					
pco128534b	38.57		GRMZM2G036534	Chr10	11754816	11761391					Zm00001d023606	Chr10	11858189	11863254	Zm00001eb408460	chr10	11673549	11680220																					
ppr492	38.59		GRMZM2G171040	Chr10	11920074	11921725					Zm00001d023612	Chr10	12001313	12002679	Zm00001eb408510	chr10	11817463	11820940																					
wrky15	38.60		GRMZM2G004060	Chr10	12108516	12110234					Zm00001d023615	Chr10	12201891	12203553	Zm00001eb408520	chr10	12018647	12021028																					
lac23	38.66		GRMZM2G094375	Chr10	12171976	12174400					Zm00001d023617	Chr10	12275525	12278112	Zm00001eb408530	chr10	12081954	12084772																					
wrky142	38.70										Zm00001d023616	Chr10	12212219	12213881																									
thy1	38.73		GRMZM2G102662	Chr10	12527830	12529675					Zm00001d023625	Chr10	12645178	12646963	Zm00001eb408580	chr10	12451068	12453096																					
wpra1	38.74		GRMZM2G118714	Chr10	12605881	12613563					Zm00001d023629	Chr10	12733959	12741378	Zm00001eb408590	chr10	12524971	12532865																					
cipk43	38.76		GRMZM2G137407	Chr10	12718296	12720227					Zm00001d023631	Chr10	12867583	12868935	Zm00001eb408610	chr10	12659075	12660427																					
pub25	38.78		GRMZM2G063394	Chr10	12749437	12759810					Zm00001d023634	Chr10	12898296	12906692	Zm00001eb408620	chr10	12687741	12698217																					
pco143033	38.80		GRMZM2G015869	Chr10	12927536	12933154					Zm00001d023635	Chr10	13070016	13075806	Zm00001eb408630	chr10	12861053	12867357																					
c3h54	38.90		GRMZM2G006493	Chr10	13006885	13025813					Zm00001d023636	Chr10	13145933	13165086	Zm00001eb408640	chr10	12937460	12956764																					
IDP3820	38.94		GRMZM2G174565	Chr10	13160976	13162521					Zm00001d023639	Chr10	13313330	13314856	Zm00001eb408660	chr10	13104767	13106464																					
ubp44	38.96		GRMZM2G426486	Chr10	13188783	13191633					Zm00001d023640	Chr10	13316511	13341579	Zm00001eb408670	chr10	13108899	13133174																					
pum17	39.00		GRMZM2G160279	Chr10	13342553	13346845					Zm00001d023646	Chr10	13500284	13504618	Zm00001eb408690	chr10	13297744	13302125																					
cl5992_1b	39.02		GRMZM2G035839	Chr10	13474813	13477239					Zm00001d023648	Chr10	13616666	13619050	Zm00001eb408700	chr10	13413985	13416622																					
pco144235	39.50		GRMZM2G110381	Chr10	13497213	13499095					Zm00001d023650	Chr10	13640707	13642581	Zm00001eb408710	chr10	13438294	13440023																					
gpm884	39.52		GRMZM5G838435	Chr10	13503364	13507728					Zm00001d023651	Chr10	13646858	13651222	Zm00001eb408720	chr10	13444342	13448757																					
galdh1	39.80		GRMZM2G126002	Chr10	13553374	13557804					Zm00001d023652	Chr10	13697131	13701454	Zm00001eb408730	chr10	13494574	13498978																					
nl1	40.00																																						
umc130	40.00		GRMZM2G125931	Chr10	13559624	13562431					Zm00001d023654	Chr10	13703506	13706153	Zm00001eb408750	chr10	13500868	13503675																					
ms29	40.00																																						
y9	40.05		GRMZM2G011746	Chr10	13613175	13616729					Zm00001d023655	Chr10	13756073	13759615	Zm00001eb408760	chr10	13553589	13557142																					
Zm00001d023656	40.07		GRMZM2G011355	Chr10	13635682	13642911					Zm00001d023656	Chr10	13779475	13781478	Zm00001eb408770	chr10	13577178	13578601																					
Zm00001eb408780	40.08		GRMZM2G011355	Chr10	13635682	13642911					Zm00001d023657	Chr10	13783362	13783674	Zm00001eb408780	chr10	13580516	13581605																					
csu625	40.10		GRMZM2G011136	Chr10	13646550	13653195					Zm00001d023658	Chr10	13789308	13796140	Zm00001eb408790	chr10	13586806	13594450																					
arftf28	40.20		GRMZM2G006042	Chr10	13788443	13794457					Zm00001d023659	Chr10	13876466	13882683	Zm00001eb408800	chr10	13673999	13680012																					
ereb218	40.44		GRMZM2G099326	Chr10	14203315	14203871					Zm00001d023662	Chr10	14342740	14343219	Zm00001eb408830	chr10	14140325	14140911																					
IDP8263	40.48		GRMZM2G106622	Chr10	14307490	14310723									Zm00001eb408850	chr10	14246030	14249174																					
nactf67	40.50		GRMZM2G083347	Chr10	14449665	14451543					Zm00001d023669	Chr10	14594105	14596141	Zm00001eb408860	chr10	14391835	14393714																					
sweet13b	40.70		GRMZM2G021706	Chr10	14648064	14650932					Zm00001d023673	Chr10	14795157	14798022	Zm00001eb408900	chr10	14592719	14595578																					
npi105a	40.80																																						
sweet13a	40.90		GRMZM2G173669	Chr10	14767640	14770295					Zm00001d023677	Chr10	15030181	15032801	Zm00001eb408920	chr10	14827732	14830329																					
Zm00001d023680	40.94		GRMZM2G048175	Chr10	14731796	14734545					Zm00001d023680	Chr10	15095362	15098284	Zm00001eb408940	chr10	14892915	14895875																					
gs4	41.00																																						
sr3	41.00																																						
rlc1	41.00																																						
mac1	41.00		GRMZM2G027522	Chr10	14913865	14916717					Zm00001d023681	Chr10	15208539	15211365	Zm00001eb408950	chr10	15006235	15009145																					
plt54	41.38		GRMZM2G140646	Chr10	15009187	15012224					Zm00001d023683	Chr10	15304569	15307558	Zm00001eb408970	chr10	15102110	15105166																					
sbt1	41.40		GRMZM2G437435	Chr10	15035904	15038278					Zm00001d023684	Chr10	15330141	15332381	Zm00001eb408980	chr10	15127647	15130038																					
pco119134	41.50		GRMZM5G862959	Chr10	15210159	15247509					Zm00001d023689	Chr10	15540107	15574823	Zm00001eb409000	chr10	15305175	15340007																					
pco079304	41.80		GRMZM2G088689	Chr10	15552599	15556258					Zm00001d023694	Chr10	15875150	15878959	Zm00001eb409040	chr10	15640180	15644311																					
cl14808_1	41.82		GRMZM2G088974	Chr10	15556862	15560397					Zm00001d023695	Chr10	15879253	15882783	Zm00001eb409060	chr10	15644114	15648073																					
og1	42.00																																						
T9-10b(10)	42.00																																						
TB-10Sc(10)	42.00																																						
dnp1	42.04		GRMZM2G152757	Chr10	15721331	15725740					Zm00001d023698	Chr10	16001989	16006337	Zm00001eb409080	chr10	15767291	15771464																					
gcsh1	42.05		GRMZM2G399183	Chr10	15804790	15806176					Zm00001d023699	Chr10	16081385	16082904	Zm00001eb409090	chr10	15846331	15847637																					
traf52	42.09		GRMZM2G704370	Chr10	15975347	15978717									Zm00001eb409110	chr10	15952601	15953637																					
Zm00001d023704	42.13		GRMZM2G181244	Chr10	16176406	16179517					Zm00001d023704	Chr10	16366024	16371198	Zm00001eb409130	chr10	16131493	16131942																					
pza02961	43.00		GRMZM2G181251	Chr10	16210496	16218008					Zm00001d023706	Chr10	16400383	16407915	Zm00001eb409170	chr10	16165652	16173179																					
trm1	43.02		GRMZM2G181258	Chr10	16218811	16219788					Zm00001d023707	Chr10	16408714	16409698	Zm00001eb409190	chr10	16173982	16175237																					
GRMZM2G310674	43.08		GRMZM2G310674	Chr10	16360161	16366109					Zm00001d023710	Chr10	16559948	16565966	Zm00001eb409200	chr10	16324481	16331230																					
psan2	43.10		GRMZM2G009048	Chr10	16377558	16378557					Zm00001d023713	Chr10	16577449	16578394	Zm00001eb409220	chr10	16342693	16457991																					
de18	43.15		GRMZM2G091819	Chr10	16522572	16525775					Zm00001d023718	Chr10	16725273	16728563	Zm00001eb409250	chr10	16490485	16493703																					
dnaj183	43.17		GRMZM2G130127	Chr10	16660241	16664789					Zm00001d023721	Chr10	16865094	16869364	Zm00001eb409280	chr10	16630294	16634834																					
dnaj184	43.18		GRMZM2G302883	Chr10	17130663	17132513					Zm00001d023728	Chr10	17350500	17351900	Zm00001eb409390	chr10	17116227	17117954																					
cyc26	43.19		GRMZM5G879536	Chr10	17531852	17548417					Zm00001d023732	Chr10	17744759	17761320	Zm00001eb409420	chr10	17510553	17527471																					
grp2	43.20		GRMZM2G009448	Chr10	17611993	17615725					Zm00001d023734	Chr10	17851766	17855585	Zm00001eb409440	chr10	17617456	17621592																					
pco087321	43.21		GRMZM2G127386	Chr10	17680794	17684285					Zm00001d023735	Chr10	17919269	17922752	Zm00001eb409450	chr10	17685279	17688627																					
mads34	43.22		GRMZM2G137510	Chr10	17785901	17791457					Zm00001d023736	Chr10	18031501	18037018	Zm00001eb409460	chr10	17797465	17802982																					
EU965823	43.23		GRMZM2G439860	Chr10	17835563	17837721					Zm00001d023737	Chr10	18081173	18083306	Zm00001eb409470	chr10	17847002	17849336																					
vpsh26	43.24		GRMZM2G140737	Chr10	17837806	17842618					Zm00001d023738	Chr10	18083447	18098690	Zm00001eb409480	chr10	17849368	17864673																					
mads84	43.26		AC196294.3_FG005	Chr10	17942183	17943028					Zm00001d023739	Chr10	18111425	18112592																									
mab22	43.30		GRMZM2G046238	Chr10	17890884	17892278					Zm00001d023740	Chr10	18189171	18190277	Zm00001eb409490	chr10	17955010	17956399																					
pco126705	43.32		GRMZM2G015238	Chr10	18339080	18352768					Zm00001d023749	Chr10	18613505	18627300	Zm00001eb409530	chr10	18379328	18393176																					
si614017e10	43.35		GRMZM2G068382	Chr10	18664337	18675684					Zm00001d023756	Chr10	18981329	18992718	Zm00001eb409570	chr10	18747847	18759377																					
lim2	43.38		GRMZM2G068316	Chr10	18676121	18679398					Zm00001d023757	Chr10	18993063	18996474	Zm00001eb409580	chr10	18759663	18762966																					
rcd2	43.42		AC198699.3_FG004	Chr10	18739068	18744926					Zm00001d023759	Chr10	19056769	19063074	Zm00001eb409600	chr10	18823287	18829010																					
chs1	43.52		GRMZM6G007923	Chr10	18758297	18761647					Zm00001d023760	Chr10	19075995	19079402	Zm00001eb409620	chr10	18842311	18845952																					
pco139290b	43.80		GRMZM2G115579	Chr10	18865345	18869396					Zm00001d023762	Chr10	19189183	19193087	Zm00001eb409630	chr10	18955557	18959682																					
Zm00001eb409640	43.82		GRMZM5G836844	Chr10	19032168	19033065									Zm00001eb409640	chr10	19121102	19122032																					
cl1582_10g	43.84		GRMZM5G853476	Chr10	19036295	19036887					Zm00001d023765	Chr10	19358328	19361415	Zm00001eb409650	chr10	19125875	19127839																					
ms11	44.00																																						
