MaizeGDB: Details of Map Genetic 8
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Sequence
miR159k	28.50		zma-MIR159k	Chr8	10585288	10585487					zma-MIR159k	Chr8	10947058	10947257													
miR159b	28.52		zma-MIR159b	Chr8	10589163	10589383					zma-MIR159b	Chr8	10950933	10951153													
gtf32	28.74		GRMZM2G060061	Chr8	10809680	10813733					Zm00001d008513	Chr8	11208276	11212272	Zm00001eb334920	chr8	11256958	11261516									
cdo460	28.78																										
hipp55	28.83		GRMZM2G049781	Chr8	10862573	10865304					Zm00001d008515	Chr8	11261176	11263689	Zm00001eb334940	chr8	11309826	11312598									
Zm00001eb334960	28.87		GRMZM2G030384	Chr8	10871147	10877296					Zm00001d008517	Chr8	11273752	11279847	Zm00001eb334960	chr8	11322489	11328585									
alf21	28.89		GRMZM2G377550	Chr8	10906691	10909242					Zm00001d008518	Chr8	11309856	11311120	Zm00001eb334970	chr8	11358783	11361437									
mmp57	29.10																										
LOC100272536	29.42		GRMZM2G438998	Chr8	11250034	11251240					Zm00001d008525	Chr8	11668954	11672834	Zm00001eb335030	chr8	11717745	11721770									
Zm00001d008526	29.44		GRMZM2G700386	Chr8	11302957	11307273					Zm00001d008526	Chr8	11697417	11699996	Zm00001eb335040	chr8	11746141	11748976									
myb22	29.50		GRMZM2G096358	Chr8	11486302	11488135					Zm00001d008528	Chr8	11883571	11885380	Zm00001eb335060	chr8	11932475	11934336									
pco064225	29.52		GRMZM2G112968	Chr8	11503197	11507304					Zm00001d008529	Chr8	11903899	11907881	Zm00001eb335070	chr8	11952663	11964360									
umc2004	29.70		GRMZM2G088112	Chr8	11571668	11573730					Zm00001d008532	Chr8	11973173	11975079	Zm00001eb335100	chr8	12022078	12024023									
GRMZM2G444567	29.74		GRMZM2G444567	Chr8	11802324	11803211					Zm00001d008539	Chr8	12212422	12212835	Zm00001eb335130	chr8	12260887	12261863									
Zm00001d008542	29.84		GRMZM2G111939	Chr8	11938930	11939714					Zm00001d008542	Chr8	12317759	12318487	Zm00001eb335170	chr8	12366670	12367398									
LOC103626012	29.86		GRMZM2G127972	Chr8	12104846	12106148					Zm00001d008543	Chr8	12496738	12498216													
Zm00001d008544	29.88										Zm00001d008544	Chr8	12500160	12501392	Zm00001eb335180	chr8	12549454	12550237									
ereb118	30.00		GRMZM2G081892	Chr8	12197384	12199394					Zm00001d008546	Chr8	12513751	12515017	Zm00001eb335200	chr8	12561398	12564147									
wip1	31.00		GRMZM2G156632	Chr8	12275985	12276693					Zm00001d008548	Chr8	12671727	12672398	Zm00001eb335210	chr8	12720819	12721497									
phm9695	31.02		GRMZM2G156713	Chr8	12285354	12288966					Zm00001d008549	Chr8	12681028	12684611	Zm00001eb335220	chr8	12729836	12733638									
crs2	32.15		GRMZM2G132021	Chr8	12557722	12566051					Zm00001d008559	Chr8	12962024	12970253	Zm00001eb335300	chr8	13011083	13019792									
umc1304	32.15		GRMZM2G133552	Chr8	12612247	12613539									Zm00001eb335320	chr8	13081333	13082635									
LOC100278678	32.15		GRMZM2G132082	Chr8	12570991	12571948																					
GRMZM2G457624	32.30		GRMZM2G457624	Chr8	12776466	12782436					Zm00001d008563	Chr8	13125997	13131966													
Zm00001d008564	32.31		GRMZM2G153766	Chr8	12783669	12787488					Zm00001d008564	Chr8	13133398	13137232	Zm00001eb335330	chr8	13182467	13186259									
Zm00001d008565	32.31		GRMZM2G153704	Chr8	12789263	12803873					Zm00001d008565	Chr8	13138808	13143070	Zm00001eb335340	chr8	13187252	13192217									
glct1	32.32		GRMZM2G153704	Chr8	12789263	12803873					Zm00001d008567	Chr8	13146141	13153362	Zm00001eb335350	chr8	13195055	13202516									
cl227_1b	32.36		GRMZM2G167085	Chr8	12902082	12906317					Zm00001d008569	Chr8	13251597	13255829	Zm00001eb335380	chr8	13300703	13304984									
si606063b10	32.37		GRMZM2G097900	Chr8	12992175	12993622					Zm00001d008573	Chr8	13343616	13344233	Zm00001eb335400	chr8	13381531	13393699									
Zh00001aa027535	32.38																										
cl2172_1b	32.39		GRMZM2G333635	Chr8	13046492	13047248					Zm00001d008577	Chr8	13397318	13397785	Zm00001eb335430	chr8	13446129	13447047									
wrky49	32.40		GRMZM2G006497	Chr8	13139079	13140882					Zm00001d008578	Chr8	13459466	13460938	Zm00001eb335440	chr8	13508591	13510143									
LOC103634807	32.44		AC186897.4_FG009	Chr8	13216423	13216647					Zm00001d008580	Chr8	13544103	13544778													
wakl48	32.46		GRMZM2G171807	Chr8	13200587	13212962					Zm00001d008581	Chr8	13548214	13555561	Zm00001eb335470	chr8	13597363	13609738									
wakl49	32.94		GRMZM2G172396	Chr8	13262958	13272906					Zm00001d008585	Chr8	13615899	13622226	Zm00001eb335510	chr8	13661389	13671366									
wakl50	33.00		GRMZM2G172368	Chr8	13290640	13293284					Zm00001d008586	Chr8	13623909	13642819	Zm00001eb335540	chr8	13688899	13690613									
Zm00001d008587	33.04		GRMZM2G094304	Chr8	13333647	13335530					Zm00001d008587	Chr8	13681436	13683379	Zm00001eb335560	chr8	13728846	13732523									
cl2990_1b	33.06		GRMZM2G094273	Chr8	13339012	13342453					Zm00001d008588	Chr8	13687969	13690095	Zm00001eb335570	chr8	13735643	13739744									
cl31747_3b	33.08		GRMZM2G119361	Chr8	13371954	13374811					Zm00001d008591	Chr8	13719470	13722383	Zm00001eb335590	chr8	13768096	13771513									
Zm00001d008592	33.09		GRMZM2G174343	Chr8	13439356	13442397					Zm00001d008592	Chr8	13774907	13777908	Zm00001eb335600	chr8	13823967	13827047									
bnlg2235	33.10		GRMZM2G473743	Chr8	13443945	13444806					Zm00001d008593	Chr8	13779585	13780043	Zm00001eb335610	chr8	13828595	13829456									
pco145463	33.12		GRMZM2G041238	Chr8	13556862	13557847					Zm00001d008594	Chr8	13894290	13894763	Zm00001eb335620	chr8	13943254	13944253									
LOC103634814	33.16		GRMZM2G126860	Chr8	13598283	13603883					Zm00001d008596	Chr8	13967313	13972823	Zm00001eb335640	chr8	14002943	14008576									
sqd3	33.28		GRMZM2G477503	Chr8	13780942	13786943					Zm00001d008600	Chr8	14146760	14152703	Zm00001eb335670	chr8	14182221	14188503									
mybr18	33.30		GRMZM2G176568	Chr8	13792506	13793319					Zm00001d008601	Chr8	14158249	14159062	Zm00001eb335680	chr8	14193858	14194681									
mybr21	33.31		GRMZM2G079458	Chr8	13801696	13804475					Zm00001d008602	Chr8	14167587	14170217	Zm00001eb335690	chr8	14203119	14206058									
ptr3	33.35		GRMZM2G020484	Chr8	13908912	13916144					Zm00001d008604	Chr8	14284242	14291436	Zm00001eb335710	chr8	14319884	14327098									
pco079267	33.50		GRMZM2G011213	Chr8	14070896	14073613					Zm00001d008610	Chr8	14450353	14453064	Zm00001eb335790	chr8	14485981	14488772									
hb26	33.52		GRMZM2G010929	Chr8	14086644	14092137					Zm00001d008612	Chr8	14469570	14471588	Zm00001eb335810	chr8	14505126	14507260									
cl9762_1b	33.54		GRMZM2G010422	Chr8	14096341	14101335					Zm00001d008613	Chr8	14476356	14480932	Zm00001eb335820	chr8	14511199	14516446									
LOC100383901	33.57		GRMZM2G010315	Chr8	14102068	14111579					Zm00001d008614	Chr8	14481831	14491138	Zm00001eb335830	chr8	14517367	14526818									
LOC100282789	33.66		GRMZM2G085254	Chr8	14289509	14295246					Zm00001d008617	Chr8	14683998	14689728	Zm00001eb335850	chr8	14715897	14721502									
tpi3	33.70		GRMZM2G018177	Chr8	14391800	14395986					Zm00001d008619	Chr8	14786063	14790046	Zm00001eb335870	chr8	14817846	14821920									
mtl9	33.72		GRMZM2G052869	Chr8	14543546	14544822					Zm00001d008620	Chr8	14951976	14953401	Zm00001eb335880	chr8	14984232	14985177									
gl26	34.20		GRMZM2G481843	Chr8	14592327	14597936					Zm00001d008622	Chr8	15000230	15005452	Zm00001eb335900	chr8	15031856	15037393									
Zm00001d008623	34.22		GRMZM2G181266	Chr8	14599890	14607103					Zm00001d008623	Chr8	15007294	15014756	Zm00001eb335910	chr8	15039694	15046669									
Zm00001d008624	34.28		GRMZM2G519073	Chr8	14703512	14706122					Zm00001d008624	Chr8	15102373	15104001	Zm00001eb335930	chr8	15133343	15137469									
pco148010	34.30		GRMZM2G110063	Chr8	14730192	14780794					Zm00001d008625	Chr8	15170298	15175020	Zm00001eb335940	chr8	15184248	15188334									
si945013d09	34.36		GRMZM2G139600	Chr8	14796312	14799205					Zm00001d008628	Chr8	15223267	15228122	Zm00001eb335970	chr8	15236630	15241924									
GRMZM2G123314	34.91		GRMZM2G123314	Chr8	14843475	14846908					Zm00001d008632	Chr8	15277252	15280685	Zm00001eb336010	chr8	15292194	15292589									
mmp166	34.93		GRMZM2G421669	Chr8	14848451	14851761					Zm00001d008633	Chr8	15281961	15285618	Zm00001eb336020	chr8	15295553	15299432									
LOC100281689	34.95		GRMZM2G000489	Chr8	14935734	14937194					Zm00001d008634	Chr8	15371587	15372582	Zm00001eb336030	chr8	15384941	15386306									
LOC103634834	34.97		GRMZM2G000483	Chr8	14937438	14938805					Zm00001d008635	Chr8	15373320	15374342	Zm00001eb336040	chr8	15386628	15388070									
imp7	35.48		GRMZM2G165692	Chr8	15101839	15108421					Zm00001d008640	Chr8	15537598	15544131	Zm00001eb336070	chr8	15551131	15557732									
tha8	35.50		AC217965.2_FG012	Chr8	15108789	15109580					Zm00001d008641	Chr8	15544170	15545233	Zm00001eb336080	chr8	15557803	15558973									
IDP98	35.60		GRMZM2G155232	Chr8	15110789	15113681					Zm00001d008642	Chr8	15546442	15549289	Zm00001eb336090	chr8	15558071	15563162									
Zm00001d008645	35.64		GRMZM2G173718	Chr8	15244932	15246538					Zm00001d008645	Chr8	15645530	15647158	Zm00001eb336100	chr8	15659171	15660239									
alf12	35.70		GRMZM5G893976	Chr8	15276414	15280931					Zm00001d008646	Chr8	15709776	15717221	Zm00001eb336130	chr8	15726306	15730862									
GRMZM2G139369	35.94		GRMZM2G139369	Chr8	15433455	15438699					Zm00001d008648	Chr8	15867205	15872475	Zm00001eb336160	chr8	15880873	15886154									
ralf6	35.98		AC218457.2_FG008	Chr8	15486599	15486868					Zm00001d008650	Chr8	15918882	15919151	Zm00001eb336180	chr8	15932470	15932995									
pdc2	36.00		GRMZM2G038821	Chr8	15550758	15554318					Zm00001d008651	Chr8	15983269	15986705	Zm00001eb336190	chr8	15996920	16000368									
pco129760	36.80		GRMZM2G048804	Chr8	15960793	15980220					Zm00001d008662	Chr8	16399018	16402947	Zm00001eb336250	chr8	16412743	16432438									
anx10	36.82		GRMZM2G048763	Chr8	15983598	15985246					Zm00001d008664	Chr8	16422036	16423332	Zm00001eb336260	chr8	16435640	16437422									
ereb229	36.84		GRMZM5G838809	Chr8	15985880	15987275					Zm00001d008665	Chr8	16424145	16426175	Zm00001eb336270	chr8	16437809	16440079									
IDP4191	36.86		GRMZM2G083394	Chr8	15990106	15995216					Zm00001d008666	Chr8	16426215	16435539	Zm00001eb336280	chr8	16439792	16449313									
Zm00001eb336290	36.88		AC212565.3_FG002	Chr8	16078922	16079761					Zm00001d008668	Chr8	16496333	16497172	Zm00001eb336290	chr8	16509735	16511118									
LOC103634846	36.91		AC212565.3_FG001	Chr8	16168400	16169065					Zm00001d008669	Chr8	16558205	16558516	Zm00001eb336310	chr8	16571754	16572721									
LOC103636781	36.96		GRMZM2G469298	Chr8	16221557	16248629					Zm00001d008672	Chr8	16791141	16796019	Zm00001eb336340	chr8	16731299	16731908									
osc11	36.98		GRMZM2G341010	Chr8	16323666	16337945					Zm00001d008674	Chr8	16864595	16879386	Zm00001eb336360	chr8	16862412	16874541									
LOC100280830	37.16		GRMZM2G081848	Chr8	16424561	16433733					Zm00001d008679	Chr8	16965852	16973486	Zm00001eb336390	chr8	16961263	16969020									
GRMZM2G380414	37.20		GRMZM2G380414	Chr8	16446360	16447123					Zm00001d008681	Chr8	16986395	16986763	Zm00001eb336410	chr8	16981635	16982252									
npi585a	37.25		GRMZM2G061187	Chr8	16693150	16696313					Zm00001d008689	Chr8	17230629	17233767	Zm00001eb336450	chr8	17226964	17230174									
atg18d	37.50		GRMZM2G143211	Chr8	16744023	16748694					Zm00001d008691	Chr8	17288750	17293014	Zm00001eb336470	chr8	17285161	17289453									
Zm00001eb336480	37.52		AC211474.3_FG006	Chr8	16749898	16757354					Zm00001d008692	Chr8	17294289	17301792	Zm00001eb336480	chr8	17290347	17293327									
myb76	37.60		GRMZM2G143274	Chr8	16772384	16773583					Zm00001d008695	Chr8	17318353	17319271	Zm00001eb336500	chr8	17314670	17315820									
vt2	38.00		GRMZM2G127308	Chr8	16853232	16857380					Zm00001d008700	Chr8	17394723	17398865	Zm00001eb336530	chr8	17391163	17395311									
cl10933_1j	38.04		GRMZM2G076786	Chr8	16905292	16906933					Zm00001d008702	Chr8	17447319	17448360	Zm00001eb336550	chr8	17443904	17445312									
umc1974	38.33		GRMZM2G026015	Chr8	16918707	16920856					Zm00001d008706	Chr8	17461549	17462748	Zm00001eb336580	chr8	17457976	17459123									
cl31807_1	38.40		GRMZM2G025215	Chr8	16996455	17001815					Zm00001d008708	Chr8	17549354	17554775	Zm00001eb336590	chr8	17545786	17551252									
LOC103636788	38.46		GRMZM2G392486	Chr8	17014127	17020107					Zm00001d008713	Chr8	17575050	17577426	Zm00001eb336630	chr8	17567532	17573671									
rlk3	38.50		GRMZM2G463493	Chr8	17060563	17064940					Zm00001d008715	Chr8	17616001	17619880	Zm00001eb336650	chr8	17611715	17616332									
cl16441_1	38.52		GRMZM2G162928	Chr8	17068422	17073443					Zm00001d008716	Chr8	17623710	17628383	Zm00001eb336660	chr8	17619949	17624936									
GRMZM2G095655	38.58		GRMZM2G095655	Chr8	17191143	17192567					Zm00001d008721	Chr8	17742180	17743370	Zm00001eb336690	chr8	17738654	17740072									
cle26	38.60		GRMZM2G473147	Chr8	17245262	17246579					Zm00001d008722	Chr8	17796696	17797061	Zm00001eb336700	chr8	17792796	17793800									
pld2	38.80		GRMZM2G061969	Chr8	17391163	17395926					Zm00001d008727	Chr8	17939385	17943956	Zm00001eb336760	chr8	17935993	17940644									
cl3994_1d	38.81		GRMZM2G061735	Chr8	17424473	17428831					Zm00001d008731	Chr8	17972592	17976928	Zm00001eb336800	chr8	17969145	17973549									
mrpa8	38.82										Zm00001d008733	Chr8	18170312	18176375	Zm00001eb336810	chr8	18166651	18173010									
bzip122	38.84		GRMZM2G171912	Chr8	17665206	17666030					Zm00001d008734	Chr8	18247920	18249030	Zm00001eb336820	chr8	18244343	18245643									
c3h37	39.00		GRMZM2G171942	Chr8	17672604	17674106					Zm00001d008735	Chr8	18255737	18257026	Zm00001eb336830	chr8	18252303	18253781									
psr598	39.15																										
pco108073(625)	39.30		GRMZM2G080722	Chr8	17875265	17879910					Zm00001d008736	Chr8	18456747	18460827	Zm00001eb336840	chr8	18453191	18458160									
Zm00001eb336850	39.32		GRMZM2G080521	Chr8	17880157	17893174					Zm00001d008737	Chr8	18472609	18474242	Zm00001eb336850	chr8	18458274	18471251									
ppr424	39.48		GRMZM2G175253	Chr8	17947288	17949542					Zm00001d008738	Chr8	18539420	18548639	Zm00001eb336860	chr8	18523243	18525762									
ocd1	39.50		GRMZM2G175171	Chr8	17969338	17973572					Zm00001d008739	Chr8	18568768	18573047	Zm00001eb336870	chr8	18545546	18549848									
lug10	39.60		GRMZM5G869422	Chr8	18200958	18204122					Zm00001d008742	Chr8	18822540	18839994	Zm00001eb336880	chr8	18799419	18816629									
ubp39	39.70		GRMZM2G107696	Chr8	18216431	18229687					Zm00001d008743	Chr8	18840762	18851163	Zm00001eb336890	chr8	18817528	18828006									
B6TMW7	39.72		GRMZM2G107639	Chr8	18233383	18238378					Zm00001d008744	Chr8	18855126	18861446	Zm00001eb336900	chr8	18831844	18838263									
LOC103636793	39.74		GRMZM2G407517	Chr8	18251120	18256611					Zm00001d008746	Chr8	18873330	18874899	Zm00001eb336910	chr8	18850668	18856159									
LOC103636794	39.74		GRMZM2G407517	Chr8	18251120	18256611					Zm00001d008747	Chr8	18875815	18878157	Zm00001eb336910	chr8	18850668	18856159									
bif1	39.75		GRMZM2G130953	Chr8	18321199	18323290					Zm00001d008749	Chr8	18951758	18953833	Zm00001eb336930	chr8	18928567	18930699									
LOC103634875	39.77		GRMZM2G144464	Chr8	18351882	18353344					Zm00001d008750	Chr8	18982841	18984211	Zm00001eb336940	chr8	18959893	18961129									
cdo328	39.80		GRMZM2G144403	Chr8	18368466	18375697					Zm00001d008752	Chr8	18999372	19006082	Zm00001eb336950	chr8	18974796	18982940									
sfat1	39.96		GRMZM2G375159	Chr8	18444421	18446528					Zm00001d008756	Chr8	19076001	19077332	Zm00001eb336990	chr8	19052344	19054343									
TIDP3728	40.00		GRMZM2G336815	Chr8	18450622	18453661					Zm00001d008757	Chr8	19081873	19084941	Zm00001eb337010	chr8	19058686	19061720									
cl17715_1b	40.10		GRMZM2G092704	Chr8	18607472	18609653					Zm00001d008758	Chr8	19235296	19240387	Zm00001eb337020	chr8	19212139	19217108									
umc1913	40.20		GRMZM2G032190	Chr8	18612393	18615853					Zm00001d008759	Chr8	19240860	19244339	Zm00001eb337030	chr8	19217683	19221223									
si606069f05b	40.28		GRMZM2G365983	Chr8	18776756	18778921					Zm00001d008763	Chr8	19448408	19457020	Zm00001eb337050	chr8	19397648	19406027									
si606041a06	40.30		GRMZM2G457929	Chr8	18824450	18826472					Zm00001d008764	Chr8	19520818	19522320	Zm00001eb337060	chr8	19469860	19471775									
LOC103634884	40.36		GRMZM2G088267	Chr8	18880449	18892686					Zm00001d008768	Chr8	19551050	19554164	Zm00001eb337090	chr8	19500655	19502474									
gpm851	40.40		GRMZM2G088356	Chr8	18894918	18900457					Zm00001d008772	Chr8	19580474	19585935	Zm00001eb337110	chr8	19512629	19518270									
cl30827_1	40.43		GRMZM2G047949	Chr8	18969384	18978459					Zm00001d008777	Chr8	19654741	19663889	Zm00001eb337140	chr8	19586954	19612994									
lrx3	40.44										Zm00001d008779	Chr8	19717269	19718855	Zm00001eb337150	chr8	19648977	19651442									
flz32	40.48		GRMZM2G125020	Chr8	19125073	19127899					Zm00001d008782	Chr8	19837108	19840416	Zm00001eb337180	chr8	19775052	19778029									
ofp32	40.50		GRMZM2G001721	Chr8	19242262	19242864					Zm00001d008785	Chr8	19945414	19946016	Zm00001eb337190	chr8	19883300	19884179									
LOC103636806	40.54		GRMZM2G070487	Chr8	19513682	19520990					Zm00001d008788	Chr8	20196084	20206557	Zm00001eb337210	chr8	20115125	20125675									
garr3	40.60																										
pco106628	40.80		GRMZM2G167554	Chr8	19681264	19685447					Zm00001d008791	Chr8	20367685	20375330	Zm00001eb337250	chr8	20285540	20294495									
wrky80	41.00		GRMZM2G516301	Chr8	19839384	19840388					Zm00001d008793	Chr8	20528476	20529755	Zm00001eb337270	chr8	20447561	20448977									
wrky26	41.20		GRMZM2G083350	Chr8	19856200	19858470					Zm00001d008794	Chr8	20545295	20547560	Zm00001eb337290	chr8	20464406	20466685									
LOC100274322	41.22		GRMZM2G095280	Chr8	19972041	19974317					Zm00001d008795	Chr8	20660019	20662322	Zm00001eb337300	chr8	20579174	20581428									
ccp21	41.24		GRMZM2G095265	Chr8	19976264	19977527					Zm00001d008796	Chr8	20664274	20665428	Zm00001eb337310	chr8	20583466	20584620									
GRMZM2G096904	41.46		GRMZM2G096904	Chr8	20084781	20088310					Zm00001d008799	Chr8	20773065	20776388	Zm00001eb337340	chr8	20692241	20695919									
myb210	41.48		GRMZM2G395749	Chr8	20089786	20121874					Zm00001d008800	Chr8	20777731	20785356	Zm00001eb337350	chr8	20696876	20704663									
nactf52	41.50		GRMZM2G342647	Chr8	20171779	20179415					Zm00001d008801	Chr8	20865179	20868248	Zm00001eb337360	chr8	20783916	20787504									
Zm00001eb337380	41.88		GRMZM2G074965	Chr8	20302116	20305202									Zm00001eb337380	chr8	20913879	20916874									
IDP7591	41.90		GRMZM2G161787	Chr8	20311707	20315182					Zm00001d008805	Chr8	21004224	21007918	Zm00001eb337390	chr8	20923423	20927056									
mybr24	42.00		GRMZM2G049695	Chr8	20520277	20522116					Zm00001d008808	Chr8	21238766	21240538	Zm00001eb337410	chr8	21157918	21159796									
c3h47	43.00		GRMZM2G173124	Chr8	20674613	20676836					Zm00001d008812	Chr8	21359783	21360919	Zm00001eb337450	chr8	21278409	21280950									
aldh35	43.24		GRMZM2G382159	Chr8	20691517	20693974					Zm00001d008814	Chr8	21374741	21378820	Zm00001eb337490	chr8	21296239	21297701									
Zm00001eb337510	43.29		GRMZM2G080588	Chr8	20696387	20703403					Zm00001d008815	Chr8	21381514	21388543	Zm00001eb337510	chr8	21300793	21308016									
pfk14	43.30		GRMZM2G080375	Chr8	20703227	20706980					Zm00001d008816	Chr8	21388425	21392149	Zm00001eb337520	chr8	21307652	21311629									
nactf47	43.80		GRMZM2G112681	Chr8	20832776	20839314					Zm00001d008817	Chr8	21509525	21515943	Zm00001eb337530	chr8	21428899	21435493									
iqd18	43.90		GRMZM2G147840	Chr8	20965503	20967547					Zm00001d008819	Chr8	21638683	21640727	Zm00001eb337540	chr8	21557617	21560210									
csu329	43.98		GRMZM2G147882	Chr8	20977098	20981343					Zm00001d008820	Chr8	21650403	21654524	Zm00001eb337550	chr8	21569728	21573970									
gi1	44.01		GRMZM2G107101	Chr8	21104080	21112365					Zm00001d008826	Chr8	21787238	21795721	Zm00001eb337600	chr8	21695064	21703687									
umc124a(chk)	44.15		GRMZM2G087146	Chr8	21151886	21155655					Zm00001d008827	Chr8	21834900	21838661	Zm00001eb337610	chr8	21742759	21746623									
cipk40	44.17		GRMZM2G371276	Chr8	21300732	21302084					Zm00001d008833	Chr8	21985308	21986606	Zm00001eb337620	chr8	21893119	21895703									
Zm00001d008837	44.19		GRMZM2G070109	Chr8	21394179	21395946					Zm00001d008837	Chr8	22078652	22080187	Zm00001eb337640	chr8	21986519	21988279									
hsp18c	44.50		GRMZM2G034157	Chr8	21620266	21621116					Zm00001d008841	Chr8	22307488	22307982	Zm00001eb337690	chr8	22215123	22216180									
idd18	44.52		GRMZM2G046290	Chr8	21703880	21705234					Zm00001d008842	Chr8	22389776	22391675	Zm00001eb337700	chr8	22297577	22299960									
grx16	44.56		GRMZM2G441906	Chr8	21758428	21759343					Zm00001d008843	Chr8	22462215	22462577	Zm00001eb337720	chr8	22370061	22370576									
cl7522_1b	44.60		GRMZM2G140223	Chr8	21759875	21762056					Zm00001d008844	Chr8	22463844	22465698	Zm00001eb337740	chr8	22370831	22373354									
cl743_1b	44.68		GRMZM2G032049	Chr8	21821792	21828125					Zm00001d008846	Chr8	22494318	22500453	Zm00001eb337800	chr8	22401548	22408511									
nfd110	44.70		GRMZM2G032252	Chr8	21829304	21836106					Zm00001d008847	Chr8	22501898	22508623	Zm00001eb337810	chr8	22409992	22416610									
cl66163_1	44.71		GRMZM2G033283	Chr8	21879184	21881933					Zm00001d008851	Chr8	22553593	22556240	Zm00001eb337840	chr8	22461531	22465785									
si946046b11	44.71		GRMZM2G333454	Chr8	21871233	21874148					Zm00001d008850	Chr8	22545576	22546424	Zm00001eb337830	chr8	22453068	22454654									
bhlh62	44.72		GRMZM2G333582	Chr8	21912581	21916036					Zm00001d008853	Chr8	22586868	22590558	Zm00001eb337860	chr8	22496673	22498483									
sudh3	44.75		GRMZM2G056912	Chr8	22054607	22060804					Zm00001d008855	Chr8	22739651	22740658	Zm00001eb337870	chr8	22646872	22648878									
