bin	chr	start_mb	stop_mb	length_mb	cM	old_start_bp_1based	old_stop_bp_1based	old_mid_bp_1based
Bin1422	11	4.422186	4.692399	0.270213	31.687542	4422187	4692399	4557292
Bin1423	11	4.692400	5.015543	0.323143	31.927351	4692401	5015543	4853972
Bin1424	11	5.015544	5.443247	0.427703	32.657291	5015545	5443247	5229396
Bin1425	11	5.443248	5.562749	0.119501	37.579294	5443249	5562749	5502998
Bin1426	11	5.562750	5.747290	0.184540	37.819103	5562751	5747290	5655020
Bin1427	11	5.747291	5.832414	0.085123	38.058911	5747292	5832414	5789852
Bin1428	11	5.832415	5.843791	0.011376	38.298720	5832416	5843791	5838103
Bin1429	11	5.843792	6.655479	0.811687	40.319197	5843793	6655479	6249636
Bin1430	11	6.655480	7.034140	0.378660	45.558145	6655481	7034140	6844810
Bin1431	11	7.034141	7.109920	0.075779	45.797953	7034142	7109920	7072030
Bin1432	11	7.109921	7.498303	0.388382	46.037762	7109922	7498303	7304112
Bin1433	11	7.498304	7.580538	0.082234	46.277570	7498305	7580538	7539421
Bin1434	11	7.580539	7.663754	0.083215	46.517379	7580540	7663754	7622146
Bin1435	11	7.663755	7.815690	0.151935	49.360522	7663756	7815690	7739722
Bin1436	11	7.815691	7.851976	0.036285	50.340946	7815692	7851976	7833834
Bin1437	11	7.851977	7.948516	0.096539	50.580754	7851978	7948516	7900246
Bin1438	11	7.948517	8.858158	0.909641	52.073402	7948518	8858158	8403338
Bin1439	11	8.858159	9.001361	0.143202	52.313211	8858160	9001361	8929760
Bin1440	11	9.001362	9.030601	0.029239	52.796307	9001363	9030601	9015982
Bin1441	11	9.030602	9.294371	0.263769	53.036115	9030603	9294371	9162486
Bin1442	11	9.294372	9.441048	0.146676	53.275924	9294373	9441048	9367710
Bin1443	11	9.441049	9.586426	0.145377	53.515732	9441050	9586426	9513738
Bin1444	11	9.586427	9.729335	0.142908	53.998828	9586428	9729335	9657881
Bin1445	11	9.729336	9.766623	0.037287	54.979252	9729337	9766623	9747980
Bin1446	11	9.766624	10.088513	0.321889	56.471900	9766625	10088513	9927568
Bin1447	11	10.088514	10.620512	0.531998	56.711708	10088515	10620512	10354513
Bin1448	11	10.620513	10.681259	0.060746	57.194804	10620514	10681259	10650886
Bin1449	11	10.681260	10.940655	0.259395	57.434613	10681261	10940655	10810958
Bin1450	11	10.940656	11.660346	0.719690	57.674421	10940657	11660346	11300501
Bin1451	11	11.660347	11.912059	0.251712	57.914230	11660348	11912059	11786203
Bin1452	11	11.912060	13.800798	1.888738	58.154038	11912061	13800798	12856429
Bin1453	11	13.800799	14.230754	0.429955	58.393847	13800800	14230754	14015776
Bin1454	11	14.230755	15.387126	1.156371	58.633656	14230756	15387126	14808940
Bin1455	11	15.387127	15.744728	0.357601	58.873464	15387128	15744728	15565928
Bin1456	11	15.744729	15.888484	0.143755	59.113273	15744730	15888484	15816606
Bin1457	11	15.888485	16.313221	0.424736	59.843213	15888486	16313221	16100853
Bin1458	11	16.313222	16.460070	0.146848	60.083021	16313223	16460070	16386646
Bin1459	11	16.460071	16.548559	0.088488	60.322830	16460072	16548559	16504315
Bin1460	11	16.548560	17.048450	0.499890	61.557461	16548561	17048450	16798505
Bin1461	11	17.048451	17.157288	0.108837	62.287401	17048452	17157288	17102870
Bin1462	11	17.157289	17.337084	0.179795	62.527209	17157290	17337084	17247186
Bin1463	11	17.337085	17.806012	0.468927	65.091874	17337086	17806012	17571548
Bin1464	11	17.806013	17.859475	0.053462	65.331683	17806014	17859475	17832744
Bin1465	11	17.859476	17.894398	0.034922	65.571491	17859477	17894398	17876937
Bin1466	11	17.894399	17.965016	0.070617	66.551915	17894400	17965016	17929708
Bin1467	11	17.965017	18.198598	0.233581	67.532338	17965018	18198598	18081808
Bin1468	11	18.198599	18.316344	0.117745	68.512762	18198600	18316344	18257472
Bin1469	11	18.316345	18.481191	0.164846	69.242702	18316346	18481191	18398768
Bin1470	11	18.481192	18.779254	0.298062	69.482510	18481193	18779254	18630223
Bin1471	11	18.779255	18.811211	0.031956	70.462934	18779256	18811211	18795233
Bin1472	11	18.811212	18.852360	0.041148	70.702743	18811213	18852360	18831786
Bin1473	11	18.852361	18.881686	0.029325	71.432683	18852362	18881686	18867024
Bin1474	11	18.881687	19.061831	0.180144	71.672491	18881688	19061831	18971759
Bin1475	11	19.061832	19.090636	0.028804	71.912300	19061833	19090636	19076234
Bin1476	11	19.090637	19.137077	0.046440	73.146930	19090638	19137077	19113857
Bin1477	11	19.137078	19.230493	0.093415	75.437407	19137079	19230493	19183786
Bin1478	11	19.230494	19.425653	0.195159	76.417831	19230495	19425653	19328074
Bin1479	11	19.425654	19.468084	0.042430	77.910479	19425655	19468084	19446869
Bin1480	11	19.468085	19.528257	0.060172	78.150288	19468086	19528257	19498171
Bin1481	11	19.528258	19.637166	0.108908	78.390096	19528259	19637166	19582712
Bin1482	11	19.637167	20.091134	0.453967	78.629905	19637168	20091134	19864150
Bin1483	11	20.091135	20.177232	0.086097	79.113000	20091136	20177232	20134184
Bin1484	11	20.177233	20.337723	0.160490	79.352809	20177234	20337723	20257478
Bin1485	11	20.337724	20.588262	0.250538	80.587440	20337725	20588262	20462993
Bin1486	11	20.588263	20.766827	0.178564	80.827248	20588264	20766827	20677545
Bin1487	11	20.766828	20.787605	0.020777	81.310344	20766829	20787605	20777216
Bin1488	11	20.787606	21.256423	0.468817	82.544974	20787607	21256423	21022014
Bin1489	11	21.256424	21.289933	0.033509	83.028070	21256425	21289933	21273178
Bin1490	11	21.289934	21.503575	0.213641	83.267879	21289935	21503575	21396754
Bin1491	11	21.503576	21.583192	0.079616	83.997819	21503577	21583192	21543384
Bin1492	11	21.583193	21.786155	0.202962	84.480914	21583194	21786155	21684674
Bin1493	11	21.786156	22.041696	0.255540	84.964010	21786157	22041696	21913926
Bin1494	11	22.041697	22.140498	0.098801	85.447105	22041698	22140498	22091098
Bin1495	11	22.140499	22.547097	0.406598	91.669814	22140500	22547097	22343798
Bin1496	11	22.547098	22.585752	0.038654	92.152909	22547099	22585752	22566425
Bin1497	11	22.585753	22.607768	0.022015	92.392718	22585754	22607768	22596761
Bin1498	11	22.607769	22.765907	0.158138	92.632527	22607770	22765907	22686838
Bin1499	11	22.765908	22.800150	0.034242	92.872335	22765909	22800150	22783029
Bin1500	11	22.800151	22.895139	0.094988	93.602275	22800152	22895139	22847645
Bin1501	11	22.895140	22.935382	0.040242	93.842084	22895141	22935382	22915261
Bin1502	11	22.935383	23.041476	0.106093	94.081892	22935384	23041476	22988430
Bin1503	11	23.041477	23.264796	0.223319	94.321701	23041478	23264796	23153137
Bin1504	11	23.264797	23.653820	0.389023	94.804797	23264798	23653820	23459308
Bin1505	11	23.653821	23.822977	0.169156	95.785220	23653822	23822977	23738399
Bin1506	11	23.822978	23.983457	0.160479	96.268316	23822979	23983457	23903218
Bin1507	11	23.983458	24.248930	0.265472	100.572046	23983459	24248930	24116194
Bin1508	11	24.248931	24.374913	0.125982	101.552470	24248932	24374913	24311922
Bin1509	11	24.374914	24.442249	0.067335	101.792278	24374915	24442249	24408582
Bin1510	11	24.442250	24.547190	0.104940	102.032087	24442251	24547190	24494720
Bin1511	11	24.547191	24.658363	0.111172	102.762027	24547192	24658363	24602777
Bin1512	11	24.658364	24.679204	0.020840	103.491967	24658365	24679204	24668784
Bin1513	11	24.679205	24.702686	0.023481	103.731776	24679206	24702686	24690945
Bin1514	11	24.702687	24.742810	0.040123	103.971584	24702688	24742810	24722748
Bin1515	11	24.742811	24.759604	0.016793	104.211393	24742812	24759604	24751208
Bin1516	11	24.759605	24.795189	0.035584	106.776057	24759606	24795189	24777397
Bin1517	11	24.795190	24.977519	0.182329	107.015866	24795191	24977519	24886355
Bin1518	11	24.977520	25.155711	0.178191	107.255675	24977521	25155711	25066615
Bin1519	11	25.155712	25.793426	0.637714	107.738770	25155713	25793426	25474569
Bin1520	11	25.793427	25.910573	0.117146	107.978579	25793428	25910573	25852000
Bin1521	11	25.910574	25.957355	0.046781	108.218387	25910575	25957355	25933964
Bin1522	11	25.957356	25.991432	0.034076	108.458196	25957357	25991432	25974394
Bin1523	11	25.991433	26.031810	0.040377	108.698005	25991434	26031810	26011622
Bin1524	11	26.031811	26.135886	0.104075	109.181100	26031812	26135886	26083849
Bin1525	11	26.135887	26.511195	0.375308	109.420909	26135888	26511195	26323541
Bin1526	11	26.511196	26.552609	0.041413	109.904004	26511197	26552609	26531902
Bin1527	11	26.552610	26.644828	0.092218	111.396653	26552611	26644828	26598719
Bin1528	11	26.644829	26.708676	0.063847	111.636461	26644830	26708676	26676752
Bin1529	11	26.708677	26.749998	0.041321	111.876270	26708678	26749998	26729338
Bin1530	11	26.749999	26.779868	0.029869	112.606210	26750000	26779868	26764933
Bin1531	11	26.779869	26.819647	0.039778	112.846018	26779870	26819647	26799758
Bin1532	11	26.819648	26.860066	0.040418	113.329114	26819649	26860066	26839857
Bin1533	11	26.860067	26.882681	0.022614	113.568923	26860068	26882681	26871374
Bin1534	11	26.882682	27.366868	0.484186	114.052018	26882683	27366868	27124775
Bin1535	11	27.366869	27.379702	0.012833	114.291827	27366870	27379702	27373286
Bin1536	11	27.379703	27.958298	0.578595	115.272250	27379704	27958298	27669000
Bin1537	11	27.958299	28.249689	0.291390	115.512059	27958300	28249689	28103994
Bin1538	11	28.249690	28.291316	0.041626	116.241999	28249691	28291316	28270503
Bin1539	11	28.291317	28.344427	0.053110	116.481807	28291318	28344427	28317872
Bin1540	11	28.344428	28.512666	0.168238	116.721616	28344429	28512666	28428547
Bin1541	12	0.000000	0.724487	0.724487	0.000000	1	724487	362244
Bin1542	12	0.724488	1.164681	0.440193	1.234631	724489	1164681	944584
Bin1543	12	1.164682	1.191083	0.026401	1.474439	1164683	1191083	1177882
Bin1544	12	1.191084	3.009260	1.818176	13.064520	1191085	3009260	2100172
Bin1545	12	3.009261	3.055555	0.046294	14.044944	3009262	3055555	3032408
Bin1546	12	3.055556	3.133802	0.078246	14.284752	3055557	3133802	3094679
Bin1547	12	3.133803	3.841836	0.708033	16.039318	3133804	3841836	3487819
Bin1548	12	3.841837	4.747938	0.906101	31.437655	3841838	4747938	4294888
Bin1549	12	4.747939	5.378274	0.630335	37.999765	4747940	5378274	5063106
Bin1550	12	5.378275	7.199927	1.821652	39.754331	5378276	7199927	6289101
Bin1551	12	7.199928	7.392068	0.192140	40.237426	7199929	7392068	7295998
Bin1552	12	7.392069	7.407690	0.015621	40.477235	7392070	7407690	7399880
Bin1553	12	7.407691	7.651011	0.243320	40.717044	7407692	7651011	7529351
Bin1554	12	7.651012	7.924362	0.273350	42.471610	7651013	7924362	7787687
Bin1555	12	7.924363	8.858744	0.934381	42.711418	7924364	8858744	8391554
Bin1556	12	8.858745	9.801089	0.942344	42.951227	8858746	9801089	9329917
Bin1557	12	9.801090	10.738394	0.937304	43.191035	9801091	10738394	10269742
Bin1558	12	10.738395	10.758231	0.019836	43.430844	10738396	10758231	10748313
Bin1559	12	10.758232	10.770713	0.012481	43.670653	10758233	10770713	10764472
Bin1560	12	10.770714	10.798575	0.027861	43.910461	10770715	10798575	10784644
Bin1561	12	10.798576	11.775679	0.977103	44.150270	10798577	11775679	11287128
Bin1562	12	11.775680	12.061770	0.286090	44.633365	11775681	12061770	11918725
Bin1563	12	12.061771	14.545701	2.483930	45.116461	12061772	14545701	13303736
Bin1564	12	14.545702	14.674353	0.128651	45.356270	14545703	14674353	14610028
Bin1565	12	14.674354	16.255447	1.581093	45.596078	14674355	16255447	15464900
Bin1566	12	16.255448	16.363843	0.108395	46.079174	16255449	16363843	16309646
Bin1567	12	16.363844	16.461232	0.097388	46.562269	16363845	16461232	16412538
Bin1568	12	16.461233	17.398341	0.937108	47.045365	16461234	17398341	16929787
Bin1569	12	17.398342	17.608219	0.209877	47.775305	17398343	17608219	17503280
Bin1570	12	17.608220	17.634907	0.026687	48.015113	17608221	17634907	17621564
Bin1571	12	17.634908	17.955105	0.320197	48.745053	17634909	17955105	17795006
Bin1572	12	17.955106	18.243326	0.288220	49.228149	17955107	18243326	18099216
Bin1573	12	18.243327	18.299733	0.056406	50.208572	18243328	18299733	18271530
Bin1574	12	18.299734	18.361219	0.061485	50.448381	18299735	18361219	18330476
Bin1575	12	18.361220	18.591749	0.230529	50.688190	18361221	18591749	18476484
Bin1576	12	18.591750	19.087218	0.495468	54.393588	18591751	19087218	18839484
Bin1577	12	19.087219	19.159779	0.072560	55.123528	19087220	19159779	19123499
Bin1578	12	19.159780	19.447998	0.288218	55.853468	19159781	19447998	19303889
Bin1579	12	19.447999	19.533698	0.085699	56.336564	19448000	19533698	19490848
Bin1580	12	19.533699	19.677062	0.143363	56.576372	19533700	19677062	19605380
Bin1581	12	19.677063	19.819577	0.142514	59.419515	19677064	19819577	19748320
Bin1582	12	19.819578	19.883929	0.064351	59.659324	19819579	19883929	19851754
Bin1583	12	19.883930	20.022299	0.138369	60.142420	19883931	20022299	19953114
Bin1584	12	20.022300	21.145075	1.122775	62.162897	20022301	21145075	20583688
Bin1585	12	21.145076	21.329181	0.184105	62.892836	21145077	21329181	21237128
Bin1586	12	21.329182	21.590372	0.261190	68.131784	21329183	21590372	21459777
Bin1587	12	21.590373	21.727609	0.137236	68.371593	21590374	21727609	21658991
Bin1588	12	21.727610	22.017753	0.290143	68.854688	21727611	22017753	21872682
Bin1589	12	22.017754	22.447782	0.430028	69.094497	22017755	22447782	22232768
Bin1590	12	22.447783	22.563440	0.115657	76.353597	22447784	22563440	22505612
Bin1591	12	22.563441	22.936367	0.372926	77.334021	22563442	22936367	22749904
Bin1592	12	22.936368	23.051817	0.115449	77.573830	22936369	23051817	22994092
Bin1593	12	23.051818	23.393877	0.342059	77.813638	23051819	23393877	23222848
Bin1594	12	23.393878	23.479468	0.085590	81.519037	23393879	23479468	23436673
Bin1595	12	23.479469	23.580571	0.101102	83.011685	23479470	23580571	23530020
Bin1596	12	23.580572	23.886496	0.305924	83.494780	23580573	23886496	23733534
Bin1597	12	23.886497	23.900206	0.013709	83.977876	23886498	23900206	23893352
Bin1598	12	23.900207	23.966364	0.066157	84.460972	23900208	23966364	23933286
Bin1599	12	23.966365	24.075887	0.109522	84.944067	23966366	24075887	24021126
Bin1600	12	24.075888	24.122206	0.046318	86.698633	24075889	24122206	24099047
Bin1601	12	24.122207	24.440155	0.317948	87.181729	24122208	24440155	24281181
Bin1602	12	24.440156	24.520895	0.080739	87.421537	24440157	24520895	24480526
Bin1603	12	24.520896	24.567072	0.046176	87.661346	24520897	24567072	24543984
Bin1604	12	24.567073	24.707331	0.140258	87.901154	24567074	24707331	24637202
Bin1605	12	24.707332	24.855862	0.148530	91.903290	24707333	24855862	24781597
Bin1606	12	24.855863	25.247885	0.392022	92.143098	24855864	25247885	25051874
Bin1607	12	25.247886	25.277446	0.029560	93.123522	25247887	25277446	25262666
Bin1608	12	25.277447	25.309654	0.032207	93.363331	25277448	25309654	25293550
Bin1609	12	25.309655	25.351164	0.041509	94.093271	25309656	25351164	25330410
Bin1610	12	25.351165	25.603259	0.252094	96.113748	25351166	25603259	25477212
Bin1611	12	25.603260	25.641417	0.038157	96.843687	25603261	25641417	25622338
Bin1612	12	25.641418	25.801197	0.159779	97.083496	25641419	25801197	25721308
Bin1613	12	25.801198	26.077657	0.276459	104.342597	25801199	26077657	25939428
Bin1614	12	26.077658	26.321664	0.244006	104.825692	26077659	26321664	26199661
Bin1615	12	26.321665	26.395161	0.073496	105.065501	26321666	26395161	26358413
Bin1616	12	26.395162	26.521489	0.126327	106.045924	26395163	26521489	26458326
Bin1617	12	26.521490	26.663504	0.142014	106.285733	26521491	26663504	26592497
Bin1618	12	26.663505	27.015878	0.352373	106.768828	26663506	27015878	26839692
Bin1619	12	27.015879	27.497214	0.481335	109.333493	27015880	27497214	27256546
