marker_id	primer_side	qseqid	marker_type	linkage_group	cM	raw_hits	full_len_no_gap_hits	min_mismatch_full_len_no_gap	min_mismatch_bin	hits_at_min_mismatch	is_multihit_at_min_mismatch	best_full_len_no_gap_sseqid	best_full_len_no_gap_sstart	best_full_len_no_gap_send	best_full_len_no_gap_strand	best_full_len_no_gap_bitscore	best_any_alignment_length	best_any_coverage	best_any_pident	best_any_mismatch	best_any_gapopen	best_any_sseqid	best_any_sstart	best_any_send	best_any_bitscore	full_len_no_gap_mm0_hits	full_len_no_gap_mm1_hits	full_len_no_gap_mm2_hits	full_len_no_gap_mm3_hits	full_len_no_gap_mm4_hits	full_len_no_gap_mm5_hits	full_len_no_gap_mm_gt5_hits	full_len_no_gap_mm_le0_hits	has_full_len_no_gap_mm_le0	full_len_no_gap_mm_le1_hits	has_full_len_no_gap_mm_le1	full_len_no_gap_mm_le2_hits	has_full_len_no_gap_mm_le2	full_len_no_gap_mm_le3_hits	has_full_len_no_gap_mm_le3	full_len_no_gap_mm_le4_hits	has_full_len_no_gap_mm_le4	full_len_no_gap_mm_le5_hits	has_full_len_no_gap_mm_le5
BoE277	F	BoE277__F	SSR	C04	61.332	2821	2	0.0	0	1	False	gb|CM031009.1|	14985777.0	14985757.0	-	42.1	21	1.0	100.0	0	0	gb|CM031009.1|	14985777	14985757	42.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoE277	R	BoE277__R	SSR	C04	61.332	2564	2	0.0	0	1	False	gb|CM031009.1|	14985512.0	14985534.0	+	46.1	23	1.0	100.0	0	0	gb|CM031009.1|	14985512	14985534	46.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE278	F	BoE278__F	SSR	C09	55.165	1462	1	0.0	0	1	False	gb|CM031014.1|	56472528.0	56472551.0	+	48.1	24	1.0	100.0	0	0	gb|CM031014.1|	56472528	56472551	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE278	R	BoE278__R	SSR	C09	55.165	2709	1	0.0	0	1	False	gb|CM031014.1|	56472892.0	56472869.0	-	48.1	24	1.0	100.0	0	0	gb|CM031014.1|	56472892	56472869	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE337	F	BoE337__F	SSR	C09	38.906	14660	2	3.0	3	2	True	gb|CM031009.1|	58232226.0	58232249.0	+	24.3	24	1.0	87.5	3	0	gb|CM031009.1|	58232226	58232249	24.3	0	0	0	2	0	0	0	0	False	0	False	0	False	2	True	2	True	2	True
BoE337	R	BoE337__R	SSR	C09	38.906	8042	2	0.0	0	1	False	gb|CM031014.1|	61185182.0	61185159.0	-	48.1	24	1.0	100.0	0	0	gb|CM031014.1|	61185182	61185159	48.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE339	F	BoE339__F	SSR	C07	27.301	3597	1	1.0	1	1	False	gb|CM031012.1|	56281279.0	56281302.0	+	40.1	24	1.0	95.833	1	0	gb|CM031012.1|	56281279	56281302	40.1	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoE339	R	BoE339__R	SSR	C07	27.301	5627	2	1.0	1	1	False	gb|CM031012.1|	56281571.0	56281548.0	-	40.1	24	1.0	95.833	1	0	gb|CM031012.1|	56281571	56281548	40.1	0	1	0	1	0	0	0	0	False	1	True	1	True	2	True	2	True	2	True
BoE340	F	BoE340__F	SSR	C07	71.758	10094	3	0.0	0	1	False	gb|CM031006.1|	47764164.0	47764142.0	-	46.1	23	1.0	100.0	0	0	gb|CM031006.1|	47764164	47764142	46.1	1	1	0	1	0	0	0	1	True	2	True	2	True	3	True	3	True	3	True
BoE340	R	BoE340__R	SSR	C07	71.758	23099	8	0.0	0	4	True	gb|CM031014.1|	52964533.0	52964517.0	-	34.2	17	1.0	100.0	0	0	gb|CM031014.1|	52964533	52964517	34.2	4	4	0	0	0	0	0	4	True	8	True	8	True	8	True	8	True	8	True
BoE341	F	BoE341__F	SSR	C01	58.132	743	6	0.0	0	1	False	gb|CM031009.1|	47125905.0	47125925.0	+	42.1	21	1.0	100.0	0	0	gb|CM031009.1|	47125905	47125925	42.1	1	0	5	0	0	0	0	1	True	1	True	6	True	6	True	6	True	6	True
BoE341	R	BoE341__R	SSR	C01	58.132	3148	1	2.0	2	1	False	gb|CM031009.1|	49530852.0	49530873.0	+	28.2	22	1.0	90.909	2	0	gb|CM031009.1|	49530852	49530873	28.2	0	0	1	0	0	0	0	0	False	0	False	1	True	1	True	1	True	1	True
BoE347	F	BoE347__F	SSR	C05	27.382	14897	1	0.0	0	1	False	gb|CM031010.1|	3108668.0	3108645.0	-	48.1	24	1.0	100.0	0	0	gb|CM031010.1|	3108668	3108645	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE347	R	BoE347__R	SSR	C05	27.382	3716	2	0.0	0	1	False	gb|CM031010.1|	3108511.0	3108527.0	+	34.2	17	1.0	100.0	0	0	gb|CM031010.1|	3108511	3108527	34.2	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE379	F	BoE379__F	SSR	C06	71.794	730	0		no_full_length_no_gap	0	False						16	0.8888888888888888	93.75	1	0	gb|CM031009.1|	30096602	30096587	24.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE379	R	BoE379__R	SSR	C06	71.794	1483	2	0.0	0	1	False	gb|CM031011.1|	18458328.0	18458345.0	+	36.2	18	1.0	100.0	0	0	gb|CM031011.1|	18458328	18458345	36.2	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE391	F	BoE391__F	SSR	C08	86.203	6057	1	0.0	0	1	False	gb|CM031013.1|	45563752.0	45563773.0	+	44.1	22	1.0	100.0	0	0	gb|CM031013.1|	45563752	45563773	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE391	R	BoE391__R	SSR	C08	86.203	2853	1	0.0	0	1	False	gb|CM031013.1|	45564120.0	45564097.0	-	48.1	24	1.0	100.0	0	0	gb|CM031013.1|	45564120	45564097	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE392	F	BoE392__F	SSR	C06	47.797	1925	1	0.0	0	1	False	gb|CM031011.1|	41076708.0	41076687.0	-	44.1	22	1.0	100.0	0	0	gb|CM031011.1|	41076708	41076687	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE392	R	BoE392__R	SSR	C06	47.797	1313	1	0.0	0	1	False	gb|CM031011.1|	41076480.0	41076500.0	+	42.1	21	1.0	100.0	0	0	gb|CM031011.1|	41076480	41076500	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE405	F	BoE405__F	SSR	C04	133.566	4700	1	0.0	0	1	False	gb|CM031009.1|	57632830.0	57632807.0	-	48.1	24	1.0	100.0	0	0	gb|CM031009.1|	57632830	57632807	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE405	R	BoE405__R	SSR	C04	133.566	2056	2	0.0	0	2	True	gb|CM031009.1|	57632391.0	57632411.0	+	42.1	21	1.0	100.0	0	0	gb|CM031009.1|	57632391	57632411	42.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoE406	F	BoE406__F	SSR	C03	63.038	1907	2	0.0	0	2	True	gb|CM031008.1|	53010439.0	53010422.0	-	36.2	18	1.0	100.0	0	0	gb|CM031008.1|	53010439	53010422	36.2	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoE406	R	BoE406__R	SSR	C03	63.038	13461	4	0.0	0	4	True	gb|CM031014.1|	38829512.0	38829492.0	-	42.1	21	1.0	100.0	0	0	gb|CM031014.1|	38829512	38829492	42.1	4	0	0	0	0	0	0	4	True	4	True	4	True	4	True	4	True	4	True
BoE407	F	BoE407__F	SSR	C01	74.796	3362	1	1.0	1	1	False	gb|CM031006.1|	21691931.0	21691910.0	-	36.2	22	1.0	95.455	1	0	gb|CM031006.1|	21691931	21691910	36.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoE407	R	BoE407__R	SSR	C01	74.796	3074	2	0.0	0	2	True	gb|CM031006.1|	21691691.0	21691714.0	+	48.1	24	1.0	100.0	0	0	gb|CM031006.1|	21691691	21691714	48.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoE417	F	BoE417__F	SSR	C06	70.133	918	2	1.0	1	1	False	gb|CM031009.1|	56767738.0	56767757.0	+	32.2	20	1.0	95.0	1	0	gb|CM031009.1|	56767738	56767757	32.2	0	1	1	0	0	0	0	0	False	1	True	2	True	2	True	2	True	2	True
BoE417	R	BoE417__R	SSR	C06	70.133	3385	1	0.0	0	1	False	gb|CM031009.1|	56767966.0	56767943.0	-	48.1	24	1.0	100.0	0	0	gb|CM031009.1|	56767966	56767943	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE425	F	BoE425__F	SSR	C09	59.066	4618	1	0.0	0	1	False	gb|CM031014.1|	55688353.0	55688333.0	-	42.1	21	1.0	100.0	0	0	gb|CM031014.1|	55688353	55688333	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE425	R	BoE425__R	SSR	C09	59.066	1870	1	0.0	0	1	False	gb|CM031014.1|	55688170.0	55688190.0	+	42.1	21	1.0	100.0	0	0	gb|CM031014.1|	55688170	55688190	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE432	F	BoE432__F	SSR	C07	20.387	1692	0		no_full_length_no_gap	0	False						19	0.9047619047619048	89.474	2	0	gb|CM031008.1|	68134860	68134842	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE432	R	BoE432__R	SSR	C07	20.387	1805	1	0.0	0	1	False	gb|CM031012.1|	56694259.0	56694277.0	+	38.2	19	1.0	100.0	0	0	gb|CM031012.1|	56694259	56694277	38.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE450	F	BoE450__F	SSR	C04	101.874	1794	1	0.0	0	1	False	gb|CM031009.1|	56772441.0	56772459.0	+	38.2	19	1.0	100.0	0	0	gb|CM031009.1|	56772441	56772459	38.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE450	R	BoE450__R	SSR	C04	101.874	2187	1	0.0	0	1	False	gb|CM031009.1|	56772617.0	56772595.0	-	46.1	23	1.0	100.0	0	0	gb|CM031009.1|	56772617	56772595	46.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE483	F	BoE483__F	SSR	C02	7.48	817	0		no_full_length_no_gap	0	False						19	0.95	89.474	2	0	gb|CM031011.1|	5449370	5449352	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE483	R	BoE483__R	SSR	C02	7.48	5086	2	0.0	0	2	True	gb|JAEMQI010000018.1|	685277.0	685259.0	-	38.2	19	1.0	100.0	0	0	gb|JAEMQI010000018.1|	685277	685259	38.2	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoE501	F	BoE501__F	SSR	C03	36.996	2190	5	0.0	0	2	True	gb|CM031008.1|	69775209.0	69775189.0	-	42.1	21	1.0	100.0	0	0	gb|CM031008.1|	69775209	69775189	42.1	2	1	2	0	0	0	0	2	True	3	True	5	True	5	True	5	True	5	True
BoE501	R	BoE501__R	SSR	C03	36.996	4091	2	0.0	0	1	False	gb|CM031008.1|	69774969.0	69774989.0	+	42.1	21	1.0	100.0	0	0	gb|CM031008.1|	69774969	69774989	42.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE506	F	BoE506__F	SSR	C04	61.074000000000005	1395	1	0.0	0	1	False	gb|CM031008.1|	9625285.0	9625266.0	-	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	9625285	9625266	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE506	R	BoE506__R	SSR	C04	61.074000000000005	4561	2	0.0	0	2	True	gb|CM031009.1|	14984586.0	14984568.0	-	38.2	19	1.0	100.0	0	0	gb|CM031009.1|	14984586	14984568	38.2	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
BoE530	F	BoE530__F	SSR	C04	66.733	1380	1	0.0	0	1	False	gb|CM031009.1|	17910534.0	17910556.0	+	46.1	23	1.0	100.0	0	0	gb|CM031009.1|	17910534	17910556	46.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE530	R	BoE530__R	SSR	C04	66.733	2708	1	0.0	0	1	False	gb|CM031009.1|	17910791.0	17910770.0	-	44.1	22	1.0	100.0	0	0	gb|CM031009.1|	17910791	17910770	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE569	F	BoE569__F	SSR	C06	54.066	1566	1	0.0	0	1	False	gb|CM031011.1|	35951545.0	35951567.0	+	46.1	23	1.0	100.0	0	0	gb|CM031011.1|	35951545	35951567	46.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE569	R	BoE569__R	SSR	C06	54.066	1034	7	0.0	0	1	False	gb|CM031011.1|	35951819.0	35951800.0	-	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	35951819	35951800	40.1	1	1	5	0	0	0	0	1	True	2	True	7	True	7	True	7	True	7	True
BoE571	F	BoE571__F	SSR	C03	104.769	2777	7	0.0	0	1	False	gb|CM031008.1|	15703054.0	15703072.0	+	38.2	19	1.0	100.0	0	0	gb|CM031008.1|	15703054	15703072	38.2	1	0	6	0	0	0	0	1	True	1	True	7	True	7	True	7	True	7	True
BoE571	R	BoE571__R	SSR	C03	104.769	9749	32	0.0	0	6	True	gb|CM031014.1|	20813823.0	20813842.0	+	40.1	20	1.0	100.0	0	0	gb|CM031014.1|	20813823	20813842	40.1	6	21	5	0	0	0	0	6	True	27	True	32	True	32	True	32	True	32	True
BoE572	F	BoE572__F	SSR	C07	94.409	622	2	0.0	0	1	False	gb|CM031012.1|	17137552.0	17137570.0	+	38.2	19	1.0	100.0	0	0	gb|CM031012.1|	17137552	17137570	38.2	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoE572	R	BoE572__R	SSR	C07	94.409	3499	1	0.0	0	1	False	gb|CM031012.1|	17137864.0	17137844.0	-	42.1	21	1.0	100.0	0	0	gb|CM031012.1|	17137864	17137844	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE586	F	BoE586__F	SSR	C05	116.262	1169	0		no_full_length_no_gap	0	False						17	0.9444444444444444	94.118	1	0	gb|CM031010.1|	58337033	58337017	26.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE586	R	BoE586__R	SSR	C05	116.262	12887	1	0.0	0	1	False	gb|CM031010.1|	58336877.0	58336893.0	+	34.2	17	1.0	100.0	0	0	gb|CM031010.1|	58336877	58336893	34.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE590	F	BoE590__F	SSR	C01	74.78	14722	4	0.0	0	4	True	gb|CM031008.1|	53010314.0	53010337.0	+	48.1	24	1.0	100.0	0	0	gb|CM031008.1|	53010314	53010337	48.1	4	0	0	0	0	0	0	4	True	4	True	4	True	4	True	4	True	4	True
BoE590	R	BoE590__R	SSR	C01	74.78	2428	6	0.0	0	5	True	gb|CM031014.1|	38829306.0	38829329.0	+	48.1	24	1.0	100.0	0	0	gb|CM031014.1|	38829306	38829329	48.1	5	1	0	0	0	0	0	5	True	6	True	6	True	6	True	6	True	6	True
BoE592	F	BoE592__F	SSR	C07	48.301	2999	1	0.0	0	1	False	gb|CM031012.1|	48439419.0	48439442.0	+	48.1	24	1.0	100.0	0	0	gb|CM031012.1|	48439419	48439442	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE592	R	BoE592__R	SSR	C07	48.301	3565	1	0.0	0	1	False	gb|CM031012.1|	48439876.0	48439854.0	-	46.1	23	1.0	100.0	0	0	gb|CM031012.1|	48439876	48439854	46.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE607	F	BoE607__F	SSR	C01	73.032	2942	1	0.0	0	1	False	gb|CM031006.1|	42780448.0	42780471.0	+	48.1	24	1.0	100.0	0	0	gb|CM031006.1|	42780448	42780471	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE607	R	BoE607__R	SSR	C01	73.032	2261	1	0.0	0	1	False	gb|CM031006.1|	42780651.0	42780635.0	-	34.2	17	1.0	100.0	0	0	gb|CM031006.1|	42780651	42780635	34.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE615	F	BoE615__F	SSR	C08	54.25	5278	6	0.0	0	1	False	gb|CM031013.1|	31416919.0	31416897.0	-	46.1	24	1.0434782608695652	91.667	1	1	gb|CM031013.1|	26038463	26038440	24.3	1	0	2	3	0	0	0	1	True	1	True	3	True	6	True	6	True	6	True
BoE615	R	BoE615__R	SSR	C08	54.25	3133	1	0.0	0	1	False	gb|CM031013.1|	31416715.0	31416736.0	+	44.1	22	1.0	100.0	0	0	gb|CM031013.1|	31416715	31416736	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE623	F	BoE623__F	SSR	C06	70.286	3493	1	0.0	0	1	False	gb|CM031011.1|	22921844.0	22921821.0	-	48.1	24	1.0	100.0	0	0	gb|CM031011.1|	22921844	22921821	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE623	R	BoE623__R	SSR	C06	70.286	2228	1	0.0	0	1	False	gb|CM031011.1|	22921581.0	22921600.0	+	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	22921581	22921600	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE629	F	BoE629__F	SSR	C03	46.423	2693	1	1.0	1	1	False	gb|CM031008.1|	64048060.0	64048082.0	+	38.2	23	1.0	95.652	1	0	gb|CM031008.1|	64048060	64048082	38.2	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
BoE629	R	BoE629__R	SSR	C03	46.423	3869	1	0.0	0	1	False	gb|CM031008.1|	64048666.0	64048645.0	-	44.1	22	1.0	100.0	0	0	gb|CM031008.1|	64048666	64048645	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE648	F	BoE648__F	SSR	C04	111.057	3043	3	0.0	0	2	True	gb|CM031009.1|	2314988.0	2314969.0	-	40.1	20	1.0	100.0	0	0	gb|CM031009.1|	2314988	2314969	40.1	2	0	1	0	0	0	0	2	True	2	True	3	True	3	True	3	True	3	True
BoE648	R	BoE648__R	SSR	C04	111.057	6499	2	1.0	1	1	False	gb|CM031009.1|	56956430.0	56956452.0	+	38.2	23	1.0	95.652	1	0	gb|CM031009.1|	56956430	56956452	38.2	0	1	0	1	0	0	0	0	False	1	True	1	True	2	True	2	True	2	True
BoE718	F	BoE718__F	SSR	C03	122.942	1818	1	0.0	0	1	False	gb|CM031008.1|	8727311.0	8727290.0	-	44.1	22	1.0	100.0	0	0	gb|CM031008.1|	8727311	8727290	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE718	R	BoE718__R	SSR	C03	122.942	464	1	0.0	0	1	False	gb|CM031008.1|	8727129.0	8727148.0	+	40.1	20	1.0	100.0	0	0	gb|CM031008.1|	8727129	8727148	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE723	F	BoE723__F	SSR	C07	75.48	2367	1	0.0	0	1	False	gb|CM031012.1|	38513058.0	38513078.0	+	42.1	21	1.0	100.0	0	0	gb|CM031012.1|	38513058	38513078	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE723	R	BoE723__R	SSR	C07	75.48	1411	5	0.0	0	1	False	gb|CM031012.1|	38513235.0	38513216.0	-	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	38513235	38513216	40.1	1	3	1	0	0	0	0	1	True	4	True	5	True	5	True	5	True	5	True
BoE746	F	BoE746__F	SSR	C05	108.248	715	1	0.0	0	1	False	gb|CM031010.1|	57595222.0	57595201.0	-	44.1	22	1.0	100.0	0	0	gb|CM031010.1|	57595222	57595201	44.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE746	R	BoE746__R	SSR	C05	108.248	2987	1	0.0	0	1	False	gb|CM031010.1|	57595007.0	57595026.0	+	40.1	20	1.0	100.0	0	0	gb|CM031010.1|	57595007	57595026	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE756	F	BoE756__F	SSR	C08	40.277	666	1	0.0	0	1	False	gb|CM031013.1|	24722529.0	24722509.0	-	42.1	21	1.0	100.0	0	0	gb|CM031013.1|	24722529	24722509	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE756	R	BoE756__R	SSR	C08	40.277	8806	0		no_full_length_no_gap	0	False						23	0.9583333333333334	91.304	2	0	gb|CM031007.1|	41357330	41357308	30.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE761	F	BoE761__F	SSR	C06	44.658	4704	1	0.0	0	1	False	gb|CM031011.1|	39957391.0	39957368.0	-	48.1	24	1.0	100.0	0	0	gb|CM031011.1|	39957391	39957368	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE761	R	BoE761__R	SSR	C06	44.658	2496	1	0.0	0	1	False	gb|CM031011.1|	39957214.0	39957233.0	+	40.1	20	1.0	100.0	0	0	gb|CM031011.1|	39957214	39957233	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE783	F	BoE783__F	SSR	C07	22.271	8773	7	0.0	0	2	True	gb|CM031013.1|	21619950.0	21619966.0	+	34.2	17	1.0	100.0	0	0	gb|CM031013.1|	21619950	21619966	34.2	2	5	0	0	0	0	0	2	True	7	True	7	True	7	True	7	True	7	True
BoE783	R	BoE783__R	SSR	C07	22.271	9130	1	0.0	0	1	False	gb|CM031012.1|	56534465.0	56534484.0	+	40.1	20	1.0	100.0	0	0	gb|CM031012.1|	56534465	56534484	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE804	F	BoE804__F	SSR	C03	80.908	4440	7	0.0	0	1	False	gb|CM031008.1|	20322088.0	20322070.0	-	38.2	19	1.0	100.0	0	0	gb|CM031008.1|	20322088	20322070	38.2	1	1	5	0	0	0	0	1	True	2	True	7	True	7	True	7	True	7	True
BoE804	R	BoE804__R	SSR	C03	80.908	17522	1	2.0	2	1	False	gb|CM031014.1|	62470059.0	62470036.0	-	32.2	24	1.0	91.667	2	0	gb|CM031014.1|	62470059	62470036	32.2	0	0	1	0	0	0	0	0	False	0	False	1	True	1	True	1	True	1	True
BoE821	F	BoE821__F	SSR	C01	73.943	2776	1	0.0	0	1	False	gb|CM031006.1|	17473910.0	17473892.0	-	38.2	19	1.0	100.0	0	0	gb|CM031006.1|	17473910	17473892	38.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE821	R	BoE821__R	SSR	C01	73.943	5441	2	0.0	0	1	False	gb|CM031006.1|	17473732.0	17473748.0	+	34.2	17	1.0	100.0	0	0	gb|CM031006.1|	17473732	17473748	34.2	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE822	F	BoE822__F	SSR	C08	76.652	7614	6	0.0	0	5	True	gb|CM031011.1|	30813135.0	30813119.0	-	34.2	17	1.0	100.0	0	0	gb|CM031011.1|	30813135	30813119	34.2	5	1	0	0	0	0	0	5	True	6	True	6	True	6	True	6	True	6	True
BoE822	R	BoE822__R	SSR	C08	76.652	3498	7	0.0	0	5	True	gb|CM031011.1|	30813447.0	30813464.0	+	36.2	18	1.0	100.0	0	0	gb|CM031011.1|	30813447	30813464	36.2	5	2	0	0	0	0	0	5	True	7	True	7	True	7	True	7	True	7	True
BoE825	F	BoE825__F	SSR	C04	65.197	2067	1	0.0	0	1	False	gb|CM031013.1|	43374160.0	43374141.0	-	40.1	20	1.0	100.0	0	0	gb|CM031013.1|	43374160	43374141	40.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE825	R	BoE825__R	SSR	C04	65.197	2452	1	0.0	0	1	False	gb|CM031013.1|	43373933.0	43373953.0	+	42.1	21	1.0	100.0	0	0	gb|CM031013.1|	43373933	43373953	42.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE836	F	BoE836__F	SSR	C08	137.024	10245	1	0.0	0	1	False	gb|CM031013.1|	51001441.0	51001464.0	+	48.1	24	1.0	100.0	0	0	gb|CM031013.1|	51001441	51001464	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE836	R	BoE836__R	SSR	C08	137.024	2570	1	0.0	0	1	False	gb|CM031013.1|	51001641.0	51001618.0	-	48.1	24	1.0	100.0	0	0	gb|CM031013.1|	51001641	51001618	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE860	F	BoE860__F	SSR	C01	80.005	4204	0		no_full_length_no_gap	0	False						19	0.7916666666666666	89.474	2	0	gb|CM031006.1|	14956272	14956254	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
BoE860	R	BoE860__R	SSR	C01	80.005	5825	2	0.0	0	1	False	gb|CM031006.1|	43871639.0	43871616.0	-	48.1	24	1.0	100.0	0	0	gb|CM031006.1|	43871639	43871616	48.1	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
BoE862	F	BoE862__F	SSR	C04	62.623000000000005	767	2	0.0	0	1	False	gb|CM031009.1|	30522958.0	30522979.0	+	44.1	22	1.0	100.0	0	0	gb|CM031009.1|	30522958	30522979	44.1	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
BoE862	R	BoE862__R	SSR	C04	62.623000000000005	3225	1	0.0	0	1	False	gb|CM031009.1|	30523152.0	30523129.0	-	48.1	24	1.0	100.0	0	0	gb|CM031009.1|	30523152	30523129	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE876	F	BoE876__F	SSR	C08	87.243	23962	3	0.0	0	1	False	gb|CM031013.1|	45310734.0	45310750.0	+	34.2	17	1.0	100.0	0	0	gb|CM031013.1|	45310734	45310750	34.2	1	2	0	0	0	0	0	1	True	3	True	3	True	3	True	3	True	3	True
BoE876	R	BoE876__R	SSR	C08	87.243	1485	1	0.0	0	1	False	gb|CM031013.1|	45310952.0	45310935.0	-	36.2	18	1.0	100.0	0	0	gb|CM031013.1|	45310952	45310935	36.2	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
BoE878	F	BoE878__F	SSR	C04	127.194	1601	1	0.0	0	1	False	gb|CM031009.1|	12300777.0	12300799.0	+	46.1	23	1.0	100.0	0	0	gb|CM031009.1|	12300777	12300799	46.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
