marker_id	primer_side	qseqid	linkage_group	cM	marker_type	raw_hits	full_length_hits	full_length_perfect_hits	full_length_mm1_hits	has_any_blast_hit	has_full_length_hit	has_full_length_perfect_hit	has_full_length_mm1_hit	is_multihit_perfect	is_multihit_mm1	min_mismatch_full_length	best_bitscore
snap1805	F	snap1805__F	C01	93.18	SNP	991	0	0	0	True	False	False	False	False	False		36.2
snap1805	R	snap1805__R	C01	93.18	SNP	225	0	0	0	True	False	False	False	False	False		46.1
snap1054	F	snap1054__F	C01	94.988	SNP	657	0	0	0	True	False	False	False	False	False		50.1
snap1054	R	snap1054__R	C01	94.988	SNP	982	4	1	2	True	True	True	True	False	True	0.0	60.0
snap339	F	snap339__F	C01	98.522	SNP	8590	0	0	0	True	False	False	False	False	False		65.9
snap339	R	snap339__R	C01	98.522	SNP	5042	0	0	0	True	False	False	False	False	False		52.0
BoSF254	F	BoSF254__F	C01	99.454	SSR	2082	274	16	148	True	True	True	True	True	True	0.0	40.1
BoSF254	R	BoSF254__R	C01	99.454	SSR	9054	2	0	1	True	True	False	True	False	False	1.0	34.2
Ni4D12	F	Ni4D12__F	C02	0.0	SSR	2024	0	0	0	True	False	False	False	False	False		30.2
Ni4D12	R	Ni4D12__R	C02	0.0	SSR	1100	0	0	0	True	False	False	False	False	False		30.2
BoE483	F	BoE483__F	C02	7.48	SSR	817	0	0	0	True	False	False	False	False	False		28.2
BoE483	R	BoE483__R	C02	7.48	SSR	5086	2	2	2	True	True	True	True	True	True	0.0	38.2
BoSF2294	F	BoSF2294__F	C02	38.888	SSR	1744	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2294	R	BoSF2294__R	C02	38.888	SSR	1887	1	1	1	True	True	True	True	False	False	0.0	40.1
snap379	F	snap379__F	C02	41.919	SNP	1713	0	0	0	True	False	False	False	False	False		42.1
snap379	R	snap379__R	C02	41.919	SNP	819	2	2	2	True	True	True	True	True	True	0.0	58.0
snap380	F	snap380__F	C02	45.953	SNP	770	0	0	0	True	False	False	False	False	False		48.1
snap380	R	snap380__R	C02	45.953	SNP	1856	1	1	1	True	True	True	True	False	False	0.0	63.9
BoSF2294a	F	BoSF2294a__F	C02	49.351	SSR	1744	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2294a	R	BoSF2294a__R	C02	49.351	SSR	1887	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2294b	F	BoSF2294b__F	C02	50.86	SSR	1744	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2294b	R	BoSF2294b__R	C02	50.86	SSR	1887	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2447	F	BoSF2447__F	C02	51.992	SSR	4240	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2447	R	BoSF2447__R	C02	51.992	SSR	1286	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2552	F	BoSF2552__F	C02	57.756	SSR	1939	0	0	0	True	False	False	False	False	False		32.2
BoSF2552	R	BoSF2552__R	C02	57.756	SSR	3121	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1425	F	BoSF1425__F	C02	59.861	SSR	4625	10	1	8	True	True	True	True	False	True	0.0	40.1
BoSF1425	R	BoSF1425__R	C02	59.861	SSR	901	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1801	F	snap1801__F	C02	66.777	SNP	1508	0	0	0	True	False	False	False	False	False		65.9
snap1801	R	snap1801__R	C02	66.777	SNP	1436	1	1	1	True	True	True	True	False	False	0.0	61.9
BoSF2479	F	BoSF2479__F	C02	68.747	SSR	3214	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2479	R	BoSF2479__R	C02	68.747	SSR	6821	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1167	F	BoSF1167__F	C02	77.197	SSR	1784	2	0	0	True	True	False	False	False	False	2.0	28.2
BoSF1167	R	BoSF1167__R	C02	77.197	SSR	3311	3	0	0	True	True	False	False	False	False	2.0	30.2
BoSF203	F	BoSF203__F	C02	83.845	SSR	1533	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF203	R	BoSF203__R	C02	83.845	SSR	3004	5	2	3	True	True	True	True	True	True	0.0	40.1
BoSF239	F	BoSF239__F	C02	88.217	SSR	2447	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF239	R	BoSF239__R	C02	88.217	SSR	2982	1	0	1	True	True	False	True	False	False	1.0	34.2
BoSF1037	F	BoSF1037__F	C02	97.614	SSR	1444	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1037	R	BoSF1037__R	C02	97.614	SSR	5645	1	1	1	True	True	True	True	False	False	0.0	40.1
snap568	F	snap568__F	C02	102.818	SNP	16947	0	0	0	True	False	False	False	False	False		65.9
snap568	R	snap568__R	C02	102.818	SNP	1498	1	1	1	True	True	True	True	False	False	0.0	56.0
BoE162	F	BoE162__F	C02	103.903	SSR	1978	2	1	1	True	True	True	True	False	False	0.0	40.1
BoE162	R	BoE162__R	C02	103.903	SSR	846	5	1	2	True	True	True	True	False	True	0.0	40.1
BoSF108	F	BoSF108__F	C02	104.38	SSR	3947	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF108	R	BoSF108__R	C02	104.38	SSR	1505	0	0	0	True	False	False	False	False	False		32.2
snap149	F	snap149__F	C02	105.454	SNP	2613	0	0	0	True	False	False	False	False	False		32.2
snap149	R	snap149__R	C02	105.454	SNP	2290	0	0	0	True	False	False	False	False	False		32.2
snap567	F	snap567__F	C02	106.187	SNP	2300	0	0	0	True	False	False	False	False	False		44.1
snap567	R	snap567__R	C02	106.187	SNP	7460	0	0	0	True	False	False	False	False	False		36.2
BoSF2615	F	BoSF2615__F	C02	107.696	SSR	5304	3	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2615	R	BoSF2615__R	C02	107.696	SSR	2454	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2725	F	BoSF2725__F	C02	108.215	SSR	1802	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2725	R	BoSF2725__R	C02	108.215	SSR	6213	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2250	F	BoSF2250__F	C02	109.292	SSR	5302	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2250	R	BoSF2250__R	C02	109.292	SSR	1179	1	1	1	True	True	True	True	False	False	0.0	40.1
snap216	F	snap216__F	C02	109.942	SNP	1983	0	0	0	True	False	False	False	False	False		60.0
snap216	R	snap216__R	C02	109.942	SNP	719	3	2	3	True	True	True	True	True	True	0.0	52.0
snap214	F	snap214__F	C02	110.994	SNP	4009	0	0	0	True	False	False	False	False	False		42.1
snap214	R	snap214__R	C02	110.994	SNP	1013	1	1	1	True	True	True	True	False	False	0.0	60.0
snap177	F	snap177__F	C02	111.753	SNP	1238	0	0	0	True	False	False	False	False	False		58.0
snap177	R	snap177__R	C02	111.753	SNP	1007	32	1	3	True	True	True	True	False	True	0.0	65.9
snap673	F	snap673__F	C02	112.392	SNP	906	0	0	0	True	False	False	False	False	False		50.1
snap673	R	snap673__R	C02	112.392	SNP	781	3	1	1	True	True	True	True	False	False	0.0	63.9
snap229	F	snap229__F	C02	113.168	SNP	1106	0	0	0	True	False	False	False	False	False		54.0
snap229	R	snap229__R	C02	113.168	SNP	9680	2	1	1	True	True	True	True	False	False	0.0	50.1
snap230	F	snap230__F	C02	113.621	SNP	3966	0	0	0	True	False	False	False	False	False		67.9
snap230	R	snap230__R	C02	113.621	SNP	1433	1	1	1	True	True	True	True	False	False	0.0	63.9
Na14H11	F	Na14H11__F	C02	114.334	SSR	5048	3	2	2	True	True	True	True	True	True	0.0	40.1
Na14H11	R	Na14H11__R	C02	114.334	SSR	1721	1	1	1	True	True	True	True	False	False	0.0	40.1
snap178	F	snap178__F	C02	114.887	SNP	4436	0	0	0	True	False	False	False	False	False		50.1
snap178	R	snap178__R	C02	114.887	SNP	3390	6	3	5	True	True	True	True	True	True	0.0	71.9
snap176	F	snap176__F	C02	115.729	SNP	2571	0	0	0	True	False	False	False	False	False		52.0
snap176	R	snap176__R	C02	115.729	SNP	855	2	2	2	True	True	True	True	True	True	0.0	56.0
snap432	F	snap432__F	C02	116.262	SNP	501	0	0	0	True	False	False	False	False	False		50.1
snap432	R	snap432__R	C02	116.262	SNP	1946	1	1	1	True	True	True	True	False	False	0.0	65.9
snap403	F	snap403__F	C02	118.087	SNP	414	0	0	0	True	False	False	False	False	False		46.1
snap403	R	snap403__R	C02	118.087	SNP	1523	1	1	1	True	True	True	True	False	False	0.0	61.9
snap762	F	snap762__F	C02	118.529	SNP	1719	0	0	0	True	False	False	False	False	False		54.0
snap762	R	snap762__R	C02	118.529	SNP	3087	1	1	1	True	True	True	True	False	False	0.0	48.1
snap603	F	snap603__F	C02	119.153	SNP	3482	0	0	0	True	False	False	False	False	False		48.1
snap603	R	snap603__R	C02	119.153	SNP	3295	0	0	0	True	False	False	False	False	False		61.9
BoSF2079	F	BoSF2079__F	C02	119.725	SSR	3428	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2079	R	BoSF2079__R	C02	119.725	SSR	1231	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1017	F	snap1017__F	C02	120.15	SNP	965	0	0	0	True	False	False	False	False	False		46.1
snap1017	R	snap1017__R	C02	120.15	SNP	1114	114	1	2	True	True	True	True	False	True	0.0	58.0
snap877	F	snap877__F	C02	120.736	SNP	1145	0	0	0	True	False	False	False	False	False		30.2
snap877	R	snap877__R	C02	120.736	SNP	1614	132	93	124	True	True	True	True	True	True	0.0	58.0
snap467	F	snap467__F	C02	121.198	SNP	1195	0	0	0	True	False	False	False	False	False		48.1
snap467	R	snap467__R	C02	121.198	SNP	10694	4	1	1	True	True	True	True	False	False	0.0	71.9
snap1020	F	snap1020__F	C02	121.458	SNP	801	0	0	0	True	False	False	False	False	False		52.0
snap1020	R	snap1020__R	C02	121.458	SNP	955	1	1	1	True	True	True	True	False	False	0.0	60.0
snap1026	F	snap1026__F	C02	121.682	SNP	3851	0	0	0	True	False	False	False	False	False		56.0
snap1026	R	snap1026__R	C02	121.682	SNP	3099	14	1	1	True	True	True	True	False	False	0.0	69.9
snap781	F	snap781__F	C02	121.967	SNP	2007	0	0	0	True	False	False	False	False	False		50.1
snap781	R	snap781__R	C02	121.967	SNP	544	1	1	1	True	True	True	True	False	False	0.0	52.0
snap1098	F	snap1098__F	C02	122.346	SNP	3336	0	0	0	True	False	False	False	False	False		61.9
snap1098	R	snap1098__R	C02	122.346	SNP	1136	8	2	5	True	True	True	True	True	True	0.0	48.1
snap1783	F	snap1783__F	C02	123.093	SNP	1939	0	0	0	True	False	False	False	False	False		52.0
snap1783	R	snap1783__R	C02	123.093	SNP	4137	10	3	4	True	True	True	True	True	True	0.0	56.0
snap1197	F	snap1197__F	C02	123.532	SNP	826	0	0	0	True	False	False	False	False	False		56.0
snap1197	R	snap1197__R	C02	123.532	SNP	983	2	2	2	True	True	True	True	True	True	0.0	54.0
snap493	F	snap493__F	C02	124.005	SNP	5954	0	0	0	True	False	False	False	False	False		42.1
snap493	R	snap493__R	C02	124.005	SNP	1872	1	1	1	True	True	True	True	False	False	0.0	65.9
snap492	F	snap492__F	C02	124.43	SNP	1645	0	0	0	True	False	False	False	False	False		52.0
snap492	R	snap492__R	C02	124.43	SNP	1596	2	1	1	True	True	True	True	False	False	0.0	56.0
BoSF2242	F	BoSF2242__F	C02	124.779	SSR	1449	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2242	R	BoSF2242__R	C02	124.779	SSR	895	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2279	F	BoSF2279__F	C02	125.034	SSR	1086	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2279	R	BoSF2279__R	C02	125.034	SSR	1036	7	2	2	True	True	True	True	True	True	0.0	40.1
snap198	F	snap198__F	C02	125.099	SNP	2543	0	0	0	True	False	False	False	False	False		34.2
snap198	R	snap198__R	C02	125.099	SNP	4715	1	1	1	True	True	True	True	False	False	0.0	67.9
BoSF2745	F	BoSF2745__F	C02	125.308	SSR	1732	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2745	R	BoSF2745__R	C02	125.308	SSR	6990	1251	10	697	True	True	True	True	True	True	0.0	42.1
BoE068	F	BoE068__F	C02	125.318	SSR	1746	1	1	1	True	True	True	True	False	False	0.0	48.1
BoE068	R	BoE068__R	C02	125.318	SSR	10268	3	1	2	True	True	True	True	False	True	0.0	48.1
BoSF2007	F	BoSF2007__F	C02	125.324	SSR	8057	9	1	8	True	True	True	True	False	True	0.0	44.1
BoSF2007	R	BoSF2007__R	C02	125.324	SSR	1744	23	9	19	True	True	True	True	True	True	0.0	40.1
snap1975	F	snap1975__F	C02	125.455	SNP	2109	0	0	0	True	False	False	False	False	False		46.1
snap1975	R	snap1975__R	C02	125.455	SNP	3882	1	1	1	True	True	True	True	False	False	0.0	71.9
Ol09A06	F	Ol09A06__F	C02	125.747	SSR	5961	3	2	3	True	True	True	True	True	True	0.0	40.1
Ol09A06	R	Ol09A06__R	C02	125.747	SSR	23252	3	2	2	True	True	True	True	True	True	0.0	40.1
BoSF1275	F	BoSF1275__F	C02	125.819	SSR	1744	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1275	R	BoSF1275__R	C02	125.819	SSR	1039	1	1	1	True	True	True	True	False	False	0.0	40.1
BRAS011	F	BRAS011__F	C02	125.932	SSR	1400	1	1	1	True	True	True	True	False	False	0.0	42.1
BRAS011	R	BRAS011__R	C02	125.932	SSR	6747	7	2	2	True	True	True	True	True	True	0.0	40.1
Ni2C12	F	Ni2C12__F	C02	126.023	SSR	5818	0	0	0	True	False	False	False	False	False		34.2
Ni2C12	R	Ni2C12__R	C02	126.023	SSR	3003	1	0	1	True	True	False	True	False	False	1.0	34.2
BoSF996	F	BoSF996__F	C02	126.182	SSR	2720	3	2	3	True	True	True	True	True	True	0.0	40.1
BoSF996	R	BoSF996__R	C02	126.182	SSR	1800	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1905	F	BoSF1905__F	C02	126.325	SSR	33736	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF1905	R	BoSF1905__R	C02	126.325	SSR	829	1	1	1	True	True	True	True	False	False	0.0	40.1
BrSF556	F	BrSF556__F	C02	126.438	SSR	8275	14	2	8	True	True	True	True	True	True	0.0	54.0
BrSF556	R	BrSF556__R	C02	126.438	SSR	5517	0	0	0	True	False	False	False	False	False		38.2
snap278	F	snap278__F	C02	126.671	SNP	706	0	0	0	True	False	False	False	False	False		46.1
snap278	R	snap278__R	C02	126.671	SNP	2969	1	1	1	True	True	True	True	False	False	0.0	54.0
snap144	F	snap144__F	C02	126.878	SNP	2332	0	0	0	True	False	False	False	False	False		54.0
snap144	R	snap144__R	C02	126.878	SNP	955	1	1	1	True	True	True	True	False	False	0.0	60.0
snap263	F	snap263__F	C02	126.921	SNP	2865	0	0	0	True	False	False	False	False	False		60.0
snap263	R	snap263__R	C02	126.921	SNP	2737	1	1	1	True	True	True	True	False	False	0.0	67.9
snap130	F	snap130__F	C02	127.184	SNP	1180	0	0	0	True	False	False	False	False	False		46.1
snap130	R	snap130__R	C02	127.184	SNP	3155	1	1	1	True	True	True	True	False	False	0.0	63.9
snap276	F	snap276__F	C02	127.259	SNP	685	0	0	0	True	False	False	False	False	False		44.1
snap276	R	snap276__R	C02	127.259	SNP	1497	55	27	50	True	True	True	True	True	True	0.0	42.1
snap489	F	snap489__F	C02	127.441	SNP	941	0	0	0	True	False	False	False	False	False		46.1
snap489	R	snap489__R	C02	127.441	SNP	1463	4	2	2	True	True	True	True	True	True	0.0	61.9
snap406	F	snap406__F	C02	127.89	SNP	2773	0	0	0	True	False	False	False	False	False		44.1
snap406	R	snap406__R	C02	127.89	SNP	2762	17	1	1	True	True	True	True	False	False	0.0	63.9
snap604	F	snap604__F	C02	128.089	SNP	1714	0	0	0	True	False	False	False	False	False		44.1
snap604	R	snap604__R	C02	128.089	SNP	721	1	1	1	True	True	True	True	False	False	0.0	56.0
snap1263	F	snap1263__F	C02	128.993	SNP	2077	0	0	0	True	False	False	False	False	False		54.0
snap1263	R	snap1263__R	C02	128.993	SNP	2496	1	1	1	True	True	True	True	False	False	0.0	56.0
BoSF1963	F	BoSF1963__F	C02	129.209	SSR	4029	13	8	11	True	True	True	True	True	True	0.0	40.1
BoSF1963	R	BoSF1963__R	C02	129.209	SSR	10923	2	0	1	True	True	False	True	False	False	1.0	34.2
snap152	F	snap152__F	C02	129.52	SNP	2330	0	0	0	True	False	False	False	False	False		42.1
snap152	R	snap152__R	C02	129.52	SNP	7339	366	286	357	True	True	True	True	True	True	0.0	61.9
BoSF376	F	BoSF376__F	C02	129.768	SSR	1395	6	5	6	True	True	True	True	True	True	0.0	40.1
BoSF376	R	BoSF376__R	C02	129.768	SSR	1657	6	4	6	True	True	True	True	True	True	0.0	40.1
BoSF2369	F	BoSF2369__F	C02	129.788	SSR	1838	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2369	R	BoSF2369__R	C02	129.788	SSR	1395	6	5	6	True	True	True	True	True	True	0.0	40.1
boa006	F	boa006__F	C02	130.139	SSR	1838	2	1	1	True	True	True	True	False	False	0.0	40.1
boa006	R	boa006__R	C02	130.139	SSR	1395	6	5	6	True	True	True	True	True	True	0.0	40.1
BoSF1163	F	BoSF1163__F	C02	130.51	SSR	1088	4	2	2	True	True	True	True	True	True	0.0	38.2
BoSF1163	R	BoSF1163__R	C02	130.51	SSR	4181	5	2	3	True	True	True	True	True	True	0.0	40.1
snap1261	F	snap1261__F	C02	130.808	SNP	1500	0	0	0	True	False	False	False	False	False		54.0
snap1261	R	snap1261__R	C02	130.808	SNP	2496	1	1	1	True	True	True	True	False	False	0.0	60.0
snap1689	F	snap1689__F	C02	131.347	SNP	2530	0	0	0	True	False	False	False	False	False		58.0
snap1689	R	snap1689__R	C02	131.347	SNP	2560	11	1	3	True	True	True	True	False	True	0.0	56.0
snap1374	F	snap1374__F	C02	131.635	SNP	609	0	0	0	True	False	False	False	False	False		48.1
snap1374	R	snap1374__R	C02	131.635	SNP	5017	476	134	398	True	True	True	True	True	True	0.0	71.9
snap1690	F	snap1690__F	C02	132.312	SNP	2012	0	0	0	True	False	False	False	False	False		54.0
snap1690	R	snap1690__R	C02	132.312	SNP	4028	1	1	1	True	True	True	True	False	False	0.0	58.0
BoSF2986	F	BoSF2986__F	C02	132.606	SSR	3484	1	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2986	R	BoSF2986__R	C02	132.606	SSR	1239	1	1	1	True	True	True	True	False	False	0.0	54.0
snap1615	F	snap1615__F	C02	132.933	SNP	16173	0	0	0	True	False	False	False	False	False		58.0
snap1615	R	snap1615__R	C02	132.933	SNP	9855	9	0	2	True	True	False	True	False	True	1.0	63.9
snap625	F	snap625__F	C02	133.121	SNP	4072	0	0	0	True	False	False	False	False	False		40.1
snap625	R	snap625__R	C02	133.121	SNP	2347	8	2	3	True	True	True	True	True	True	0.0	58.0
BoE904	F	BoE904__F	C02	133.472	SSR	1310	2	1	2	True	True	True	True	False	True	0.0	42.1
BoE904	R	BoE904__R	C02	133.472	SSR	16179	16	3	9	True	True	True	True	True	True	0.0	44.1
snap574	F	snap574__F	C02	134.253	SNP	1329	0	0	0	True	False	False	False	False	False		52.0
snap574	R	snap574__R	C02	134.253	SNP	3493	19	0	1	True	True	False	True	False	False	1.0	61.9
snap1373	F	snap1373__F	C02	134.533	SNP	1682	0	0	0	True	False	False	False	False	False		38.2
snap1373	R	snap1373__R	C02	134.533	SNP	3373	263	17	79	True	True	True	True	True	True	0.0	67.9
snap222	F	snap222__F	C02	135.137	SNP	746	0	0	0	True	False	False	False	False	False		54.0
snap222	R	snap222__R	C02	135.137	SNP	1688	1	1	1	True	True	True	True	False	False	0.0	65.9
snap1019	F	snap1019__F	C02	135.872	SNP	881	0	0	0	True	False	False	False	False	False		48.1
snap1019	R	snap1019__R	C02	135.872	SNP	2227	2	2	2	True	True	True	True	True	True	0.0	46.1
snap1663	F	snap1663__F	C02	136.565	SNP	830	0	0	0	True	False	False	False	False	False		46.1
snap1663	R	snap1663__R	C02	136.565	SNP	821	2	1	1	True	True	True	True	False	False	0.0	56.0
cnu107	F	cnu107__F	C02	137.234	SSR	1511	0	0	0	True	False	False	False	False	False		30.2
cnu107	R	cnu107__R	C02	137.234	SSR	2881	10	0	1	True	True	False	True	False	False	1.0	38.2
BnGMS629	F	BnGMS629__F	C02	138.051	SSR	2849	4	2	2	True	True	True	True	True	True	0.0	40.1
BnGMS629	R	BnGMS629__R	C02	138.051	SSR	2478	1	1	1	True	True	True	True	False	False	0.0	42.1
sORA43	F	sORA43__F	C02	138.694	SSR	937	0	0	0	True	False	False	False	False	False		34.2
sORA43	R	sORA43__R	C02	138.694	SSR	3581	6	1	6	True	True	True	True	False	True	0.0	36.2
snap264	F	snap264__F	C02	139.696	SNP	449	0	0	0	True	False	False	False	False	False		50.1
snap264	R	snap264__R	C02	139.696	SNP	744	19	16	19	True	True	True	True	True	True	0.0	52.0
Ol12B03	F	Ol12B03__F	C02	140.6	SSR	2777	0	0	0	True	False	False	False	False	False		30.2
Ol12B03	R	Ol12B03__R	C02	140.6	SSR	2481	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2532	F	BoSF2532__F	C02	142.067	SSR	1363	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2532	R	BoSF2532__R	C02	142.067	SSR	3471	1	1	1	True	True	True	True	False	False	0.0	40.1
snap638	F	snap638__F	C02	142.328	SNP	1247	0	0	0	True	False	False	False	False	False		50.1
snap638	R	snap638__R	C02	142.328	SNP	1270	1	1	1	True	True	True	True	False	False	0.0	58.0
BnGMS310	F	BnGMS310__F	C02	143.75	SSR	2481	1	1	1	True	True	True	True	False	False	0.0	40.1
BnGMS310	R	BnGMS310__R	C02	143.75	SSR	5220	2	1	1	True	True	True	True	False	False	0.0	40.1
snap201	F	snap201__F	C02	143.814	SNP	2918	0	0	0	True	False	False	False	False	False		54.0
snap201	R	snap201__R	C02	143.814	SNP	1391	1	1	1	True	True	True	True	False	False	0.0	58.0
snap555	F	snap555__F	C02	144.614	SNP	325	0	0	0	True	False	False	False	False	False		46.1
snap555	R	snap555__R	C02	144.614	SNP	261	2	1	1	True	True	True	True	False	False	0.0	56.0
snap635	F	snap635__F	C02	144.904	SNP	4415	0	0	0	True	False	False	False	False	False		52.0
snap635	R	snap635__R	C02	144.904	SNP	3631	1	1	1	True	True	True	True	False	False	0.0	61.9
snap636	F	snap636__F	C02	146.071	SNP	1731	0	0	0	True	False	False	False	False	False		44.1
snap636	R	snap636__R	C02	146.071	SNP	2622	1	1	1	True	True	True	True	False	False	0.0	71.9
snap637	F	snap637__F	C02	147.234	SNP	881	0	0	0	True	False	False	False	False	False		48.1
snap637	R	snap637__R	C02	147.234	SNP	1400	1	1	1	True	True	True	True	False	False	0.0	56.0
snap199	F	snap199__F	C02	148.677	SNP	1080	0	0	0	True	False	False	False	False	False		52.0
snap199	R	snap199__R	C02	148.677	SNP	1144	2	1	1	True	True	True	True	False	False	0.0	60.0
BrSF177	F	BrSF177__F	C02	149.584	SSR	3057	2	2	2	True	True	True	True	True	True	0.0	40.1
BrSF177	R	BrSF177__R	C02	149.584	SSR	3248	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1020	F	BoSF1020__F	C02	151.381	SSR	1916	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1020	R	BoSF1020__R	C02	151.381	SSR	1701	0	0	0	True	False	False	False	False	False		38.2
BoSF2227	F	BoSF2227__F	C02	152.817	SSR	1836	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2227	R	BoSF2227__R	C02	152.817	SSR	3314	1	1	1	True	True	True	True	False	False	0.0	40.1
snap790	F	snap790__F	C02	153.619	SNP	744	0	0	0	True	False	False	False	False	False		48.1
snap790	R	snap790__R	C02	153.619	SNP	2884	0	0	0	True	False	False	False	False	False		46.1
snap333	F	snap333__F	C02	155.045	SNP	1376	0	0	0	True	False	False	False	False	False		54.0
snap333	R	snap333__R	C02	155.045	SNP	287	2	1	2	True	True	True	True	False	True	0.0	54.0
snap1121	F	snap1121__F	C02	158.474	SNP	1631	0	0	0	True	False	False	False	False	False		50.1
snap1121	R	snap1121__R	C02	158.474	SNP	839	1	1	1	True	True	True	True	False	False	0.0	52.0
snap534	F	snap534__F	C03	0.0	SNP	1822	0	0	0	True	False	False	False	False	False		60.0
snap534	R	snap534__R	C03	0.0	SNP	1785	1	1	1	True	True	True	True	False	False	0.0	46.1
snap1993	F	snap1993__F	C03	4.307	SNP	2007	0	0	0	True	False	False	False	False	False		58.0
snap1993	R	snap1993__R	C03	4.307	SNP	1725	3	3	3	True	True	True	True	True	True	0.0	71.9
BoSF1131	F	BoSF1131__F	C03	9.902	SSR	2372	0	0	0	True	False	False	False	False	False		38.2
BoSF1131	R	BoSF1131__R	C03	9.902	SSR	619	0	0	0	True	False	False	False	False	False		36.2
BnGMS426	F	BnGMS426__F	C03	11.48	SSR	4004	1	1	1	True	True	True	True	False	False	0.0	40.1
BnGMS426	R	BnGMS426__R	C03	11.48	SSR	2962	3	0	1	True	True	False	True	False	False	1.0	32.2
snap824	F	snap824__F	C03	14.47	SNP	3281	0	0	0	True	False	False	False	False	False		32.2
snap824	R	snap824__R	C03	14.47	SNP	3624	77	5	61	True	True	True	True	True	True	0.0	42.1
BrSF402a	F	BrSF402a__F	C03	18.147	SSR	1378	1	1	1	True	True	True	True	False	False	0.0	40.1
BrSF402a	R	BrSF402a__R	C03	18.147	SSR	7833	1	1	1	True	True	True	True	False	False	0.0	40.1
snap590	F	snap590__F	C03	19.669	SNP	6097	0	0	0	True	False	False	False	False	False		32.2
snap590	R	snap590__R	C03	19.669	SNP	1739	1	1	1	True	True	True	True	False	False	0.0	50.1
BrBAC214	F	BrBAC214__F	C03	20.894	SSR	10882	0	0	0	True	False	False	False	False	False		30.2
BrBAC214	R	BrBAC214__R	C03	20.894	SSR	2075	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF2928	F	BoSF2928__F	C03	22.676	SSR	1461	1	0	1	True	True	False	True	False	False	1.0	32.2
BoSF2928	R	BoSF2928__R	C03	22.676	SSR	1924	1	1	1	True	True	True	True	False	False	0.0	40.1
